                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                0.13735,                0.31255,                0.02702,                0.89411,                0.87672,                0.95613,                0.90379,                0.13255,                 0.3912,                0.02925,              0.0011389,              0.0011389,              0.0011389
                    163,                0.13198,                 0.3021,                0.02571,                0.92004,                0.87201,                0.96175,                0.91394,                0.11981,                0.36865,                 0.0252,              0.0011356,              0.0011356,              0.0011356
                    164,                0.13062,                0.29919,                0.02587,                0.90874,                0.87431,                0.96172,                0.91525,                0.12725,                0.37537,                0.02799,              0.0011323,              0.0011323,              0.0011323
                    165,                0.12886,                0.30076,                0.02581,                0.89165,                 0.8936,                0.95999,                0.91109,                0.12514,                0.36121,                0.02767,               0.001129,               0.001129,               0.001129
                    166,                0.12588,                0.30238,                0.02324,                0.87996,                0.88929,                0.95861,                0.91083,                0.12347,                0.37356,                0.02596,              0.0011257,              0.0011257,              0.0011257
                    167,                0.13502,                0.30293,                0.02716,                0.89647,                0.88943,                0.96169,                0.91143,                0.12579,                0.38268,                0.02794,              0.0011224,              0.0011224,              0.0011224
                    168,                0.13283,                0.30161,                0.02513,                0.90102,                0.88147,                 0.9601,                 0.9043,                0.13448,                0.39813,                0.02923,              0.0011191,              0.0011191,              0.0011191
                    169,                0.13297,                0.30267,                0.02506,                0.87991,                0.89536,                0.96125,                0.90793,                0.12997,                0.36971,                0.02754,              0.0011158,              0.0011158,              0.0011158
                    170,                 0.1273,                0.30106,                 0.0241,                 0.8972,                 0.8848,                0.96155,                0.91181,                0.12214,                0.37632,                0.02615,              0.0011125,              0.0011125,              0.0011125
                    171,                0.13026,                0.29897,                0.02414,                0.88386,                0.89841,                0.96227,                0.91457,                0.12238,                0.39617,                0.02636,              0.0011092,              0.0011092,              0.0011092
                    172,                0.13371,                0.29749,                0.02631,                0.88935,                0.89463,                0.96067,                0.91242,                0.12004,                0.37072,                0.02556,              0.0011059,              0.0011059,              0.0011059
                    173,                0.12722,                 0.3003,                0.02374,                0.89942,                0.88994,                0.96207,                0.91599,                0.11939,                0.36665,                0.02524,              0.0011026,              0.0011026,              0.0011026
                    174,                0.12872,                0.29903,                0.02363,                0.88318,                0.88874,                0.96135,                0.91524,                0.12002,                0.37653,                0.02535,              0.0010993,              0.0010993,              0.0010993
                    175,                0.13526,                0.30372,                0.02683,                0.89293,                0.88992,                0.96204,                0.90677,                 0.1317,                0.39408,                 0.0283,               0.001096,               0.001096,               0.001096
                    176,                0.12806,                0.29386,                0.02426,                0.90242,                0.88613,                0.96353,                0.90608,                0.13367,                 0.3955,                0.02901,              0.0010927,              0.0010927,              0.0010927
                    177,                0.12415,                 0.2943,                0.02342,                0.89803,                0.89311,                0.96337,                0.91434,                0.12368,                0.37047,                0.02645,              0.0010894,              0.0010894,              0.0010894
                    178,                0.12537,                0.29243,                0.02436,                0.89261,                0.88997,                 0.9611,                 0.9107,                0.12682,                0.36007,                 0.0273,              0.0010861,              0.0010861,              0.0010861
                    179,                  0.124,                 0.2878,                 0.0232,                0.89478,                0.88807,                0.96179,                0.90885,                0.13518,                0.38636,                0.02934,              0.0010828,              0.0010828,              0.0010828
                    180,                 0.1255,                0.28322,                 0.0247,                0.88951,                0.89099,                0.96095,                0.91199,                0.12828,                0.38988,                 0.0277,              0.0010795,              0.0010795,              0.0010795
                    181,                0.13005,                 0.2859,                0.02453,                0.89465,                0.88696,                0.96189,                0.90701,                0.13448,                0.37902,                0.02952,              0.0010762,              0.0010762,              0.0010762
                    182,                 0.1287,                0.29382,                0.02459,                0.90256,                0.88062,                0.95956,                0.91213,                0.12731,                0.37727,                0.02975,              0.0010729,              0.0010729,              0.0010729
                    183,                0.12424,                0.28704,                0.02406,                0.90362,                0.88148,                0.96087,                0.90974,                 0.1294,                0.37867,                0.02909,              0.0010696,              0.0010696,              0.0010696
                    184,                0.12293,                0.28075,                 0.0238,                0.90676,                 0.8811,                0.96161,                0.91433,                 0.1221,                0.38043,                 0.0271,              0.0010663,              0.0010663,              0.0010663
                    185,                0.12521,                0.29576,                0.02383,                0.88994,                0.88908,                0.96201,                0.91512,                0.12488,                0.38905,                0.02806,               0.001063,               0.001063,               0.001063
                    186,                0.12139,                0.28596,                0.02326,                0.88944,                0.90065,                0.96283,                0.91032,                0.12916,                0.38403,                0.02654,              0.0010597,              0.0010597,              0.0010597
                    187,                0.12572,                0.28979,                0.02423,                0.89594,                0.88364,                0.95979,                 0.9092,                0.12764,                0.37536,                0.02845,              0.0010564,              0.0010564,              0.0010564
                    188,                0.12536,                0.29537,                0.02403,                0.90133,                0.87915,                0.96002,                0.91015,                 0.1267,                0.39515,                0.02755,              0.0010531,              0.0010531,              0.0010531
                    189,                0.12673,                0.28885,                0.02412,                0.88806,                0.89172,                0.95848,                0.90996,                0.13331,                0.38388,                0.03046,              0.0010498,              0.0010498,              0.0010498
                    190,                0.12427,                0.28823,                0.02337,                0.89767,                0.87975,                0.96056,                0.90798,                0.13447,                0.37135,                0.02892,              0.0010465,              0.0010465,              0.0010465
                    191,                0.13213,                0.29226,                0.02518,                0.88267,                0.89544,                0.95813,                0.91363,                0.12387,                0.37005,                0.02721,              0.0010432,              0.0010432,              0.0010432
                    192,                0.12316,                0.28357,                0.02396,                  0.883,                0.89259,                0.96025,                 0.9127,                0.12537,                0.37661,                0.02733,              0.0010399,              0.0010399,              0.0010399
                    193,                0.12516,                0.29044,                0.02392,                0.89324,                0.88293,                0.95963,                0.91162,                0.12989,                0.36732,                0.02957,              0.0010366,              0.0010366,              0.0010366
                    194,                0.12469,                0.29702,                0.02352,                0.89071,                0.88802,                0.95902,                0.91281,                0.12701,                0.39118,                0.02861,              0.0010333,              0.0010333,              0.0010333
                    195,                0.12315,                0.29143,                0.02364,                0.87255,                0.90387,                0.96073,                0.90856,                0.13602,                0.39689,                0.02962,                0.00103,                0.00103,                0.00103
                    196,                0.12856,                0.29179,                 0.0247,                0.87599,                 0.8949,                0.95853,                0.90792,                 0.1271,                0.37582,                0.02721,              0.0010267,              0.0010267,              0.0010267
                    197,                0.12627,                0.29267,                0.02402,                0.90513,                0.87902,                0.96166,                0.90897,                0.13337,                0.39114,                0.03045,              0.0010234,              0.0010234,              0.0010234
                    198,                0.12365,                0.28715,                0.02345,                0.89032,                0.88675,                0.96023,                0.91205,                0.12547,                 0.3941,                0.02793,              0.0010201,              0.0010201,              0.0010201
                    199,                0.12072,                0.28091,                0.02303,                0.88442,                0.88905,                0.95943,                0.91333,                0.12386,                0.38643,                0.02636,              0.0010168,              0.0010168,              0.0010168
                    200,                0.12315,                0.28636,                0.02329,                  0.892,                0.88821,                0.95821,                0.90931,                 0.1249,                0.39882,                0.02641,              0.0010135,              0.0010135,              0.0010135
                    201,                0.12207,                0.28928,                 0.0232,                0.89518,                0.89273,                0.96073,                0.91046,                 0.1248,                0.38381,                0.02644,              0.0010102,              0.0010102,              0.0010102
                    202,                0.12385,                0.28961,                0.02355,                0.89164,                0.88777,                0.95955,                0.90518,                 0.1353,                0.38281,                0.02844,              0.0010069,              0.0010069,              0.0010069
                    203,                0.12229,                0.28579,                0.02344,                0.89515,                0.87996,                0.95915,                0.90583,                 0.1321,                0.39467,                0.02684,              0.0010036,              0.0010036,              0.0010036
                    204,                0.12068,                0.27866,                0.02386,                0.89367,                0.88779,                0.96136,                0.90973,                0.12764,                0.38747,                0.02609,              0.0010003,              0.0010003,              0.0010003
                    205,                0.12133,                0.28466,                0.02292,                0.88524,                0.88421,                0.95796,                0.91113,                0.12198,                0.39904,                0.02772,             0.00099697,             0.00099697,             0.00099697
                    206,                0.11839,                0.27949,                0.02275,                0.88518,                0.88468,                0.95961,                0.90958,                 0.1272,                0.38961,                0.02761,             0.00099367,             0.00099367,             0.00099367
                    207,                 0.1252,                0.28797,                0.02355,                0.89409,                0.87466,                0.95972,                0.90991,                0.13434,                0.39805,                0.03069,             0.00099036,             0.00099036,             0.00099036
                    208,                0.12559,                0.29095,                0.02294,                0.89406,                 0.8811,                0.95925,                 0.9099,                0.12688,                0.37518,                0.02747,             0.00098706,             0.00098706,             0.00098706
                    209,                0.11954,                0.27898,                0.02287,                0.88029,                 0.8887,                  0.961,                0.90976,                0.12666,                0.38612,                0.02676,             0.00098376,             0.00098376,             0.00098376
                    210,                 0.1207,                0.28791,                  0.023,                0.90962,                  0.877,                0.95937,                0.91393,                0.12539,                0.40542,                0.02735,             0.00098046,             0.00098046,             0.00098046
                    211,                 0.1231,                0.29315,                 0.0235,                0.88879,                0.89584,                0.96222,                0.90911,                0.12714,                0.39154,                0.02763,             0.00097716,             0.00097716,             0.00097716
                    212,                0.12412,                0.29251,                0.02373,                0.89326,                 0.8826,                 0.9603,                 0.9084,                0.12911,                0.39733,                0.02763,             0.00097386,             0.00097386,             0.00097386
                    213,                0.12852,                0.29687,                0.02409,                0.90545,                0.87243,                0.95933,                0.91165,                0.12308,                0.40431,                0.02638,             0.00097056,             0.00097056,             0.00097056
                    214,                0.12043,                0.28627,                0.02309,                0.90159,                0.86826,                0.95746,                0.90159,                0.13332,                0.39613,                0.02687,             0.00096726,             0.00096726,             0.00096726
                    215,                0.12231,                0.28795,                0.02308,                0.88977,                0.88545,                0.96073,                0.90642,                0.12877,                0.39755,                 0.0267,             0.00096396,             0.00096396,             0.00096396
                    216,                0.12158,                 0.2844,                0.02318,                0.89527,                0.87324,                0.95939,                0.90791,                0.12264,                 0.3947,                0.02547,             0.00096066,             0.00096066,             0.00096066
                    217,                0.12703,                0.28685,                0.02499,                0.89583,                0.87854,                  0.961,                0.91512,                0.12391,                0.38764,                0.02686,             0.00095736,             0.00095736,             0.00095736
                    218,                 0.1261,                0.28651,                0.02386,                0.91118,                0.86445,                0.95959,                0.91245,                0.12055,                0.37983,                0.02581,             0.00095406,             0.00095406,             0.00095406
                    219,                0.12026,                0.28286,                0.02193,                0.89567,                0.86528,                0.95748,                0.90854,                0.12835,                0.39301,                0.02743,             0.00095076,             0.00095076,             0.00095076
                    220,                 0.1224,                 0.2772,                0.02326,                0.91385,                0.86264,                0.95974,                0.91384,                0.11742,                0.40205,                0.02478,             0.00094746,             0.00094746,             0.00094746
