,DET_Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ],DET_Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=150 ],DET_Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=150 ],DET_Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=150 ],DET_Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=150 ],DET_Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=150 ],DET_Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=50 ],DET_Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ],DET_Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=150 ],DET_Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=150 ],DET_Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=150 ],DET_Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=150 ],model_name,image_size
0,0.8910153365196742,0.9483417630740957,0.9323531445116866,0.4316577446635329,0.81679947798122,0.9822687538486161,0.821726914640769,0.9222266007941379,0.9261004027110709,0.8055555555555556,0.8815571160962283,0.9859432867171523,rtdetr-x,1280
1,0.7024953281221065,0.7901575484883439,0.7565197303373904,0.4057195799455158,0.7551310258552025,0.7301102697922113,0.6852303422691464,0.7745856519194013,0.7795377285967177,0.7170940170940171,0.843394206723449,0.7591447404786911,yolov9e,640
