                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                0.56811,                0.36634,                  0.856,                0.92599,                0.89442,                0.96212,                0.89393,                0.44201,                0.39872,                0.80721,              0.0014591,              0.0014591,              0.0014591
                     66,                0.57724,                0.36193,                0.85583,                0.77636,                0.58557,                0.68086,                0.62471,                0.48824,                 1.3874,                0.81246,              0.0014558,              0.0014558,              0.0014558
                     67,                0.55868,                0.38116,                0.84795,                0.93379,                0.88001,                0.95317,                0.87903,                0.44994,                0.38805,                0.81088,              0.0014525,              0.0014525,              0.0014525
                     68,                0.59147,                0.42357,                0.85865,                0.94278,                0.87883,                0.95534,                0.88175,                0.45034,                0.41168,                0.80773,              0.0014492,              0.0014492,              0.0014492
                     69,                0.56573,                0.35809,                 0.8463,                0.94683,                0.86819,                0.95247,                0.88359,                0.44087,                0.41545,                0.81139,              0.0014459,              0.0014459,              0.0014459
                     70,                0.58294,                0.35364,                0.85019,                0.93866,                0.89353,                0.96433,                0.88853,                0.45896,                0.36611,                0.81393,              0.0014426,              0.0014426,              0.0014426
                     71,                0.56727,                 0.3506,                 0.8504,                0.93696,                 0.8609,                0.95131,                0.87133,                0.46408,                0.44376,                0.81954,              0.0014393,              0.0014393,              0.0014393
                     72,                0.58676,                0.35615,                0.84975,                0.93339,                0.87556,                0.96129,                0.88595,                 0.4558,                0.36767,                0.80788,               0.001436,               0.001436,               0.001436
                     73,                0.58406,                0.35593,                0.85597,                0.93649,                0.89031,                0.96618,                0.87991,                0.50988,                0.37649,                0.81836,              0.0014327,              0.0014327,              0.0014327
                     74,                0.56719,                 0.3468,                0.85143,                0.92633,                0.91517,                0.96734,                0.88342,                0.49619,                0.36093,                0.81702,              0.0014294,              0.0014294,              0.0014294
                     75,                 0.5585,                0.34262,                0.85084,                0.94152,                0.89724,                 0.9673,                0.87833,                0.52851,                0.35424,                0.82324,              0.0014261,              0.0014261,              0.0014261
                     76,                0.56909,                0.33778,                0.85045,                0.92883,                0.90574,                0.96816,                0.89829,                 0.4396,                0.33827,                0.80784,              0.0014228,              0.0014228,              0.0014228
                     77,                 0.5697,                 0.3422,                   0.85,                0.93225,                0.89495,                 0.9648,                0.89908,                0.40642,                0.35268,                0.80272,              0.0014195,              0.0014195,              0.0014195
                     78,                  0.576,                0.34821,                0.85046,                0.92923,                0.87874,                 0.9623,                0.89273,                0.43921,                0.36798,                0.81042,              0.0014161,              0.0014161,              0.0014161
                     79,                0.56324,                0.35407,                 0.8508,                 0.9288,                0.91259,                 0.9683,                0.89363,                0.45835,                0.33925,                0.80852,              0.0014128,              0.0014128,              0.0014128
                     80,                0.56101,                0.34564,                0.84605,                0.94298,                0.87867,                0.96357,                0.87861,                 0.4995,                0.35984,                0.81543,              0.0014095,              0.0014095,              0.0014095
                     81,                0.55206,                0.33604,                0.84855,                  0.919,                0.89835,                0.96488,                0.89877,                0.43092,                0.36472,                0.80473,              0.0014062,              0.0014062,              0.0014062
                     82,                0.55233,                0.33577,                0.84728,                0.93724,                0.90733,                0.96949,                0.90307,                0.42145,                0.33524,                0.80156,              0.0014029,              0.0014029,              0.0014029
                     83,                0.56451,                0.33872,                0.84682,                0.92812,                0.90725,                0.96694,                0.90339,                 0.4276,                0.33648,                0.80768,              0.0013996,              0.0013996,              0.0013996
                     84,                 0.5869,                0.35597,                 0.8513,                0.93559,                0.89824,                0.96718,                0.89534,                0.44299,                0.34283,                0.81003,              0.0013963,              0.0013963,              0.0013963
                     85,                0.56854,                0.34185,                0.85308,                0.93908,                0.90166,                0.96694,                0.88802,                0.47519,                0.37115,                0.81275,               0.001393,               0.001393,               0.001393
                     86,                0.56148,                0.39219,                 0.8472,                0.92743,                0.90341,                0.96208,                0.88366,                0.47362,                0.36051,                0.81303,              0.0013897,              0.0013897,              0.0013897
                     87,                0.56249,                0.34348,                0.84788,                0.93597,                0.90072,                0.96886,                0.88268,                0.50104,                0.36472,                0.81641,              0.0013864,              0.0013864,              0.0013864
                     88,                0.53938,                0.32675,                0.84526,                0.95037,                0.88762,                0.96978,                0.89966,                0.45851,                 0.3391,                0.81124,              0.0013831,              0.0013831,              0.0013831
                     89,                0.52478,                0.32003,                 0.8455,                0.95381,                0.86118,                0.96185,                 0.8881,                 0.4625,                0.36482,                0.81024,              0.0013798,              0.0013798,              0.0013798
                     90,                0.55571,                0.33803,                0.85039,                0.92796,                0.90413,                0.96759,                0.89381,                0.44524,                0.35004,                0.80999,              0.0013765,              0.0013765,              0.0013765
                     91,                0.56423,                0.33226,                0.84447,                 0.9488,                 0.8581,                0.95617,                0.88562,                0.44646,                 0.3949,                0.81415,              0.0013732,              0.0013732,              0.0013732
                     92,                0.55461,                0.33709,                0.84429,                0.93387,                 0.9052,                0.96847,                 0.8939,                0.45638,                0.36675,                0.80831,              0.0013699,              0.0013699,              0.0013699
                     93,                0.56276,                0.33385,                0.84846,                0.94306,                0.87721,                0.96039,                0.89332,                0.43623,                0.37719,                0.80742,              0.0013666,              0.0013666,              0.0013666
                     94,                0.56453,                0.33631,                  0.846,                0.92947,                0.89752,                0.96615,                0.89867,                0.43883,                0.34034,                 0.8074,              0.0013633,              0.0013633,              0.0013633
                     95,                0.54275,                0.33101,                0.84257,                0.93881,                0.89471,                0.96673,                0.90565,                0.41391,                 0.3394,                0.80405,                0.00136,                0.00136,                0.00136
                     96,                0.54312,                0.33318,                  0.846,                0.93695,                0.90988,                0.96882,                0.89584,                0.46071,                0.33813,                0.80919,              0.0013567,              0.0013567,              0.0013567
                     97,                0.55965,                0.34029,                0.84257,                0.92818,                0.90085,                0.96541,                0.88797,                0.47158,                0.36961,                0.81061,              0.0013534,              0.0013534,              0.0013534
                     98,                0.54847,                0.33405,                0.84338,                0.93638,                0.90602,                0.96771,                0.87334,                0.55481,                0.35032,                0.82507,              0.0013501,              0.0013501,              0.0013501
                     99,                 0.5659,                0.34528,                 0.8439,                0.93451,                  0.907,                0.96703,                0.88637,                0.50235,                0.33908,                0.81307,              0.0013468,              0.0013468,              0.0013468
                    100,                0.55541,                0.34178,                0.84536,                0.94168,                0.89117,                0.96772,                0.88418,                0.48473,                  0.352,                0.81807,              0.0013435,              0.0013435,              0.0013435
                    101,                0.55258,                0.34266,                0.84252,                0.91832,                0.89497,                0.96102,                0.86125,                0.56907,                0.37731,                0.82325,              0.0013402,              0.0013402,              0.0013402
                    102,                0.55324,                0.33889,                0.84633,                0.94415,                0.88449,                0.96465,                0.89817,                 0.4315,                 0.3346,                0.80282,              0.0013369,              0.0013369,              0.0013369
                    103,                0.56101,                0.34306,                0.84241,                0.92295,                 0.9129,                0.96799,                0.88772,                0.47984,                0.34872,                 0.8107,              0.0013336,              0.0013336,              0.0013336
                    104,                0.56061,                0.32648,                0.84483,                0.92771,                0.90968,                0.96878,                0.90293,                0.43376,                0.34304,                0.80516,              0.0013303,              0.0013303,              0.0013303
                    105,                0.56933,                0.34595,                0.84835,                0.93732,                 0.8967,                0.96899,                  0.892,                  0.478,                0.35112,                0.81306,               0.001327,               0.001327,               0.001327
                    106,                0.53157,                0.38203,                 0.8437,                0.93316,                0.90542,                 0.9697,                0.89127,                0.49665,                0.35822,                0.81205,              0.0013237,              0.0013237,              0.0013237
                    107,                0.57914,                0.34509,                0.84954,                0.93132,                0.90618,                0.96738,                 0.8836,                0.50263,                0.36885,                0.81863,              0.0013204,              0.0013204,              0.0013204
                    108,                0.58872,                0.34247,                0.84985,                0.91859,                0.91516,                0.96627,                 0.9049,                0.41749,                0.33082,                0.80575,              0.0013171,              0.0013171,              0.0013171
                    109,                0.58431,                 0.3591,                0.84911,                0.92529,                0.90309,                0.96602,                 0.9059,                0.42878,                0.34924,                0.80717,              0.0013138,              0.0013138,              0.0013138
                    110,                0.56621,                0.34027,                0.84554,                 0.9261,                0.89515,                 0.9645,                0.89667,                 0.4375,                0.36564,                0.80501,              0.0013105,              0.0013105,              0.0013105
                    111,                 0.5391,                 0.3272,                0.84353,                0.93074,                0.90345,                0.96705,                0.90048,                0.44258,                0.34716,                0.80598,              0.0013072,              0.0013072,              0.0013072
                    112,                 0.5445,                0.32896,                0.84327,                 0.9343,                0.90136,                0.96434,                0.90132,                0.42659,                0.33305,                 0.8043,              0.0013039,              0.0013039,              0.0013039
                    113,                0.54245,                0.33059,                 0.8404,                0.93296,                0.90756,                0.96728,                0.90212,                0.45069,                 0.3375,                 0.8082,              0.0013006,              0.0013006,              0.0013006
                    114,                0.56474,                0.37412,                0.84928,                0.93945,                0.89651,                0.96733,                0.90591,                0.40748,                0.33669,                0.80262,              0.0012973,              0.0012973,              0.0012973
                    115,                0.58435,                0.34146,                0.84618,                0.93268,                0.90834,                0.96885,                0.91371,                0.38878,                0.32806,                0.79956,               0.001294,               0.001294,               0.001294
                    116,                0.56933,                 0.3299,                0.84756,                0.93502,                0.90912,                0.96892,                0.91027,                0.39684,                0.31524,                0.79981,              0.0012907,              0.0012907,              0.0012907
                    117,                0.52064,                0.31458,                0.83878,                 0.9328,                0.90061,                0.96465,                0.90151,                0.41067,                0.34472,                0.80212,              0.0012874,              0.0012874,              0.0012874
                    118,                0.56028,                0.33276,                0.84111,                 0.9336,                0.90016,                0.96691,                0.89826,                0.44517,                0.34458,                0.80592,              0.0012841,              0.0012841,              0.0012841
                    119,                0.52962,                0.31694,                0.84079,                0.94122,                0.89665,                0.96447,                0.90227,                0.40853,                0.32906,                0.80124,              0.0012808,              0.0012808,              0.0012808
                    120,                0.54542,                0.33069,                0.84349,                0.93872,                0.90029,                0.96111,                0.89573,                0.42078,                0.33365,                0.80716,              0.0012775,              0.0012775,              0.0012775
                    121,                  0.524,                0.31956,                0.84063,                0.94207,                0.88424,                0.96329,                0.89205,                0.46728,                0.35169,                 0.8097,              0.0012742,              0.0012742,              0.0012742
                    122,                0.52979,                 0.3212,                0.84121,                 0.9394,                0.89237,                0.96193,                0.88897,                0.45953,                0.35164,                0.81334,              0.0012709,              0.0012709,              0.0012709
                    123,                0.55231,                0.32951,                  0.844,                0.94028,                0.89816,                0.96795,                0.90107,                 0.4261,                0.35289,                0.80365,              0.0012676,              0.0012676,              0.0012676
                    124,                0.56573,                0.33356,                0.84916,                0.94336,                 0.8926,                0.96781,                0.89306,                 0.4695,                0.33991,                0.81096,              0.0012643,              0.0012643,              0.0012643
                    125,                0.56488,                0.33721,                0.84218,                0.92399,                0.90691,                0.96811,                0.88984,                0.49288,                 0.3931,                0.81291,               0.001261,               0.001261,               0.001261
                    126,                0.54016,                0.32618,                0.83705,                0.93422,                0.90529,                0.96815,                0.89487,                0.46632,                0.39867,                0.81025,              0.0012577,              0.0012577,              0.0012577
                    127,                0.54917,                0.32815,                0.84456,                0.93516,                0.90575,                0.96803,                0.90258,                0.42743,                0.35735,                0.80289,              0.0012544,              0.0012544,              0.0012544
                    128,                0.53782,                 0.3276,                0.83846,                0.94204,                0.90169,                0.96748,                0.90526,                0.42223,                0.31737,                0.80088,              0.0012511,              0.0012511,              0.0012511
                    129,                0.56575,                0.32962,                0.84315,                0.92994,                0.90366,                0.96615,                0.89162,                0.46612,                0.34157,                0.80811,              0.0012478,              0.0012478,              0.0012478
                    130,                0.56175,                0.32468,                0.84563,                0.94443,                0.90353,                0.96746,                0.90734,                0.39266,                0.32021,                0.79706,              0.0012445,              0.0012445,              0.0012445
                    131,                0.56374,                0.32859,                 0.8453,                0.93746,                0.90327,                0.96839,                0.90391,                 0.4149,                  0.324,                0.80178,              0.0012412,              0.0012412,              0.0012412
                    132,                0.55282,                0.31704,                0.84103,                 0.9429,                0.90009,                0.96728,                0.89762,                0.43635,                 0.3327,                0.80426,              0.0012379,              0.0012379,              0.0012379
                    133,                0.53242,                0.31671,                0.83698,                0.92255,                0.90497,                0.96615,                0.89812,                0.43297,                0.32906,                0.80151,              0.0012346,              0.0012346,              0.0012346
                    134,                0.54602,                 0.3625,                0.84397,                0.93742,                0.89383,                0.96603,                0.89118,                0.46527,                0.33061,                0.80993,              0.0012313,              0.0012313,              0.0012313
                    135,                0.54855,                0.32945,                 0.8422,                0.94459,                0.88681,                0.96144,                 0.8828,                0.48266,                0.35508,                0.81211,               0.001228,               0.001228,               0.001228
                    136,                0.56912,                0.35804,                0.85636,                0.93947,                0.88901,                0.95398,                0.88525,                 0.4443,                0.38995,                0.80563,              0.0012247,              0.0012247,              0.0012247
                    137,                0.57739,                0.33153,                0.84979,                0.93679,                0.89866,                0.96777,                  0.908,                0.41263,                   0.33,                0.80034,              0.0012214,              0.0012214,              0.0012214
                    138,                0.55178,                0.33577,                 0.8429,                0.92908,                0.89516,                 0.9642,                0.89668,                 0.4299,                0.32876,                0.80425,              0.0012181,              0.0012181,              0.0012181
                    139,                0.58489,                0.33158,                0.85784,                0.93596,                0.90399,                 0.9689,                0.88683,                0.49661,                0.34586,                0.81203,              0.0012148,              0.0012148,              0.0012148
                    140,                0.55922,                0.33513,                0.84221,                0.93263,                0.89747,                 0.9659,                0.89995,                 0.4248,                0.33709,                0.80522,              0.0012115,              0.0012115,              0.0012115
                    141,                0.54319,                0.32282,                0.84252,                0.92278,                 0.9111,                0.96689,                0.90095,                0.42368,                0.33515,                 0.8039,              0.0012082,              0.0012082,              0.0012082
                    142,                0.54295,                0.32367,                0.83798,                  0.938,                0.90439,                0.96833,                0.89483,                 0.4727,                0.33573,                0.81077,              0.0012049,              0.0012049,              0.0012049
                    143,                0.52866,                0.34293,                0.84067,                0.91952,                0.91177,                0.96799,                0.89399,                0.46619,                 0.3346,                0.81013,              0.0012016,              0.0012016,              0.0012016
                    144,                0.55146,                0.32833,                0.83875,                0.92653,                0.89737,                0.96497,                0.88335,                0.50258,                0.34335,                0.81691,              0.0011983,              0.0011983,              0.0011983
                    145,                0.53661,                 0.3258,                0.83615,                0.91529,                0.90796,                0.96437,                0.89352,                0.45589,                0.33933,                0.80964,               0.001195,               0.001195,               0.001195
                    146,                0.52514,                 0.3197,                 0.8343,                0.93646,                0.90195,                0.96671,                0.90091,                0.42853,                0.32793,                0.80445,              0.0011917,              0.0011917,              0.0011917
                    147,                0.54203,                0.32977,                0.83868,                0.92464,                0.90667,                0.96849,                0.90823,                0.42272,                0.32603,                0.80433,              0.0011884,              0.0011884,              0.0011884
                    148,                0.52357,                0.33163,                0.83258,                0.93239,                0.89066,                0.96109,                0.89449,                0.43638,                0.34725,                0.80764,              0.0011851,              0.0011851,              0.0011851
                    149,                0.53417,                0.32576,                0.83905,                0.93898,                0.90027,                0.96219,                0.88675,                0.48606,                0.34383,                0.81095,              0.0011818,              0.0011818,              0.0011818
                    150,                0.55087,                0.32454,                0.83879,                 0.9263,                0.91088,                0.96814,                0.91087,                0.41283,                0.32599,                0.80222,              0.0011785,              0.0011785,              0.0011785
                    151,                0.55111,                0.32651,                 0.8379,                0.93688,                0.89575,                0.96182,                0.87802,                0.49897,                 0.3454,                0.81516,              0.0011752,              0.0011752,              0.0011752
                    152,                0.55635,                0.32081,                0.84697,                0.94194,                0.85598,                0.96041,                0.89836,                  0.424,                0.35144,                0.80537,              0.0011719,              0.0011719,              0.0011719
                    153,                0.54374,                0.32883,                0.84217,                0.94596,                0.86644,                0.95891,                 0.8854,                0.46655,                0.36553,                0.80949,              0.0011686,              0.0011686,              0.0011686
                    154,                0.54381,                0.32591,                0.83912,                0.93356,                0.90218,                0.96754,                0.90049,                0.43179,                0.33452,                0.80179,              0.0011653,              0.0011653,              0.0011653
                    155,                0.55103,                0.33699,                0.83872,                0.93413,                0.90636,                0.96455,                0.90182,                0.41745,                0.32928,                0.80332,               0.001162,               0.001162,               0.001162
                    156,                0.55932,                0.32762,                0.84382,                0.93946,                0.89496,                0.96725,                 0.9016,                0.42021,                0.33587,                0.80226,              0.0011587,              0.0011587,              0.0011587
                    157,                0.52303,                0.31536,                0.83556,                0.93682,                0.89813,                0.95968,                0.89542,                0.41869,                0.35469,                0.80361,              0.0011554,              0.0011554,              0.0011554
                    158,                0.54288,                 0.3218,                0.83888,                0.94333,                0.89251,                0.96619,                0.90002,                0.41985,                0.33216,                0.80363,              0.0011521,              0.0011521,              0.0011521
                    159,                0.53932,                0.32266,                 0.8402,                0.93571,                0.90118,                0.96795,                0.90233,                0.43049,                0.33238,                  0.804,              0.0011488,              0.0011488,              0.0011488
                    160,                0.53955,                0.31635,                0.83908,                0.92669,                0.90215,                 0.9674,                0.89573,                0.45935,                0.34816,                0.80729,              0.0011455,              0.0011455,              0.0011455
