                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.41712,                0.31673,                0.84428,                 0.9421,                0.88385,                0.95763,                0.91049,                0.36804,                0.37029,                0.81578,              0.0011521,              0.0011521,              0.0011521
                    159,                 0.3886,                 0.2981,                 0.8399,                0.93074,                0.89681,                0.96174,                0.91717,                0.34264,                0.34947,                0.81511,              0.0011488,              0.0011488,              0.0011488
                    160,                 0.3919,                0.29769,                0.84129,                 0.9258,                 0.9054,                0.96415,                0.91687,                0.35675,                0.35073,                0.81714,              0.0011455,              0.0011455,              0.0011455
                    161,                0.39775,                0.30257,                0.84089,                 0.9466,                0.89739,                0.95948,                0.91041,                0.36654,                0.34412,                0.82138,              0.0011422,              0.0011422,              0.0011422
                    162,                0.39269,                0.30247,                0.83728,                0.92903,                0.90481,                0.96351,                0.91097,                0.36991,                 0.3457,                0.82422,              0.0011389,              0.0011389,              0.0011389
                    163,                0.38719,                0.29999,                0.83936,                  0.934,                0.90113,                  0.957,                 0.9077,                0.37048,                 0.3467,                0.82276,              0.0011356,              0.0011356,              0.0011356
                    164,                0.38917,                0.29419,                0.83995,                0.94068,                0.89544,                0.95953,                0.90656,                0.37494,                 0.3742,                0.82229,              0.0011323,              0.0011323,              0.0011323
                    165,                0.38437,                0.28851,                0.83992,                0.94117,                0.89424,                0.96367,                0.91461,                0.37209,                0.36948,                0.82169,               0.001129,               0.001129,               0.001129
                    166,                0.38499,                0.29077,                0.84144,                  0.927,                0.89747,                  0.961,                0.91816,                 0.3549,                0.37979,                0.81868,              0.0011257,              0.0011257,              0.0011257
                    167,                0.40344,                0.30176,                0.84671,                  0.932,                0.89998,                0.95789,                0.90567,                0.37735,                0.36254,                0.82377,              0.0011224,              0.0011224,              0.0011224
                    168,                0.38482,                0.29687,                0.84222,                0.93463,                0.89376,                0.96439,                 0.9128,                0.36868,                0.35873,                0.82023,              0.0011191,              0.0011191,              0.0011191
                    169,                0.38934,                0.29555,                0.83989,                0.91286,                0.91648,                 0.9636,                0.91061,                0.38434,                0.36488,                0.83299,              0.0011158,              0.0011158,              0.0011158
                    170,                0.39642,                0.29578,                0.84269,                0.90902,                0.91184,                0.96229,                0.90505,                0.40466,                0.36409,                0.83468,              0.0011125,              0.0011125,              0.0011125
                    171,                0.39848,                0.29766,                0.84478,                0.91353,                0.91649,                0.96133,                0.91034,                0.37273,                0.36765,                0.82666,              0.0011092,              0.0011092,              0.0011092
                    172,                0.39798,                0.30232,                0.84114,                0.93992,                 0.8896,                0.96052,                0.90962,                0.37149,                0.37179,                0.82786,              0.0011059,              0.0011059,              0.0011059
                    173,                0.39895,                0.29771,                0.84128,                 0.9172,                0.90942,                0.96614,                0.92195,                0.35211,                0.37595,                0.81705,              0.0011026,              0.0011026,              0.0011026
                    174,                0.40144,                0.29778,                0.84045,                 0.9442,                0.88011,                 0.9599,                0.91903,                0.33978,                0.35601,                0.81402,              0.0010993,              0.0010993,              0.0010993
                    175,                0.40386,                0.30388,                0.84434,                0.94058,                0.88906,                0.95675,                0.90743,                 0.3625,                0.35003,                0.82267,               0.001096,               0.001096,               0.001096
                    176,                0.38481,                0.29039,                0.83755,                0.92864,                0.90332,                0.96526,                0.91475,                0.36821,                0.34875,                0.81747,              0.0010927,              0.0010927,              0.0010927
                    177,                0.39009,                0.29173,                0.83899,                0.93642,                0.89005,                0.96109,                0.91293,                0.36234,                 0.3618,                  0.824,              0.0010894,              0.0010894,              0.0010894
