                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.72753,                 1.0161,                0.66278,                0.86358,                0.87605,                0.68834,                0.86261,                0.71002,                0.87569,                0.68793,                0.86106,                0.65562,                0.77494,                0.97428,                 1.5957,                 0.8441,             0.00088236,             0.00088236,             0.00088236
                     12,                0.68062,                0.95635,                0.63618,                0.85226,                0.96118,                0.70427,                0.91448,                0.76483,                0.96072,                0.70404,                 0.9126,                0.71222,                0.75961,                0.91199,                 1.6343,                0.83665,             0.00096211,             0.00096211,             0.00096211
                     13,                0.70254,                0.96268,                0.62706,                0.85637,                0.90657,                0.45766,                0.83326,                0.69956,                0.90657,                0.45766,                 0.8326,                 0.6537,                0.79223,                0.93833,                 1.9403,                0.84033,              0.0010415,              0.0010415,              0.0010415
                     14,                0.70324,                0.96014,                0.60407,                0.86059,                0.96446,                0.46531,                0.87705,                0.75975,                0.96446,                0.46531,                0.87722,                0.72128,                0.69926,                0.85984,                 1.8338,                0.82815,              0.0011206,              0.0011206,              0.0011206
                     15,                0.70906,                0.96382,                0.59794,                0.85713,                0.98603,                0.56034,                0.90634,                0.75818,                0.98603,                0.56034,                0.90647,                0.75983,                0.76586,                0.80989,                  1.783,                0.82867,              0.0011994,              0.0011994,              0.0011994
                     16,                0.69664,                0.97286,                0.57741,                0.85858,                0.97533,                0.64344,                0.89996,                0.75904,                 0.9762,                0.64385,                0.90063,                0.76416,                0.73107,                0.79445,                 1.6805,                0.82588,              0.0012778,              0.0012778,              0.0012778
                     17,                0.69812,                0.95992,                0.57164,                0.85619,                0.96623,                0.67439,                0.89891,                0.75642,                0.96531,                0.67399,                0.89558,                0.74345,                0.75054,                0.86374,                 1.5772,                0.82816,              0.0013559,              0.0013559,              0.0013559
                     18,                0.69437,                0.95282,                0.57111,                0.85804,                0.95923,                0.73082,                0.92151,                0.78498,                0.96064,                0.73163,                0.92075,                0.76728,                0.72073,                 0.8077,                 1.4475,                0.83205,              0.0014337,              0.0014337,              0.0014337
                     19,                0.67403,                0.91717,                0.55429,                0.85226,                0.92809,                0.76985,                0.90762,                0.76733,                0.92697,                0.76903,                0.90793,                0.77584,                0.74913,                0.79494,                 1.4791,                0.83329,              0.0015111,              0.0015111,              0.0015111
                     20,                0.68902,                0.91141,                0.56564,                0.85443,                0.97406,                0.73749,                0.92445,                0.79292,                0.97355,                0.73701,                0.92466,                0.78074,                0.73596,                0.78272,                 1.3675,                0.83117,              0.0015882,              0.0015882,              0.0015882
                     21,                0.68033,                0.93712,                0.55245,                0.85489,                0.96723,                0.79453,                0.91463,                0.76145,                0.96778,                0.79494,                0.91592,                0.75794,                 0.7431,                0.81862,                 1.2894,                0.83177,               0.001601,               0.001601,               0.001601
                     22,                 0.6921,                0.95577,                0.55504,                0.85639,                0.96146,                0.78362,                0.92316,                0.76529,                0.96146,                0.78362,                0.92297,                0.74732,                0.77352,                0.94248,                   1.27,                0.83923,               0.001601,               0.001601,               0.001601
                     23,                0.67769,                0.95829,                0.55734,                0.85382,                0.95479,                0.80137,                0.92542,                0.78762,                0.95579,                0.80218,                0.92581,                0.75099,                0.72197,                0.89523,                 1.1321,                0.83424,              0.0015977,              0.0015977,              0.0015977
                     24,                0.67411,                0.94208,                  0.553,                0.85382,                0.95249,                 0.8381,                0.93148,                 0.8083,                0.95096,                0.83688,                0.92912,                0.76219,                 0.6226,                0.85159,                  1.004,                0.82749,              0.0015944,              0.0015944,              0.0015944
                     25,                0.69475,                0.93749,                 0.5611,                0.85799,                 0.9533,                0.83953,                0.94189,                0.80827,                 0.9533,                0.83953,                0.94135,                0.79016,                0.71181,                0.84602,                0.97753,                 0.8351,              0.0015911,              0.0015911,              0.0015911
                     26,                0.72122,                0.94552,                0.58308,                 0.8597,                0.79453,                0.74237,                0.79646,                0.67239,                0.79341,                0.74291,                0.79615,                 0.6709,                 0.6652,                0.75073,                 1.2146,                0.82472,              0.0015878,              0.0015878,              0.0015878
                     27,                 0.6661,                0.90038,                0.52776,                  0.849,                0.90751,                 0.8677,                0.93921,                0.80408,                0.90795,                 0.8681,                0.93908,                0.78004,                0.65054,                0.75685,                0.73453,                0.82312,              0.0015845,              0.0015845,              0.0015845
                     28,                0.68112,                0.89987,                0.52172,                0.85202,                0.89839,                0.86886,                0.94505,                 0.8175,                0.89844,                0.87106,                0.94511,                0.77719,                0.61999,                0.77662,                0.69764,                0.82276,              0.0015812,              0.0015812,              0.0015812
                     29,                0.67125,                0.88637,                0.51197,                0.85212,                0.91529,                0.88198,                0.95002,                0.83149,                 0.9149,                0.88164,                0.94919,                0.78283,                0.61278,                0.74747,                0.66089,                0.82218,              0.0015779,              0.0015779,              0.0015779
                     30,                0.66216,                0.86919,                0.50828,                0.84926,                 0.9128,                0.85771,                0.94516,                0.81384,                0.91372,                0.85853,                0.94469,                0.76833,                0.66231,                0.79025,                0.63927,                0.83463,              0.0015746,              0.0015746,              0.0015746
                     31,                0.70309,                0.90807,                0.52296,                 0.8565,                0.92132,                0.86696,                0.94809,                0.83017,                0.92412,                0.86551,                 0.9465,                 0.7803,                0.63678,                0.73896,                0.80079,                0.82544,              0.0015713,              0.0015713,              0.0015713
                     32,                0.66922,                0.86883,                0.50808,                0.84972,                0.92574,                0.86444,                0.94603,                 0.8223,                0.91783,                0.86607,                0.94612,                0.77643,                0.62095,                0.73186,                0.66307,                0.82332,               0.001568,               0.001568,               0.001568
                     33,                0.65996,                0.87462,                0.49917,                0.85019,                0.91039,                 0.8909,                0.94827,                0.82397,                0.91495,                0.88856,                0.94786,                0.79956,                0.62793,                0.73318,                0.61978,                0.82608,              0.0015647,              0.0015647,              0.0015647
                     34,                0.66134,                0.88216,                0.49824,                0.84984,                0.92203,                0.88918,                0.95295,                0.84654,                0.92067,                0.88796,                0.95169,                0.78502,                0.57145,                0.71629,                0.56436,                0.81797,              0.0015614,              0.0015614,              0.0015614
                     35,                0.64481,                0.86261,                0.49234,                0.84557,                0.90268,                0.88421,                0.94787,                0.84314,                0.90268,                0.88421,                 0.9474,                0.79906,                0.58251,                0.74402,                0.62859,                0.82108,              0.0015581,              0.0015581,              0.0015581
                     36,                0.65102,                0.88405,                0.49038,                0.84618,                 0.9053,                0.86485,                0.93665,                 0.8199,                0.90661,                0.85803,                0.93494,                0.78632,                0.63692,                0.73765,                0.62732,                0.82606,              0.0015548,              0.0015548,              0.0015548
                     37,                0.64698,                0.85737,                0.48895,                0.84389,                0.92027,                0.85211,                0.94131,                0.81413,                 0.9189,                0.85089,                0.93901,                0.75306,                0.66268,                0.77726,                0.60673,                0.83027,              0.0015515,              0.0015515,              0.0015515
                     38,                0.65641,                0.87951,                0.48777,                0.84694,                0.91664,                0.88712,                0.95138,                0.82277,                 0.9178,                0.88871,                0.95019,                0.76606,                0.63156,                0.74532,                0.61029,                0.82567,              0.0015482,              0.0015482,              0.0015482
                     39,                0.65465,                0.89074,                0.48785,                0.84763,                0.92974,                0.88706,                0.95598,                0.83575,                0.92931,                0.88665,                  0.954,                0.77477,                0.63737,                0.72838,                0.64804,                0.82557,              0.0015449,              0.0015449,              0.0015449
                     40,                 0.6468,                0.84816,                0.48399,                0.84469,                 0.9269,                0.88547,                0.95592,                0.82409,                0.92677,                0.88562,                0.95353,                0.76541,                0.65843,                0.75174,                0.54681,                0.83416,              0.0015416,              0.0015416,              0.0015416
                     41,                0.65723,                0.87193,                0.47963,                0.84633,                0.92157,                0.85758,                 0.9416,                0.80491,                0.92141,                0.85763,                 0.9372,                  0.736,                0.71268,                0.85426,                 0.5677,                 0.8383,              0.0015383,              0.0015383,              0.0015383
                     42,                0.66658,                0.89229,                 0.4835,                0.84842,                 0.8997,                  0.886,                0.94011,                0.82273,                0.89926,                 0.8856,                0.93788,                0.75135,                0.57829,                0.74494,                0.56446,                0.81974,               0.001535,               0.001535,               0.001535
                     43,                 0.6622,                0.88487,                0.48717,                0.84543,                0.92656,                 0.8888,                0.95489,                0.83795,                0.92571,                0.88799,                0.95321,                 0.7635,                0.60588,                0.76778,                0.51441,                0.82601,              0.0015317,              0.0015317,              0.0015317
                     44,                0.65468,                0.85993,                0.48258,                0.84811,                0.92061,                0.87736,                0.95269,                0.84353,                0.91935,                0.88381,                0.95158,                0.77371,                 0.5913,                0.73403,                0.52464,                0.82248,              0.0015284,              0.0015284,              0.0015284
                     45,                0.64938,                0.86969,                0.47786,                0.84682,                0.90762,                0.90497,                 0.9549,                0.83919,                0.90801,                0.90538,                0.95461,                0.77548,                0.56954,                 0.6988,                 0.5115,                0.82455,              0.0015251,              0.0015251,              0.0015251
                     46,                0.63948,                 0.8408,                0.46671,                0.84418,                 0.9201,                0.90056,                0.95941,                0.84773,                0.92174,                0.90093,                0.95802,                0.78236,                0.59935,                0.71042,                0.50504,                0.82494,              0.0015218,              0.0015218,              0.0015218
                     47,                0.63245,                0.83909,                0.46216,                0.84267,                0.91528,                0.89287,                0.95771,                0.83685,                0.92945,                0.88237,                0.95772,                0.79001,                0.62684,                0.72465,                0.51364,                0.82523,              0.0015185,              0.0015185,              0.0015185
                     48,                0.63857,                0.84855,                0.47586,                0.84303,                0.92288,                0.88713,                0.95501,                0.85035,                0.92366,                0.88712,                0.95459,                0.79779,                 0.5898,                0.76603,                0.50009,                0.81906,              0.0015152,              0.0015152,              0.0015152
                     49,                0.62239,                0.81773,                0.47176,                0.84215,                0.90962,                0.89754,                 0.9533,                0.83796,                0.91057,                0.89802,                0.95285,                0.79639,                0.60465,                0.72412,                 0.4938,                0.81804,              0.0015119,              0.0015119,              0.0015119
                     50,                0.63199,                0.83842,                0.46232,                0.84548,                0.92634,                0.88242,                0.95823,                0.84539,                0.92589,                0.88201,                0.95772,                0.79401,                0.61626,                0.74203,                0.48106,                0.82875,              0.0015086,              0.0015086,              0.0015086
                     51,                0.63216,                0.83932,                 0.4636,                0.84675,                0.93151,                0.88434,                0.95809,                0.85153,                0.93195,                0.88289,                0.95723,                0.78786,                0.56787,                0.71367,                0.47086,                0.81713,              0.0015053,              0.0015053,              0.0015053
                     52,                0.64246,                0.84662,                0.47944,                0.84554,                0.91735,                0.86964,                0.94676,                 0.8403,                0.91735,                0.86964,                0.94649,                0.78173,                0.58353,                0.73576,                0.50594,                0.82155,               0.001502,               0.001502,               0.001502
                     53,                0.63156,                0.84951,                0.47391,                0.84375,                0.93599,                0.86638,                 0.9505,                0.84455,                 0.9371,                0.86742,                0.95005,                0.80464,                0.57999,                 0.6985,                0.48588,                0.81891,              0.0014987,              0.0014987,              0.0014987
                     54,                 0.6485,                0.85204,                0.47069,                0.84321,                0.93264,                0.88316,                0.95719,                0.84945,                0.93135,                0.88194,                0.95481,                0.82434,                0.57541,                0.70349,                0.47539,                0.81907,              0.0014954,              0.0014954,              0.0014954
                     55,                0.66579,                0.87382,                0.46874,                 0.8473,                0.93978,                0.88668,                0.95681,                0.85746,                0.93952,                0.88601,                 0.9557,                 0.8075,                0.55335,                0.69774,                0.46055,                0.81701,              0.0014921,              0.0014921,              0.0014921
                     56,                0.64694,                0.83526,                0.46301,                0.84622,                0.92207,                0.88919,                0.95455,                0.84691,                0.91899,                0.89597,                 0.9551,                 0.8062,                0.58382,                0.69599,                0.47578,                0.82246,              0.0014888,              0.0014888,              0.0014888
                     57,                0.63535,                0.81332,                0.45189,                 0.8435,                0.93117,                0.85583,                0.95175,                0.83978,                 0.9329,                0.85502,                0.95029,                0.80974,                0.60341,                0.69957,                0.49324,                0.82415,              0.0014855,              0.0014855,              0.0014855
                     58,                0.63669,                0.83841,                0.45453,                0.84359,                0.93008,                0.89391,                0.96059,                0.83259,                0.93195,                0.89012,                0.95911,                0.79038,                0.65951,                0.75279,                0.47164,                0.83096,              0.0014822,              0.0014822,              0.0014822
                     59,                0.67984,                0.87444,                0.47004,                0.84938,                0.92142,                0.90584,                0.95702,                0.83935,                0.92047,                0.90323,                0.95507,                0.78327,                0.61239,                0.69805,                0.48508,                0.82458,              0.0014789,              0.0014789,              0.0014789
                     60,                0.64872,                0.83297,                0.46463,                0.84539,                0.88862,                0.90123,                0.95597,                0.84202,                0.88681,                 0.8996,                 0.9545,                0.79613,                0.61351,                0.68386,                0.50344,                0.82494,              0.0014756,              0.0014756,              0.0014756
                     61,                0.62702,                0.82142,                0.45079,                0.84087,                0.85804,                0.81074,                0.89074,                0.80017,                 0.8571,                 0.8101,                0.89045,                0.75274,                0.54851,                0.67652,                0.62222,                0.81122,              0.0014723,              0.0014723,              0.0014723
                     62,                0.61182,                0.80582,                0.44802,                0.83959,                0.92641,                0.88426,                0.95808,                0.85489,                0.92703,                 0.8849,                0.95689,                0.78541,                0.54697,                0.68135,                0.45128,                0.81305,               0.001469,               0.001469,               0.001469
                     63,                0.62091,                0.82338,                0.44906,                  0.839,                0.92907,                0.86165,                0.95114,                0.86023,                0.92141,                0.86637,                0.95035,                0.80359,                0.53513,                0.67996,                0.48448,                0.81399,              0.0014657,              0.0014657,              0.0014657
                     64,                0.62193,                0.81294,                0.45071,                0.84189,                0.89985,                0.83031,                0.94456,                0.85028,                0.89946,                0.82899,                0.94346,                0.81064,                0.54105,                0.67078,                 0.5282,                0.81243,              0.0014624,              0.0014624,              0.0014624
                     65,                 0.6479,                  0.845,                0.45005,                0.84634,                0.94551,                0.84565,                 0.9517,                0.85791,                0.94551,                0.84565,                0.95119,                0.80835,                0.54547,                 0.6782,                0.48213,                0.81333,              0.0014591,              0.0014591,              0.0014591
                     66,                0.63695,                0.82557,                0.44942,                0.84221,                0.93829,                0.85742,                0.95535,                0.86459,                0.93822,                0.85719,                0.95342,                0.81796,                0.52637,                0.65446,                0.46234,                0.81128,              0.0014558,              0.0014558,              0.0014558
                     67,                0.66017,                 0.8573,                0.46247,                0.84886,                0.93136,                0.83307,                0.94756,                  0.851,                0.93187,                0.83348,                 0.9472,                  0.782,                0.54053,                0.69497,                 0.4844,                0.81939,              0.0014525,              0.0014525,              0.0014525
                     68,                0.65704,                0.84624,                 0.4527,                0.84515,                0.93042,                0.90045,                0.95802,                0.83234,                0.93171,                0.89825,                 0.9563,                0.76652,                0.64476,                0.72009,                0.47717,                0.82993,              0.0014492,              0.0014492,              0.0014492
                     69,                0.64993,                0.82219,                0.44384,                 0.8437,                 0.9354,                0.89927,                0.96188,                0.84837,                 0.9354,                0.89927,                0.96095,                0.77987,                0.59014,                0.69843,                0.45777,                0.82004,              0.0014459,              0.0014459,              0.0014459
                     70,                0.65429,                0.82332,                0.44691,                0.84701,                0.92841,                0.86535,                0.95199,                0.83651,                0.92795,                0.86494,                0.94905,                0.78318,                0.61578,                0.70407,                0.51034,                 0.8209,              0.0014426,              0.0014426,              0.0014426
                     71,                0.64121,                0.82375,                0.44225,                0.84502,                0.92658,                0.87912,                0.95929,                0.85548,                0.92658,                0.87912,                  0.958,                0.79899,                0.58318,                0.67149,                0.48302,                 0.8174,              0.0014393,              0.0014393,              0.0014393
                     72,                0.63306,                0.81339,                0.44034,                0.84443,                0.91142,                0.87049,                0.95439,                0.81345,                0.91045,                0.86968,                0.95201,                0.77357,                0.70803,                 0.7091,                0.50325,                0.83717,               0.001436,               0.001436,               0.001436
                     73,                0.65214,                0.82377,                 0.4545,                0.84648,                0.92679,                0.87615,                0.95116,                0.84382,                0.91382,                0.88471,                0.95039,                0.78898,                0.59455,                0.71777,                0.48248,                 0.8235,              0.0014327,              0.0014327,              0.0014327
                     74,                0.63341,                0.82275,                0.44213,                0.84197,                0.91816,                0.89761,                0.95988,                0.85025,                0.92419,                0.88795,                0.95657,                 0.7931,                0.58699,                 0.6774,                0.49667,                0.82134,              0.0014294,              0.0014294,              0.0014294
                     75,                0.62553,                0.79458,                0.43779,                0.84221,                 0.9335,                0.88889,                0.96126,                0.85864,                0.93418,                0.89069,                0.96076,                0.81077,                0.58238,                0.66141,                0.49055,                 0.8173,              0.0014261,              0.0014261,              0.0014261
                     76,                0.63285,                  0.805,                0.43797,                0.84242,                0.93619,                0.88839,                0.96215,                0.86096,                0.93878,                 0.8888,                 0.9619,                 0.7985,                0.57548,                0.71039,                0.44618,                  0.818,              0.0014228,              0.0014228,              0.0014228
                     77,                0.62999,                 0.8189,                0.43501,                0.84019,                0.92697,                0.89529,                0.96031,                0.86378,                0.92813,                0.89503,                0.95875,                0.79359,                0.54947,                0.69811,                0.45458,                0.81667,              0.0014195,              0.0014195,              0.0014195
                     78,                0.62209,                0.80552,                0.44128,                0.83908,                0.93385,                0.90038,                0.96243,                0.86749,                 0.9347,                 0.9012,                0.96146,                0.80189,                0.55844,                0.68362,                  0.449,                0.81694,              0.0014161,              0.0014161,              0.0014161
                     79,                0.63021,                0.82248,                0.43989,                0.84022,                0.93605,                0.88372,                 0.9603,                0.85823,                0.93605,                0.88372,                0.95941,                0.80276,                0.55905,                0.65249,                0.51025,                0.81775,              0.0014128,              0.0014128,              0.0014128
                     80,                0.62265,                0.81327,                0.43002,                0.84064,                0.94389,                0.88403,                0.96296,                0.85464,                0.94389,                0.88403,                 0.9621,                0.81577,                 0.5918,                0.67838,                0.46445,                0.81863,              0.0014095,              0.0014095,              0.0014095
                     81,                0.61646,                0.80176,                0.42693,                0.83733,                0.94241,                0.88769,                0.96311,                0.85607,                0.94196,                0.88729,                  0.961,                 0.8152,                0.59253,                 0.6957,                  0.458,                0.82052,              0.0014062,              0.0014062,              0.0014062
                     82,                0.60724,                0.79038,                0.42073,                0.83692,                0.94169,                0.88493,                0.96139,                0.87324,                0.94217,                0.88534,                0.96047,                0.81827,                0.53045,                0.66138,                0.43678,                0.81186,              0.0014029,              0.0014029,              0.0014029
                     83,                0.63961,                0.83924,                 0.4329,                0.84065,                0.93173,                0.89297,                0.95955,                0.87381,                0.93173,                0.89297,                0.95912,                0.81664,                0.52796,                 0.6565,                0.42848,                0.81127,              0.0013996,              0.0013996,              0.0013996
                     84,                0.62108,                0.82576,                0.42359,                0.84057,                0.94282,                0.89389,                0.96012,                0.86991,                0.94144,                0.89267,                0.95785,                0.79923,                0.53091,                0.69856,                0.43781,                0.81218,              0.0013963,              0.0013963,              0.0013963
                     85,                0.61914,                0.79863,                0.42578,                0.84046,                0.92155,                0.90017,                0.95959,                0.86335,                0.92247,                 0.9009,                0.95871,                0.79359,                0.53325,                  0.677,                0.42864,                0.81033,               0.001393,               0.001393,               0.001393
                     86,                0.61086,                0.79647,                0.42798,                 0.8381,                0.93427,                0.89503,                0.96032,                0.86551,                0.93326,                0.89685,                 0.9601,                0.80608,                0.54402,                0.67039,                0.43011,                0.81279,              0.0013897,              0.0013897,              0.0013897
                     87,                0.60366,                0.78978,                0.42251,                0.83549,                0.93456,                 0.8815,                0.95964,                0.86521,                0.94152,                0.87602,                0.95846,                0.80511,                0.54791,                0.68093,                0.43706,                0.81353,              0.0013864,              0.0013864,              0.0013864
                     88,                0.61664,                0.80813,                0.42693,                 0.8354,                0.90698,                0.89424,                0.95676,                0.85581,                0.90679,                0.89086,                0.95371,                0.78183,                0.57117,                  0.708,                0.45394,                 0.8193,              0.0013831,              0.0013831,              0.0013831
                     89,                0.60424,                0.78594,                0.42206,                0.83925,                0.92822,                0.88868,                0.95701,                0.85604,                0.92822,                0.88868,                 0.9552,                0.80122,                0.56746,                0.66555,                0.44436,                0.82068,              0.0013798,              0.0013798,              0.0013798
                     90,                0.61465,                0.80036,                0.43075,                0.83785,                0.92687,                0.88632,                 0.9558,                0.84406,                 0.9256,                 0.8851,                0.95329,                0.77636,                0.57387,                0.69726,                0.52996,                0.82146,              0.0013765,              0.0013765,              0.0013765
                     91,                0.62317,                0.81736,                0.43471,                 0.8377,                0.93769,                0.88626,                0.95987,                0.85959,                0.93769,                0.88626,                0.95814,                 0.7947,                0.56582,                0.69529,                 0.4916,                0.81915,              0.0013732,              0.0013732,              0.0013732
                     92,                0.63508,                0.82035,                 0.4315,                 0.8418,                0.92489,                0.89686,                 0.9557,                0.85494,                0.92811,                0.89236,                0.95327,                0.80782,                0.55718,                0.66981,                0.46244,                0.81675,              0.0013699,              0.0013699,              0.0013699
                     93,                0.63579,                0.81749,                0.43369,                0.84024,                0.86678,                0.84833,                0.92719,                 0.8348,                0.86692,                 0.8517,                0.92558,                0.76959,                0.54308,                0.72318,                0.59365,                0.81605,              0.0013666,              0.0013666,              0.0013666
