                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.20966,                0.35976,                0.03892,                0.89564,                0.89742,                0.96297,                0.90409,                0.14917,                0.39083,                 0.0298,              0.0013864,              0.0013864,              0.0013864
                     88,                0.20053,                0.35005,                0.03736,                0.91045,                0.87836,                0.96256,                0.90554,                0.14674,                0.38216,                0.02927,              0.0013831,              0.0013831,              0.0013831
                     89,                0.19798,                 0.3415,                 0.0376,                0.89042,                0.90376,                0.96329,                0.90306,                0.14767,                0.38886,                0.02709,              0.0013798,              0.0013798,              0.0013798
                     90,                0.21348,                0.35332,                0.03882,                0.90351,                0.89795,                0.96325,                0.89449,                0.15618,                0.39516,                0.02775,              0.0013765,              0.0013765,              0.0013765
                     91,                0.19545,                0.34526,                0.03786,                0.88754,                0.90321,                0.96278,                0.90233,                0.14534,                0.41445,                0.02712,              0.0013732,              0.0013732,              0.0013732
                     92,                0.19449,                0.34093,                0.03618,                 0.9018,                 0.9018,                0.96443,                0.89493,                0.15493,                0.43502,                0.02746,              0.0013699,              0.0013699,              0.0013699
                     93,                0.19807,                 0.3427,                0.03584,                0.89153,                0.90115,                0.96427,                0.90193,                0.14759,                0.41104,                0.02712,              0.0013666,              0.0013666,              0.0013666
                     94,                0.18248,                0.33498,                0.03344,                0.88793,                0.89962,                0.96335,                0.90474,                0.13982,                0.39776,                0.02665,              0.0013633,              0.0013633,              0.0013633
                     95,                0.18743,                0.33578,                0.03425,                0.91183,                0.88188,                0.96295,                0.89951,                0.14838,                0.38989,                0.02682,                0.00136,                0.00136,                0.00136
                     96,                0.19408,                0.34157,                0.03509,                0.90038,                0.88645,                0.96243,                0.89006,                0.16007,                0.42615,                0.02789,              0.0013567,              0.0013567,              0.0013567
                     97,                0.19349,                0.33796,                0.03618,                0.89043,                0.88898,                0.96217,                0.89739,                0.14982,                0.40412,                0.02828,              0.0013534,              0.0013534,              0.0013534
                     98,                0.19818,                0.34245,                0.03802,                0.89073,                0.90327,                0.96388,                    0.9,                0.14628,                0.39052,                0.02687,              0.0013501,              0.0013501,              0.0013501
                     99,                0.18668,                0.34202,                0.03421,                0.90356,                0.89157,                0.96315,                0.88636,                0.17462,                0.40871,                0.03134,              0.0013468,              0.0013468,              0.0013468
                    100,                0.19647,                0.35039,                0.03591,                  0.894,                 0.8964,                0.96402,                0.89775,                0.15152,                0.38928,                 0.0304,              0.0013435,              0.0013435,              0.0013435
                    101,                0.19723,                0.34297,                0.03746,                  0.896,                 0.8967,                0.96463,                0.90162,                0.14547,                0.39117,                0.02873,              0.0013402,              0.0013402,              0.0013402
                    102,                0.18867,                0.33836,                0.03513,                 0.8987,                0.89195,                 0.9641,                0.90167,                0.14471,                0.38608,                0.02722,              0.0013369,              0.0013369,              0.0013369
                    103,                0.19319,                0.34477,                0.03581,                 0.8921,                 0.8956,                0.96202,                0.89657,                0.14916,                0.39019,                 0.0284,              0.0013336,              0.0013336,              0.0013336
                    104,                0.18529,                0.33749,                0.03488,                0.87569,                0.91092,                0.96361,                0.90343,                0.14101,                0.39368,                0.02597,              0.0013303,              0.0013303,              0.0013303
                    105,                0.19869,                0.34411,                0.03663,                0.89621,                0.88753,                0.96151,                0.87766,                0.17785,                 0.4271,                0.02964,               0.001327,               0.001327,               0.001327
                    106,                0.18678,                0.33689,                0.03537,                0.89558,                0.89602,                0.96166,                0.88243,                0.17109,                0.44349,                0.02889,              0.0013237,              0.0013237,              0.0013237
                    107,                0.20928,                0.34897,                0.03737,                0.90287,                0.88828,                0.96244,                0.89019,                0.15516,                0.42259,                0.03049,              0.0013204,              0.0013204,              0.0013204
                    108,                0.20191,                0.34831,                0.03708,                0.90544,                0.89364,                0.96468,                 0.9099,                0.13502,                0.39359,                0.02625,              0.0013171,              0.0013171,              0.0013171
                    109,                0.19912,                0.34543,                0.03639,                0.89867,                 0.8934,                0.96309,                0.88978,                0.16273,                0.40939,                0.03013,              0.0013138,              0.0013138,              0.0013138
                    110,                0.19375,                0.34387,                0.03541,                0.88848,                0.90014,                0.96305,                0.88169,                0.17535,                0.40564,                0.03022,              0.0013105,              0.0013105,              0.0013105
                    111,                0.19419,                0.33989,                0.03589,                0.90626,                0.89119,                0.96425,                0.90127,                0.14678,                0.43994,                0.02742,              0.0013072,              0.0013072,              0.0013072
                    112,                0.18446,                0.33475,                 0.0328,                0.89524,                0.89963,                0.96402,                0.90838,                0.13473,                0.39292,                0.02468,              0.0013039,              0.0013039,              0.0013039
                    113,                0.18425,                0.35114,                0.03437,                 0.8935,                0.88617,                0.96315,                0.89699,                0.15075,                0.40462,                0.02714,              0.0013006,              0.0013006,              0.0013006
                    114,                0.18838,                0.34032,                0.03429,                0.90965,                0.87959,                0.96232,                0.89499,                0.15518,                0.39124,                0.02879,              0.0012973,              0.0012973,              0.0012973
                    115,                0.18752,                0.34239,                0.03426,                0.90045,                0.89774,                0.96521,                0.90534,                0.14399,                0.41479,                0.02758,               0.001294,               0.001294,               0.001294
                    116,                0.18163,                0.33323,                0.03361,                 0.8973,                 0.9024,                0.96593,                0.91047,                0.13664,                0.39357,                0.02644,              0.0012907,              0.0012907,              0.0012907
                    117,                0.18047,                0.32974,                0.03306,                0.90123,                0.90224,                0.96604,                0.90402,                0.14102,                0.39437,                 0.0262,              0.0012874,              0.0012874,              0.0012874
                    118,                0.18132,                0.32806,                0.03333,                0.89071,                0.90708,                0.96596,                0.90002,                0.14986,                0.39358,                0.02783,              0.0012841,              0.0012841,              0.0012841
                    119,                0.19086,                0.33738,                0.03475,                0.88683,                0.90002,                0.96526,                0.90432,                0.14736,                  0.398,                0.02929,              0.0012808,              0.0012808,              0.0012808
                    120,                0.19129,                0.34036,                0.03496,                0.88812,                0.90607,                0.96426,                0.90769,                0.13987,                0.39562,                0.02777,              0.0012775,              0.0012775,              0.0012775
                    121,                0.19078,                0.33397,                0.03482,                0.89664,                0.89924,                0.96574,                0.90107,                0.14766,                0.39771,                0.02774,              0.0012742,              0.0012742,              0.0012742
                    122,                0.19307,                0.34404,                0.03819,                  0.896,                0.89684,                  0.964,                0.90697,                0.13568,                0.39919,                0.02513,              0.0012709,              0.0012709,              0.0012709
                    123,                0.18863,                 0.4106,                0.03521,                0.89159,                0.86444,                0.95216,                0.88535,                0.14927,                0.42842,                0.03176,              0.0012676,              0.0012676,              0.0012676
                    124,                0.19464,                0.36399,                0.03698,                0.88761,                0.88891,                0.95079,                0.89232,                0.15869,                0.40806,                0.03212,              0.0012643,              0.0012643,              0.0012643
                    125,                0.19426,                0.35829,                 0.0363,                0.89109,                0.89022,                0.96092,                0.90373,                0.14596,                0.38547,                0.02827,               0.001261,               0.001261,               0.001261
                    126,                0.18867,                0.37978,                0.03489,                0.91472,                0.87418,                0.95858,                0.88758,                0.16171,                 0.4037,                0.03103,              0.0012577,              0.0012577,              0.0012577
                    127,                 0.2002,                0.36633,                0.03695,                0.90569,                0.89589,                0.96488,                0.89103,                0.15946,                 0.4323,                0.02879,              0.0012544,              0.0012544,              0.0012544
                    128,                0.19444,                0.34679,                0.03726,                0.90359,                0.89763,                0.96492,                0.89788,                0.14762,                0.38821,                 0.0269,              0.0012511,              0.0012511,              0.0012511
                    129,                0.19458,                0.34178,                0.03713,                0.91206,                0.88634,                0.96366,                0.88795,                0.16177,                0.40303,                0.02914,              0.0012478,              0.0012478,              0.0012478
                    130,                0.18385,                 0.3378,                0.03332,                0.89485,                0.89497,                0.96331,                0.89116,                0.15885,                0.40581,                0.02909,              0.0012445,              0.0012445,              0.0012445
                    131,                0.18985,                 0.3432,                0.03458,                0.88833,                0.89755,                0.96332,                0.89603,                0.15267,                0.40756,                0.02865,              0.0012412,              0.0012412,              0.0012412
                    132,                0.17922,                0.33826,                0.03365,                 0.8977,                0.89262,                0.96455,                0.88978,                0.16105,                0.41391,                0.02973,              0.0012379,              0.0012379,              0.0012379
                    133,                0.18001,                0.33557,                0.03325,                0.90082,                0.89178,                0.96494,                0.89265,                0.15657,                0.39346,                0.02811,              0.0012346,              0.0012346,              0.0012346
                    134,                 0.1809,                0.33421,                0.03317,                0.89794,                0.89533,                0.96401,                0.89599,                0.15213,                 0.4094,                0.02777,              0.0012313,              0.0012313,              0.0012313
                    135,                0.18535,                0.33509,                 0.0351,                0.90231,                0.88997,                0.96226,                0.90117,                 0.1422,                0.39337,                0.02659,               0.001228,               0.001228,               0.001228
                    136,                0.19183,                0.34148,                0.03699,                0.88436,                0.90439,                0.96233,                0.89282,                0.15234,                0.40877,                  0.027,              0.0012247,              0.0012247,              0.0012247
                    137,                0.19812,                0.34492,                0.03668,                0.90614,                0.89318,                0.96474,                0.90354,                0.13999,                0.38123,                0.02554,              0.0012214,              0.0012214,              0.0012214
                    138,                0.20192,                0.34346,                0.03816,                0.89631,                0.89218,                0.96308,                0.88896,                0.15731,                0.42681,                0.02894,              0.0012181,              0.0012181,              0.0012181
                    139,                0.18993,                0.35356,                0.03304,                0.90084,                0.89637,                0.96367,                0.89714,                0.14887,                0.40176,                0.02819,              0.0012148,              0.0012148,              0.0012148
                    140,                0.18946,                0.34057,                0.03526,                0.90643,                0.89505,                0.96429,                0.90847,                0.13431,                0.38262,                0.02553,              0.0012115,              0.0012115,              0.0012115
                    141,                0.18069,                0.33448,                0.03308,                0.89131,                0.89848,                0.96291,                0.90143,                0.14522,                0.39999,                0.02857,              0.0012082,              0.0012082,              0.0012082
                    142,                0.18647,                0.33245,                0.03487,                0.90606,                0.88123,                0.96312,                0.89713,                0.15189,                0.40587,                0.02873,              0.0012049,              0.0012049,              0.0012049
                    143,                0.18589,                0.33768,                0.03326,                0.90806,                0.88167,                0.96271,                 0.8977,                 0.1557,                0.40341,                0.02826,              0.0012016,              0.0012016,              0.0012016
                    144,                0.18418,                0.33918,                0.03305,                0.89809,                0.89531,                0.96559,                0.89978,                0.15544,                0.39224,                0.03045,              0.0011983,              0.0011983,              0.0011983
                    145,                0.19183,                0.34225,                 0.0346,                0.91279,                 0.8882,                0.96461,                0.90629,                0.14335,                0.37914,                0.02815,               0.001195,               0.001195,               0.001195
                    146,                0.19271,                0.34094,                0.03511,                0.90199,                0.89104,                0.96306,                0.89656,                0.15464,                0.41466,                0.02849,              0.0011917,              0.0011917,              0.0011917
                    147,                 0.1821,                0.32765,                0.03214,                0.90625,                 0.8869,                0.96387,                 0.9023,                0.14782,                0.38879,                0.02703,              0.0011884,              0.0011884,              0.0011884
                    148,                0.17446,                0.32438,                0.03166,                0.90577,                0.89149,                0.96398,                0.89745,                0.14932,                0.39077,                0.02735,              0.0011851,              0.0011851,              0.0011851
                    149,                0.17728,                0.32651,                0.03207,                0.90308,                0.89282,                0.96548,                0.90096,                 0.1475,                0.41141,                0.02689,              0.0011818,              0.0011818,              0.0011818
                    150,                0.17912,                 0.3285,                 0.0318,                 0.9064,                0.88598,                0.96278,                0.90169,                0.14455,                 0.4029,                0.02584,              0.0011785,              0.0011785,              0.0011785
                    151,                0.18046,                0.33514,                0.03189,                0.89139,                0.89321,                 0.9625,                 0.8983,                0.15097,                0.41248,                0.02916,              0.0011752,              0.0011752,              0.0011752
                    152,                0.18025,                0.33247,                0.03238,                0.88603,                0.89549,                0.96329,                0.89933,                0.14456,                0.41575,                0.02676,              0.0011719,              0.0011719,              0.0011719
                    153,                0.17448,                0.32535,                0.03196,                0.90464,                 0.9003,                0.96464,                0.90826,                0.13717,                0.39847,                0.02555,              0.0011686,              0.0011686,              0.0011686
                    154,                0.17781,                0.33139,                0.03359,                0.89891,                0.89901,                0.96406,                0.90515,                0.13911,                0.41754,                0.02728,              0.0011653,              0.0011653,              0.0011653
                    155,                0.18099,                0.33487,                0.03166,                0.90274,                0.88968,                0.96406,                0.90318,                0.14498,                0.40064,                 0.0262,               0.001162,               0.001162,               0.001162
                    156,                0.17998,                0.33235,                0.03362,                0.89819,                 0.8996,                0.96435,                0.90849,                0.13884,                0.38852,                0.02573,              0.0011587,              0.0011587,              0.0011587
                    157,                0.17787,                0.32974,                0.03242,                0.89774,                0.90169,                0.96492,                0.90531,                0.14286,                0.39201,                0.02651,              0.0011554,              0.0011554,              0.0011554
                    158,                 0.1877,                0.34354,                0.03231,                0.91175,                0.88947,                 0.9642,                 0.8994,                0.14851,                0.46507,                0.02659,              0.0011521,              0.0011521,              0.0011521
                    159,                0.17822,                0.33508,                0.03384,                0.89159,                0.90225,                  0.964,                0.89733,                0.15018,                0.39976,                0.02769,              0.0011488,              0.0011488,              0.0011488
                    160,                0.17913,                0.34644,                0.03201,                0.89275,                0.89802,                  0.964,                0.89567,                0.15028,                0.38849,                0.02802,              0.0011455,              0.0011455,              0.0011455
