                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.55159,                0.48329,                0.93521,                 0.9297,                0.87557,                 0.9525,                0.87634,                0.53599,                0.51153,                0.90187,              0.0016307,              0.0016307,              0.0016307
                     14,                0.52359,                0.45831,                0.92013,                0.92761,                0.87817,                0.95066,                0.87767,                 0.4826,                0.52213,                0.87719,              0.0016274,              0.0016274,              0.0016274
                     15,                0.54461,                0.46593,                0.92631,                0.44669,                0.84329,                 0.4423,                0.39428,                 0.5253,                 1.5642,                 0.8962,              0.0016241,              0.0016241,              0.0016241
                     16,                0.50343,                0.45045,                0.91132,                 0.7703,                0.86075,                0.91606,                0.86333,                0.45295,                0.57251,                0.88757,              0.0016208,              0.0016208,              0.0016208
                     17,                0.49714,                0.44656,                0.91586,                0.93325,                0.86667,                0.94088,                0.87797,                0.46865,                0.46452,                0.88003,              0.0016175,              0.0016175,              0.0016175
                     18,                0.48225,                0.43326,                 0.9057,                0.92212,                 0.8959,                0.96105,                0.89599,                0.45456,                0.43097,                0.87816,              0.0016142,              0.0016142,              0.0016142
                     19,                0.49941,                 0.4276,                 0.9182,                0.92436,                0.90081,                0.96215,                 0.8861,                0.51611,                0.42584,                 0.8931,              0.0016109,              0.0016109,              0.0016109
                     20,                 0.4959,                0.42834,                0.90667,                 0.9123,                0.88103,                0.96081,                0.90044,                0.41722,                0.43142,                0.87382,              0.0016076,              0.0016076,              0.0016076
                     21,                 0.4847,                0.43642,                0.90542,                0.93215,                 0.8823,                0.96095,                0.89608,                0.44868,                0.42293,                0.87705,              0.0016043,              0.0016043,              0.0016043
                     22,                0.50832,                0.45137,                0.91237,                0.93636,                0.89058,                 0.9533,                0.88702,                0.45569,                0.43982,                0.86759,               0.001601,               0.001601,               0.001601
                     23,                0.47371,                0.42756,                0.90092,                0.93173,                0.89196,                0.95991,                0.89076,                0.47321,                0.42458,                0.87681,              0.0015977,              0.0015977,              0.0015977
                     24,                0.48527,                0.42589,                0.90561,                0.92093,                0.90159,                0.96486,                 0.8934,                0.48977,                0.40411,                0.88472,              0.0015944,              0.0015944,              0.0015944
                     25,                0.49428,                 0.4326,                0.90678,                0.93191,                0.88556,                0.95291,                0.89475,                0.42231,                0.42054,                0.87224,              0.0015911,              0.0015911,              0.0015911
                     26,                0.47465,                0.40884,                0.89838,                0.92794,                 0.8975,                0.96362,                0.89716,                0.46175,                0.42807,                0.86827,              0.0015878,              0.0015878,              0.0015878
                     27,                0.47862,                 0.4072,                  0.897,                0.92804,                0.88834,                0.95207,                0.89699,                0.40294,                0.42462,                0.85721,              0.0015845,              0.0015845,              0.0015845
                     28,                0.46959,                0.40112,                0.89439,                0.94044,                 0.8758,                0.96214,                0.89315,                0.47522,                0.41624,                0.87117,              0.0015812,              0.0015812,              0.0015812
                     29,                0.49182,                0.40728,                0.90314,                0.91907,                0.90372,                0.96622,                0.90123,                0.45626,                0.39652,                0.86368,              0.0015779,              0.0015779,              0.0015779
                     30,                0.47525,                0.39842,                0.89245,                0.92453,                0.89867,                0.96612,                0.88828,                0.49391,                0.38982,                0.87952,              0.0015746,              0.0015746,              0.0015746
                     31,                0.47092,                0.39059,                0.89597,                0.95396,                0.86155,                0.95482,                0.89559,                0.41726,                0.42001,                0.85658,              0.0015713,              0.0015713,              0.0015713
                     32,                0.46396,                0.38384,                0.89411,                0.92814,                0.89676,                0.96582,                0.89958,                0.43958,                0.39211,                0.86226,               0.001568,               0.001568,               0.001568
                     33,                0.47702,                0.39921,                0.89997,                0.93869,                0.86099,                0.95606,                0.89563,                0.42408,                0.40766,                0.85902,              0.0015647,              0.0015647,              0.0015647
                     34,                0.46927,                0.38948,                0.89436,                0.91633,                0.90415,                0.96352,                0.90722,                0.43142,                0.41094,                0.85637,              0.0015614,              0.0015614,              0.0015614
                     35,                0.49982,                 1.2238,                0.90944,                0.41719,                 0.3172,                0.36124,                0.31504,                 0.8232,                  1.898,                 1.2177,              0.0015581,              0.0015581,              0.0015581
                     36,                 0.4932,                0.78404,                0.91224,                0.47822,                0.72975,                0.57904,                0.46504,                0.61155,                 1.4062,                0.97069,              0.0015548,              0.0015548,              0.0015548
                     37,                 0.4689,                0.47965,                0.89972,                0.92207,                0.83443,                0.92771,                0.86485,                0.47279,                0.51009,                0.88474,              0.0015515,              0.0015515,              0.0015515
                     38,                0.49676,                0.51738,                0.90541,                0.94718,                0.84896,                 0.9422,                0.87614,                 0.4755,                0.53626,                0.88003,              0.0015482,              0.0015482,              0.0015482
                     39,                0.46997,                0.43314,                0.89623,                0.85525,                0.81531,                0.94275,                0.86773,                0.48534,                0.56645,                0.88468,              0.0015449,              0.0015449,              0.0015449
                     40,                0.48554,                0.42007,                0.89973,                0.91775,                0.90215,                 0.9627,                0.90369,                0.44222,                0.40437,                 0.8531,              0.0015416,              0.0015416,              0.0015416
                     41,                0.46985,                0.40966,                0.89507,                0.94076,                0.89122,                0.96827,                0.90652,                 0.4382,                0.38725,                0.85646,              0.0015383,              0.0015383,              0.0015383
                     42,                0.48216,                0.40779,                0.89411,                0.92879,                0.87306,                0.96338,                0.89168,                0.48306,                0.42375,                0.87562,               0.001535,               0.001535,               0.001535
                     43,                0.48098,                0.40596,                0.89736,                 0.9337,                0.87645,                0.96307,                0.91103,                 0.3966,                0.40091,                0.85081,              0.0015317,              0.0015317,              0.0015317
                     44,                0.46237,                0.38922,                0.89361,                0.93486,                0.89132,                0.96614,                0.90732,                0.42403,                0.39765,                0.85543,              0.0015284,              0.0015284,              0.0015284
                     45,                0.46547,                 0.3876,                0.88639,                 0.9363,                 0.8933,                0.96761,                0.89978,                0.45371,                0.38963,                0.86466,              0.0015251,              0.0015251,              0.0015251
                     46,                 0.4701,                0.40333,                0.88959,                0.92544,                 0.8917,                0.96662,                0.90197,                0.43643,                0.37863,                0.85302,              0.0015218,              0.0015218,              0.0015218
                     47,                0.46218,                0.38931,                0.88639,                0.93102,                0.88761,                0.96315,                0.90964,                0.40843,                 0.3939,                0.85637,              0.0015185,              0.0015185,              0.0015185
                     48,                0.45635,                0.38505,                0.88671,                0.91146,                0.90957,                0.96626,                0.90374,                0.43899,                0.37525,                0.86331,              0.0015152,              0.0015152,              0.0015152
                     49,                0.44046,                0.37005,                 0.8782,                0.93954,                0.88968,                0.96707,                0.91416,                0.39426,                0.36389,                0.85031,              0.0015119,              0.0015119,              0.0015119
                     50,                0.45146,                0.37855,                0.88073,                0.93579,                0.88663,                0.96264,                0.90964,                 0.3894,                0.38669,                0.84277,              0.0015086,              0.0015086,              0.0015086
                     51,                0.46092,                0.39015,                0.88426,                0.92704,                0.89908,                0.96354,                0.89984,                 0.4242,                0.42476,                0.84581,              0.0015053,              0.0015053,              0.0015053
                     52,                0.44487,                0.38543,                0.87736,                 0.9458,                0.88896,                0.96717,                0.90831,                0.42402,                0.38116,                0.85608,               0.001502,               0.001502,               0.001502
                     53,                 0.4529,                0.38655,                0.88368,                0.95204,                0.87757,                0.96189,                0.89839,                 0.4227,                0.39166,                0.86281,              0.0014987,              0.0014987,              0.0014987
                     54,                0.47775,                 0.4147,                 0.8984,                0.92967,                0.87003,                0.94921,                0.88884,                0.41626,                 0.4225,                0.86285,              0.0014954,              0.0014954,              0.0014954
                     55,                0.48033,                0.39765,                0.89297,                0.95902,                0.86926,                0.95231,                0.90166,                0.39082,                0.41768,                0.85049,              0.0014921,              0.0014921,              0.0014921
                     56,                0.49224,                0.39463,                 0.8963,                0.86929,                 0.6883,                0.73766,                 0.6612,                0.61304,                0.86025,                   1.03,              0.0014888,              0.0014888,              0.0014888
                     57,                0.44444,                0.36964,                 0.8859,                0.92361,                0.89732,                0.95368,                0.90165,                0.40351,                0.44312,                0.85148,              0.0014855,              0.0014855,              0.0014855
                     58,                0.43728,                0.36691,                0.87843,                0.94579,                0.86976,                0.96431,                 0.9128,                0.38834,                0.38013,                0.83892,              0.0014822,              0.0014822,              0.0014822
                     59,                0.44934,                0.37352,                 0.8766,                0.92916,                0.88162,                0.96249,                0.90489,                0.42003,                0.40772,                0.85185,              0.0014789,              0.0014789,              0.0014789
                     60,                0.44672,                0.36879,                0.88233,                0.93707,                0.89529,                0.96561,                0.90642,                0.42494,                0.37004,                0.85768,              0.0014756,              0.0014756,              0.0014756
                     61,                0.43661,                0.36778,                0.88374,                0.91508,                0.84047,                0.90472,                0.85411,                 0.4362,                 0.4951,                0.87036,              0.0014723,              0.0014723,              0.0014723
                     62,                0.43249,                0.37141,                0.87878,                0.93295,                0.90522,                0.96853,                0.90777,                0.42159,                0.36823,                0.84922,               0.001469,               0.001469,               0.001469
                     63,                0.43958,                0.36603,                0.87693,                0.94181,                0.89654,                0.96572,                0.91289,                0.38962,                0.35902,                0.83908,              0.0014657,              0.0014657,              0.0014657
                     64,                 0.4352,                0.36646,                0.87427,                0.94397,                0.88982,                0.96587,                0.91045,                0.41346,                0.36524,                0.84764,              0.0014624,              0.0014624,              0.0014624
                     65,                0.43682,                0.36206,                0.87326,                 0.9648,                0.84615,                0.95346,                 0.8924,                0.42935,                0.40942,                0.85691,              0.0014591,              0.0014591,              0.0014591
                     66,                0.43376,                0.36067,                 0.8723,                0.91788,                0.90527,                0.96795,                0.91168,                0.41228,                0.35921,                0.84893,              0.0014558,              0.0014558,              0.0014558
                     67,                0.44882,                0.37561,                0.88136,                0.92756,                 0.8897,                 0.9611,                0.90822,                0.39243,                0.40225,                0.84945,              0.0014525,              0.0014525,              0.0014525
                     68,                0.44371,                0.36919,                0.88115,                0.92413,                0.90924,                0.96603,                0.91698,                0.40765,                0.37349,                0.85392,              0.0014492,              0.0014492,              0.0014492
                     69,                0.45063,                0.37626,                0.87627,                0.93718,                0.88802,                0.95858,                0.91155,                0.38421,                0.39781,                0.84534,              0.0014459,              0.0014459,              0.0014459
                     70,                0.44335,                0.35691,                0.87743,                0.93211,                0.90408,                0.96739,                0.92143,                0.37347,                0.35641,                0.84299,              0.0014426,              0.0014426,              0.0014426
                     71,                0.43545,                0.36283,                0.87351,                0.95034,                0.87279,                0.95327,                0.90287,                0.39693,                0.39397,                0.84951,              0.0014393,              0.0014393,              0.0014393
                     72,                0.43379,                0.36213,                0.87318,                0.94141,                0.89889,                0.96757,                0.90853,                0.41911,                0.36038,                0.85527,               0.001436,               0.001436,               0.001436
                     73,                 0.4305,                0.36077,                0.87619,                0.92504,                0.91013,                0.96738,                0.91548,                0.40385,                0.36336,                0.84732,              0.0014327,              0.0014327,              0.0014327
                     74,                0.42398,                0.36315,                0.87108,                0.95137,                 0.8753,                0.96119,                0.90893,                0.38766,                0.37453,                0.84221,              0.0014294,              0.0014294,              0.0014294
                     75,                0.45391,                 0.3748,                0.87532,                0.92712,                0.89275,                0.96347,                0.91198,                0.38584,                  0.372,                0.84203,              0.0014261,              0.0014261,              0.0014261
                     76,                0.46673,                0.36416,                0.88771,                0.93608,                 0.8915,                0.96707,                0.91233,                0.42351,                0.39025,                0.85088,              0.0014228,              0.0014228,              0.0014228
                     77,                0.45129,                0.36911,                0.87851,                0.93719,                0.88978,                0.96428,                 0.9101,                0.39537,                0.38127,                0.84473,              0.0014195,              0.0014195,              0.0014195
                     78,                0.42425,                 0.3425,                0.87031,                0.92436,                0.90339,                0.96788,                0.91826,                0.39254,                0.35919,                0.83886,              0.0014161,              0.0014161,              0.0014161
                     79,                0.41835,                0.34856,                0.87055,                0.95069,                0.87746,                0.96231,                0.90573,                0.41015,                0.38747,                0.85037,              0.0014128,              0.0014128,              0.0014128
                     80,                0.42632,                0.35324,                0.87421,                0.93868,                0.89077,                0.96449,                0.91512,                0.36957,                0.35199,                0.84139,              0.0014095,              0.0014095,              0.0014095
                     81,                0.43263,                0.34909,                0.88111,                0.91969,                0.90124,                0.96479,                0.91758,                0.37934,                0.35811,                0.84346,              0.0014062,              0.0014062,              0.0014062
                     82,                0.42791,                0.35196,                0.87501,                 0.9284,                 0.9007,                0.96622,                0.91761,                0.39305,                0.35843,                0.84697,              0.0014029,              0.0014029,              0.0014029
                     83,                0.44207,                0.36008,                0.87587,                 0.9229,                0.90215,                0.96499,                 0.9121,                0.38589,                0.36246,                0.84118,              0.0013996,              0.0013996,              0.0013996
                     84,                0.44471,                0.37381,                0.87517,                0.94145,                0.90057,                0.96612,                0.91187,                0.38809,                0.37262,                0.84406,              0.0013963,              0.0013963,              0.0013963
                     85,                0.42575,                 0.3637,                0.87215,                0.93176,                0.90085,                 0.9614,                0.91174,                0.38042,                0.37753,                0.84168,               0.001393,               0.001393,               0.001393
                     86,                0.43216,                0.35933,                0.87729,                0.92602,                0.90304,                0.96856,                 0.9032,                0.43306,                0.37946,                0.85676,              0.0013897,              0.0013897,              0.0013897
                     87,                0.40739,                0.33898,                0.87192,                0.92995,                0.90206,                0.96462,                0.91548,                0.39148,                0.37454,                0.84232,              0.0013864,              0.0013864,              0.0013864
                     88,                0.42904,                0.35775,                0.87505,                0.93027,                0.90358,                 0.9639,                0.90951,                0.39256,                0.35711,                0.84651,              0.0013831,              0.0013831,              0.0013831
                     89,                0.42082,                0.35199,                0.87405,                0.91687,                0.90991,                0.96702,                0.91712,                0.38003,                0.36818,                0.84367,              0.0013798,              0.0013798,              0.0013798
                     90,                0.42813,                0.34543,                0.87514,                0.92509,                0.91581,                 0.9666,                0.91264,                0.41093,                0.36427,                0.85302,              0.0013765,              0.0013765,              0.0013765
                     91,                0.43786,                0.35654,                0.87622,                0.92082,                0.91506,                0.96521,                0.91588,                0.37942,                0.37991,                0.83991,              0.0013732,              0.0013732,              0.0013732
                     92,                0.42339,                0.34914,                0.87211,                0.93454,                 0.9023,                0.96611,                0.91216,                0.39754,                0.35885,                0.84439,              0.0013699,              0.0013699,              0.0013699
                     93,                0.42266,                0.34924,                0.86843,                0.91914,                0.91094,                0.96757,                0.90966,                0.42598,                0.36788,                0.85041,              0.0013666,              0.0013666,              0.0013666
                     94,                 0.4176,                0.34182,                 0.8676,                0.92036,                0.91676,                0.97008,                0.91831,                0.38182,                0.34712,                0.83837,              0.0013633,              0.0013633,              0.0013633
                     95,                0.42531,                0.34552,                0.87014,                0.93701,                  0.894,                0.96894,                0.91672,                0.39611,                0.35382,                0.84293,                0.00136,                0.00136,                0.00136
                     96,                0.44707,                0.35223,                0.87787,                0.94601,                 0.8936,                0.96676,                0.90549,                0.43503,                0.36383,                 0.8578,              0.0013567,              0.0013567,              0.0013567
                     97,                0.43157,                0.34756,                0.87859,                0.92122,                0.90859,                0.96712,                 0.9129,                0.40791,                0.36756,                0.84937,              0.0013534,              0.0013534,              0.0013534
                     98,                0.42384,                 0.3478,                0.87286,                0.93533,                0.87782,                0.95063,                 0.8951,                0.40754,                0.39423,                0.85939,              0.0013501,              0.0013501,              0.0013501
                     99,                0.40954,                0.34305,                0.86926,                0.94752,                0.85614,                0.94696,                  0.895,                0.39314,                 0.4201,                0.84906,              0.0013468,              0.0013468,              0.0013468
                    100,                0.43105,                0.34834,                0.86463,                0.94646,                0.87383,                0.95721,                0.90427,                0.41025,                0.40184,                0.85325,              0.0013435,              0.0013435,              0.0013435
                    101,                0.43532,                 0.3567,                0.87631,                 0.9394,                0.89203,                0.96156,                0.90989,                0.40169,                0.38076,                0.85026,              0.0013402,              0.0013402,              0.0013402
                    102,                0.43706,                0.35624,                0.87302,                0.94578,                0.88571,                0.96318,                0.91354,                0.40303,                0.39274,                0.84976,              0.0013369,              0.0013369,              0.0013369
                    103,                0.42269,                0.34876,                0.86522,                0.93655,                0.90101,                0.96611,                0.91727,                0.39127,                0.36306,                0.83936,              0.0013336,              0.0013336,              0.0013336
                    104,                0.43137,                0.34376,                0.86387,                0.93889,                0.89548,                0.96103,                0.90955,                0.40054,                0.36754,                0.84069,              0.0013303,              0.0013303,              0.0013303
                    105,                0.42298,                0.33764,                0.86638,                0.93456,                 0.9039,                 0.9598,                0.91293,                0.36749,                0.36648,                0.82805,               0.001327,               0.001327,               0.001327
                    106,                0.42056,                0.34784,                0.86425,                0.92921,                0.90406,                0.96139,                0.91343,                0.37882,                0.36748,                0.84035,              0.0013237,              0.0013237,              0.0013237
                    107,                0.42065,                0.34335,                0.86779,                0.92075,                0.90626,                0.96226,                0.91242,                0.39687,                0.36355,                0.84511,              0.0013204,              0.0013204,              0.0013204
                    108,                0.42362,                0.34334,                0.86669,                0.94883,                0.88704,                0.96493,                0.91969,                0.38777,                0.36175,                0.84246,              0.0013171,              0.0013171,              0.0013171
                    109,                0.41472,                0.33917,                0.86126,                0.93222,                0.89178,                0.96144,                0.91506,                0.37829,                0.37964,                0.83346,              0.0013138,              0.0013138,              0.0013138
                    110,                0.41513,                 0.3443,                  0.863,                0.94263,                0.87261,                0.95871,                0.90836,                0.38531,                0.38221,                0.83568,              0.0013105,              0.0013105,              0.0013105
                    111,                0.41288,                0.33482,                0.86611,                0.93425,                0.88821,                0.95653,                0.90402,                 0.4247,                0.39792,                 0.8488,              0.0013072,              0.0013072,              0.0013072
                    112,                0.42264,                0.33564,                0.86331,                0.94886,                0.86341,                0.94454,                0.88986,                0.43134,                0.43546,                0.84666,              0.0013039,              0.0013039,              0.0013039
                    113,                0.42442,                0.34623,                0.86421,                0.93254,                0.89659,                0.96736,                0.91452,                0.39661,                0.36485,                0.83884,              0.0013006,              0.0013006,              0.0013006
                    114,                 0.4143,                0.33756,                0.86175,                0.94734,                0.89286,                0.96363,                0.91519,                0.37891,                 0.3566,                0.83536,              0.0012973,              0.0012973,              0.0012973
                    115,                 0.4048,                0.33634,                0.85765,                0.92583,                0.90898,                0.96922,                0.92179,                 0.3697,                0.34597,                0.82881,               0.001294,               0.001294,               0.001294
                    116,                0.41936,                0.34664,                0.86271,                0.92523,                0.90621,                  0.966,                0.91458,                0.39181,                0.36158,                0.84296,              0.0012907,              0.0012907,              0.0012907
                    117,                0.42585,                0.34793,                0.87155,                0.92673,                0.90731,                0.96305,                0.90608,                0.40313,                0.38922,                0.84829,              0.0012874,              0.0012874,              0.0012874
                    118,                0.41653,                0.34094,                0.86668,                0.93489,                0.89594,                 0.9662,                0.91278,                0.39625,                0.36465,                0.84745,              0.0012841,              0.0012841,              0.0012841
                    119,                0.40227,                0.33381,                0.86304,                0.93561,                 0.8922,                0.96716,                0.91314,                0.39824,                0.34704,                0.84301,              0.0012808,              0.0012808,              0.0012808
                    120,                0.40774,                0.33143,                 0.8644,                0.93001,                0.90276,                0.96175,                 0.9164,                0.35869,                0.37175,                0.83358,              0.0012775,              0.0012775,              0.0012775
                    121,                0.40601,                0.33186,                0.86155,                0.93734,                  0.901,                 0.9658,                0.91585,                0.37023,                0.35144,                0.83743,              0.0012742,              0.0012742,              0.0012742
                    122,                0.43343,                0.35362,                0.87071,                 0.9222,                0.90411,                0.96129,                0.90179,                0.43023,                0.38498,                0.85697,              0.0012709,              0.0012709,              0.0012709
                    123,                0.42809,                0.34544,                 0.8697,                0.94022,                0.89071,                0.96085,                 0.9047,                0.43337,                0.39154,                 0.8565,              0.0012676,              0.0012676,              0.0012676
                    124,                 0.4232,                0.33896,                0.86525,                 0.9355,                0.89122,                0.96018,                 0.9085,                0.41518,                0.38802,                0.84174,              0.0012643,              0.0012643,              0.0012643
                    125,                0.42851,                0.34058,                0.86126,                0.93862,                0.88023,                0.94793,                0.89615,                0.40591,                0.41744,                0.84072,               0.001261,               0.001261,               0.001261
                    126,                0.42384,                0.33746,                0.86251,                0.92568,                 0.9001,                0.96641,                0.90832,                0.41596,                0.36721,                0.84657,              0.0012577,              0.0012577,              0.0012577
                    127,                0.40978,                0.32514,                0.86438,                0.91887,                0.90623,                0.96597,                0.91484,                0.38321,                0.35027,                0.84035,              0.0012544,              0.0012544,              0.0012544
                    128,                  0.429,                0.33907,                0.86253,                0.92439,                0.90513,                0.96636,                0.91111,                0.41609,                0.36675,                0.84752,              0.0012511,              0.0012511,              0.0012511
                    129,                0.42459,                0.34441,                0.86193,                0.92997,                0.90191,                0.96671,                 0.9093,                0.42004,                0.37015,                0.84925,              0.0012478,              0.0012478,              0.0012478
                    130,                0.40752,                0.32592,                0.85686,                0.92235,                0.90522,                0.96622,                 0.9122,                0.39344,                0.36675,                0.83919,              0.0012445,              0.0012445,              0.0012445
                    131,                0.40892,                0.32961,                0.85731,                0.93886,                0.89123,                0.95787,                0.90892,                0.39744,                0.37724,                0.83509,              0.0012412,              0.0012412,              0.0012412
                    132,                0.40576,                0.33167,                0.85769,                0.93556,                 0.8962,                0.96455,                0.91333,                0.38693,                0.36443,                0.84279,              0.0012379,              0.0012379,              0.0012379
                    133,                0.40994,                0.36513,                0.86467,                0.95027,                0.89669,                0.96271,                0.91398,                0.36574,                0.36334,                0.83487,              0.0012346,              0.0012346,              0.0012346
                    134,                0.41091,                0.34296,                0.86417,                 0.9214,                0.90617,                 0.9674,                0.91516,                0.38849,                0.34967,                0.84138,              0.0012313,              0.0012313,              0.0012313
                    135,                0.42058,                0.34241,                0.86484,                0.92272,                0.89282,                0.96075,                0.90719,                0.39553,                0.37955,                0.84734,               0.001228,               0.001228,               0.001228
                    136,                0.40185,                0.32515,                  0.862,                0.91288,                0.90452,                0.96065,                0.91062,                0.38465,                0.36776,                0.84363,              0.0012247,              0.0012247,              0.0012247
                    137,                0.40306,                0.33073,                0.86359,                0.93156,                0.83373,                0.93416,                0.87934,                0.41668,                0.44241,                0.86031,              0.0012214,              0.0012214,              0.0012214
                    138,                0.41107,                 0.3311,                0.86208,                0.92862,                0.90054,                0.96679,                0.92164,                0.35522,                0.35119,                 0.8368,              0.0012181,              0.0012181,              0.0012181
                    139,                0.41136,                0.33689,                0.86362,                0.91825,                0.89733,                 0.9625,                0.91488,                0.36851,                0.35412,                0.83845,              0.0012148,              0.0012148,              0.0012148
                    140,                0.40354,                0.33487,                0.85876,                0.92989,                0.89657,                0.96499,                0.91833,                0.37107,                0.36115,                0.83991,              0.0012115,              0.0012115,              0.0012115
                    141,                0.39889,                0.32899,                0.86219,                0.93045,                0.89308,                0.96219,                 0.9139,                0.36606,                0.36395,                0.83548,              0.0012082,              0.0012082,              0.0012082
                    142,                0.39913,                0.32758,                0.85799,                0.92707,                0.90568,                0.96425,                0.91779,                0.36419,                0.35232,                0.83896,              0.0012049,              0.0012049,              0.0012049
                    143,                0.40681,                0.32201,                0.86286,                0.93469,                0.89409,                0.96241,                0.91516,                0.36601,                0.36746,                0.83634,              0.0012016,              0.0012016,              0.0012016
                    144,                0.41022,                0.33241,                 0.8628,                0.90898,                 0.9157,                0.96343,                0.91193,                0.40419,                 0.3696,                0.84444,              0.0011983,              0.0011983,              0.0011983
                    145,                0.41052,                0.32825,                0.86532,                0.71443,                0.83897,                0.69875,                0.67238,                0.37336,                0.60717,                0.84572,               0.001195,               0.001195,               0.001195
                    146,                0.40808,                0.32453,                0.86229,                0.84905,                0.84518,                0.89024,                0.85014,                0.37517,                  0.416,                0.84351,              0.0011917,              0.0011917,              0.0011917
                    147,                0.39471,                0.31881,                0.85853,                0.79355,                0.85328,                0.80963,                0.77599,                0.36932,                0.45026,                0.83857,              0.0011884,              0.0011884,              0.0011884
                    148,                0.41368,                0.32669,                0.86021,                0.92875,                0.88804,                0.94885,                0.90404,                0.37169,                0.39473,                0.83722,              0.0011851,              0.0011851,              0.0011851
                    149,                0.40876,                0.32932,                0.86029,                 0.9298,                 0.8902,                0.95662,                0.90269,                0.40418,                0.38771,                0.84762,              0.0011818,              0.0011818,              0.0011818
                    150,                0.41058,                0.32924,                0.86252,                0.92925,                0.90159,                0.96588,                0.91365,                0.39971,                0.36494,                0.84435,              0.0011785,              0.0011785,              0.0011785
                    151,                0.42033,                0.32869,                  0.864,                0.91772,                0.91088,                0.96963,                0.91947,                0.39073,                0.34682,                0.84207,              0.0011752,              0.0011752,              0.0011752
                    152,                0.40412,                0.31896,                0.85776,                0.93185,                0.90194,                0.96747,                0.92155,                0.38002,                0.35095,                0.84745,              0.0011719,              0.0011719,              0.0011719
                    153,                0.40827,                0.32225,                0.86052,                0.93294,                0.90665,                0.96762,                0.91828,                0.39047,                0.34805,                0.84596,              0.0011686,              0.0011686,              0.0011686
                    154,                0.40753,                0.32541,                0.85668,                  0.917,                0.91523,                0.96642,                0.91571,                0.39511,                0.36188,                0.84617,              0.0011653,              0.0011653,              0.0011653
                    155,                0.39901,                0.32535,                0.85375,                 0.9277,                0.90573,                0.96657,                 0.9188,                0.37421,                0.35431,                0.84538,               0.001162,               0.001162,               0.001162
                    156,                0.42737,                0.32479,                0.86513,                0.93403,                0.89933,                0.96366,                0.91536,                0.38614,                0.36947,                0.84431,              0.0011587,              0.0011587,              0.0011587
                    157,                0.40908,                0.33059,                0.85953,                0.93863,                0.89607,                0.96912,                0.92202,                0.38155,                0.34884,                0.83963,              0.0011554,              0.0011554,              0.0011554
                    158,                 0.3986,                0.32172,                0.85385,                  0.943,                0.89028,                0.96075,                0.91661,                0.36585,                 0.3581,                0.83386,              0.0011521,              0.0011521,              0.0011521
                    159,                0.39872,                0.32159,                0.85561,                0.93716,                 0.8944,                0.96762,                0.92368,                0.35224,                0.34583,                0.83861,              0.0011488,              0.0011488,              0.0011488
                    160,                0.40091,                0.32527,                0.85821,                0.92268,                0.90366,                0.96786,                0.91983,                0.38064,                0.36394,                0.84193,              0.0011455,              0.0011455,              0.0011455
