                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.13956,                0.32311,                 0.0264,                0.88414,                 0.8869,                0.95761,                0.91145,                0.13833,                0.37786,                0.03187,              0.0011587,              0.0011587,              0.0011587
                    157,                0.14207,                0.31572,                0.02801,                0.90126,                0.89056,                0.96203,                0.91642,                0.13411,                 0.3795,                0.03111,              0.0011554,              0.0011554,              0.0011554
                    158,                0.13544,                0.30562,                0.02773,                0.88993,                0.88764,                0.96007,                0.91223,                0.13937,                 0.3951,                0.03187,              0.0011521,              0.0011521,              0.0011521
                    159,                0.13433,                0.30373,                0.02673,                0.89772,                0.87858,                0.96098,                0.91587,                0.13212,                0.37489,                0.02999,              0.0011488,              0.0011488,              0.0011488
                    160,                0.13485,                0.30497,                0.02664,                0.91157,                0.87935,                0.96105,                0.91648,                0.13386,                0.37498,                0.02974,              0.0011455,              0.0011455,              0.0011455
                    161,                0.13289,                0.30352,                0.02496,                 0.9024,                0.88896,                0.96316,                0.91201,                 0.1369,                0.37263,                0.03107,              0.0011422,              0.0011422,              0.0011422
                    162,                0.13439,                0.29802,                0.02648,                0.89894,                0.87774,                0.96053,                0.91134,                0.14144,                0.38784,                0.03221,              0.0011389,              0.0011389,              0.0011389
                    163,                0.12928,                0.29947,                0.02512,                0.89051,                0.88845,                0.96053,                0.91267,                0.13401,                0.37764,                0.02876,              0.0011356,              0.0011356,              0.0011356
                    164,                0.14383,                0.31033,                0.02925,                0.88928,                0.89497,                0.96209,                0.90865,                 0.1449,                0.36963,                0.03264,              0.0011323,              0.0011323,              0.0011323
                    165,                0.14151,                0.30738,                0.02905,                0.88674,                0.89526,                0.96055,                0.91017,                0.14737,                0.36535,                0.03338,               0.001129,               0.001129,               0.001129
                    166,                 0.1312,                 0.2956,                 0.0261,                0.90799,                0.88644,                0.96358,                0.91617,                0.13588,                0.37296,                0.03129,              0.0011257,              0.0011257,              0.0011257
                    167,                0.13322,                0.30251,                 0.0252,                0.88505,                0.89592,                0.96228,                0.91088,                 0.1368,                0.37331,                 0.0294,              0.0011224,              0.0011224,              0.0011224
                    168,                0.13551,                0.30956,                0.02621,                0.89659,                  0.889,                0.96158,                0.91065,                0.13276,                0.38512,                0.02947,              0.0011191,              0.0011191,              0.0011191
                    169,                0.13278,                0.30229,                0.02614,                0.89084,                0.88888,                 0.9613,                0.91082,                0.13466,                  0.379,                0.02881,              0.0011158,              0.0011158,              0.0011158
                    170,                0.13034,                0.29779,                0.02462,                0.89833,                0.88529,                0.96327,                0.91571,                0.12612,                0.37839,                0.02703,              0.0011125,              0.0011125,              0.0011125
                    171,                0.12655,                0.29667,                0.02462,                0.89878,                0.88875,                0.96401,                0.91545,                0.13432,                0.38112,                0.03044,              0.0011092,              0.0011092,              0.0011092
                    172,                 0.1274,                0.30053,                0.02432,                0.89677,                0.88659,                0.96205,                0.91017,                0.13317,                0.37737,                 0.0287,              0.0011059,              0.0011059,              0.0011059
                    173,                0.12729,                0.30449,                0.02403,                0.90396,                0.87602,                0.96148,                0.91416,                0.12988,                0.37183,                0.02847,              0.0011026,              0.0011026,              0.0011026
                    174,                0.12839,                0.29513,                0.02491,                0.91523,                0.86755,                0.96254,                0.91173,                0.13248,                0.37735,                0.02866,              0.0010993,              0.0010993,              0.0010993
                    175,                0.12661,                 0.2919,                0.02364,                0.88454,                 0.8972,                0.96207,                 0.9104,                0.13732,                0.39884,                 0.0291,               0.001096,               0.001096,               0.001096
                    176,                0.12783,                0.29361,                0.02494,                 0.9027,                0.87241,                0.96154,                0.91423,                0.12899,                0.39765,                0.02769,              0.0010927,              0.0010927,              0.0010927
                    177,                0.12736,                0.29606,                0.02448,                0.89388,                0.88814,                0.96133,                0.91409,                0.13162,                0.38229,                0.02944,              0.0010894,              0.0010894,              0.0010894
                    178,                0.13335,                0.30774,                0.02585,                0.91456,                0.86839,                0.95846,                0.90891,                0.13753,                0.36624,                0.03052,              0.0010861,              0.0010861,              0.0010861
                    179,                0.13564,                0.30791,                0.02667,                0.89244,                0.88507,                0.96216,                0.91135,                0.13968,                0.40778,                0.03036,              0.0010828,              0.0010828,              0.0010828
                    180,                0.13763,                0.31923,                0.02586,                 0.9013,                0.88416,                0.96071,                0.91084,                0.13213,                0.36992,                0.02815,              0.0010795,              0.0010795,              0.0010795
                    181,                0.13156,                0.30248,                0.02571,                0.87992,                0.90146,                0.96324,                0.91601,                0.12966,                0.39234,                0.02779,              0.0010762,              0.0010762,              0.0010762
                    182,                0.12891,                 0.2988,                 0.0247,                0.88879,                0.88671,                0.96139,                0.90663,                0.13996,                0.38408,                0.03047,              0.0010729,              0.0010729,              0.0010729
                    183,                0.13406,                0.31175,                0.02616,                0.78819,                0.78364,                0.83294,                0.76924,                0.17784,                0.60642,                0.05187,              0.0010696,              0.0010696,              0.0010696
                    184,                0.14577,                0.34283,                0.03106,                0.62108,                0.67448,                0.58009,                0.49142,                0.22925,                0.99079,                0.09508,              0.0010663,              0.0010663,              0.0010663
                    185,                0.14559,                0.32418,                0.03001,                0.88073,                0.88865,                0.95763,                0.90041,                0.14405,                0.40827,                0.03291,               0.001063,               0.001063,               0.001063
                    186,                 0.1382,                0.32189,                0.02757,                0.88119,                0.90167,                0.96007,                0.90437,                0.15186,                0.39819,                 0.0353,              0.0010597,              0.0010597,              0.0010597
                    187,                0.13823,                0.31521,                0.02741,                0.90506,                0.87651,                0.95963,                  0.908,                0.13755,                0.37003,                  0.031,              0.0010564,              0.0010564,              0.0010564
                    188,                0.14556,                0.32253,                0.02741,                 0.8999,                0.88631,                0.96145,                0.90871,                0.13753,                0.39764,                0.02955,              0.0010531,              0.0010531,              0.0010531
                    189,                0.13889,                0.31269,                0.02765,                0.89563,                0.89421,                0.96226,                0.91382,                0.12735,                0.37358,                0.02672,              0.0010498,              0.0010498,              0.0010498
                    190,                0.14033,                0.30988,                0.02834,                0.90055,                0.88617,                 0.9618,                0.91284,                0.12646,                0.37923,                0.02745,              0.0010465,              0.0010465,              0.0010465
                    191,                 0.1336,                0.30681,                0.02595,                0.89697,                0.88857,                0.96149,                 0.9161,                0.12686,                0.37536,                0.02821,              0.0010432,              0.0010432,              0.0010432
                    192,                0.13508,                 0.3008,                0.02614,                 0.8834,                0.89271,                0.95888,                 0.9084,                0.14375,                0.38043,                0.03363,              0.0010399,              0.0010399,              0.0010399
                    193,                0.13128,                 0.3149,                0.02533,                0.88444,                0.89341,                0.95969,                0.91315,                0.12588,                0.37053,                0.02726,              0.0010366,              0.0010366,              0.0010366
                    194,                0.12894,                0.30708,                0.02496,                0.88996,                0.88564,                 0.9604,                0.91639,                0.13269,                0.37553,                0.03141,              0.0010333,              0.0010333,              0.0010333
                    195,                0.13399,                0.31192,                  0.026,                0.90364,                 0.8856,                0.96249,                 0.9139,                0.13405,                0.37671,                0.02952,                0.00103,                0.00103,                0.00103
                    196,                0.12918,                0.30766,                0.02504,                0.88321,                0.88522,                0.95681,                0.90916,                0.13139,                0.38279,                0.02801,              0.0010267,              0.0010267,              0.0010267
                    197,                 0.1321,                0.30196,                0.02603,                0.88818,                0.88779,                0.95998,                0.91252,                0.13228,                0.38121,                0.02931,              0.0010234,              0.0010234,              0.0010234
                    198,                0.13552,                0.30372,                0.02545,                0.88635,                0.88691,                0.96038,                0.91257,                0.13176,                 0.3924,                0.02802,              0.0010201,              0.0010201,              0.0010201
                    199,                0.13067,                0.30743,                0.02508,                0.88905,                0.88942,                0.96115,                0.91188,                0.13046,                0.38098,                0.02746,              0.0010168,              0.0010168,              0.0010168
                    200,                0.13294,                0.30907,                0.02523,                0.88303,                0.89517,                0.96174,                0.91494,                0.12686,                0.37887,                0.02522,              0.0010135,              0.0010135,              0.0010135
                    201,                0.13386,                0.30453,                0.02618,                0.87629,                0.90011,                0.96024,                0.90992,                0.13406,                0.38518,                0.02744,              0.0010102,              0.0010102,              0.0010102
                    202,                  0.135,                 0.3022,                0.02652,                0.87375,                0.89938,                0.96081,                0.90757,                0.13572,                0.38112,                0.02905,              0.0010069,              0.0010069,              0.0010069
                    203,                0.13404,                0.29926,                0.02571,                0.91035,                0.87155,                0.96106,                0.90806,                0.13624,                0.38642,                0.02887,              0.0010036,              0.0010036,              0.0010036
                    204,                0.12978,                0.30105,                0.02449,                0.89422,                0.88522,                0.96042,                0.90378,                0.14475,                0.39323,                0.02978,              0.0010003,              0.0010003,              0.0010003
                    205,                0.13031,                0.30216,                0.02464,                0.90159,                0.87354,                0.95957,                0.91232,                0.12777,                0.38612,                0.02697,             0.00099697,             0.00099697,             0.00099697
                    206,                0.13101,                0.29859,                0.02456,                 0.8966,                0.88703,                0.96075,                0.90854,                0.13536,                0.39524,                0.02704,             0.00099367,             0.00099367,             0.00099367
                    207,                0.12893,                0.30124,                0.02364,                0.88949,                0.88328,                0.96041,                0.91131,                0.13025,                0.40006,                0.02675,             0.00099036,             0.00099036,             0.00099036
                    208,                0.12391,                0.29735,                0.02239,                0.90369,                 0.8825,                0.96126,                0.90993,                0.13517,                0.38745,                0.02849,             0.00098706,             0.00098706,             0.00098706
                    209,                0.12718,                0.29747,                0.02361,                0.88122,                0.89236,                0.96002,                0.91324,                0.13149,                0.39878,                 0.0283,             0.00098376,             0.00098376,             0.00098376
                    210,                0.12572,                0.29301,                0.02332,                0.89303,                0.88598,                0.96006,                0.91614,                0.12353,                0.38166,                0.02597,             0.00098046,             0.00098046,             0.00098046
                    211,                0.12368,                0.29454,                0.02337,                0.88999,                0.89236,                0.96238,                0.91516,                0.12534,                0.39092,                0.02581,             0.00097716,             0.00097716,             0.00097716
                    212,                0.12676,                0.29372,                0.02326,                0.87619,                0.90018,                0.96216,                0.91489,                0.13121,                0.38469,                0.02839,             0.00097386,             0.00097386,             0.00097386
                    213,                0.12414,                0.28981,                0.02291,                0.88146,                0.88708,                0.95844,                0.90631,                0.14116,                0.39023,                0.02888,             0.00097056,             0.00097056,             0.00097056
                    214,                   0.13,                0.29644,                0.02406,                 0.8773,                0.89983,                0.96133,                0.90815,                0.13777,                0.39639,                0.02726,             0.00096726,             0.00096726,             0.00096726
                    215,                0.12757,                0.29449,                0.02402,                  0.891,                0.88819,                0.96081,                0.91354,                0.12773,                0.38799,                0.02676,             0.00096396,             0.00096396,             0.00096396
                    216,                0.12517,                0.29162,                0.02339,                0.88845,                0.88616,                0.96088,                0.91593,                 0.1231,                0.38878,                0.02542,             0.00096066,             0.00096066,             0.00096066
                    217,                0.12534,                0.29763,                0.02289,                0.88046,                0.89241,                0.96163,                0.91556,                0.12423,                0.40121,                0.02636,             0.00095736,             0.00095736,             0.00095736
                    218,                0.12235,                0.28244,                0.02388,                 0.9032,                 0.8722,                0.96036,                 0.9118,                0.12637,                0.39332,                0.02692,             0.00095406,             0.00095406,             0.00095406
                    219,                0.12802,                0.29604,                0.02394,                0.89239,                 0.8852,                0.96133,                0.91074,                0.13454,                0.39863,                0.02906,             0.00095076,             0.00095076,             0.00095076
                    220,                0.12605,                0.29716,                0.02298,                0.88402,                0.89694,                0.96046,                0.91347,                0.13027,                0.40096,                0.02817,             0.00094746,             0.00094746,             0.00094746
                    221,                0.12063,                0.28838,                0.02281,                0.90398,                0.88283,                0.96127,                0.91286,                0.13485,                0.39697,                0.02902,             0.00094416,             0.00094416,             0.00094416
                    222,                0.12336,                0.29053,                0.02342,                0.89638,                0.89046,                0.96201,                 0.9112,                0.13756,                0.39146,                0.03012,             0.00094085,             0.00094085,             0.00094085
                    223,                 0.1261,                0.29694,                0.02341,                0.88694,                0.89322,                0.95743,                0.91085,                0.14074,                0.37287,                0.03357,             0.00093755,             0.00093755,             0.00093755
                    224,                0.12577,                0.29579,                0.02397,                0.89752,                0.88182,                0.95913,                0.90612,                0.13906,                0.39102,                0.02933,             0.00093425,             0.00093425,             0.00093425
                    225,                0.13087,                 0.2988,                0.02427,                0.89267,                0.88762,                0.95978,                0.90827,                0.12544,                0.39736,                 0.0244,             0.00093095,             0.00093095,             0.00093095
                    226,                0.13059,                0.29917,                0.02526,                    nan,                0.95861,                0.92591,                0.87969,                    nan,                    nan,                    nan,             0.00092765,             0.00092765,             0.00092765
                    227,                0.12416,                0.29528,                0.02378,                    nan,                 0.9159,                 0.8887,                0.83948,                    nan,                    nan,                    nan,             0.00092435,             0.00092435,             0.00092435
                    228,                0.12918,                0.30189,                0.02529,                    nan,                0.96485,                0.93274,                0.88413,                    nan,                    nan,                    nan,             0.00092105,             0.00092105,             0.00092105
                    229,                0.13452,                0.30087,                0.02763,                    nan,                0.65683,                0.64413,                0.59804,                    nan,                    nan,                    nan,             0.00091775,             0.00091775,             0.00091775
                    230,                0.14735,                0.58238,                0.03074,                0.87154,                0.78285,                0.86005,                0.80336,                 0.1703,                 0.4744,                 0.0379,             0.00091445,             0.00091445,             0.00091445
                    231,                0.18592,                0.46542,                0.04161,                0.89722,                0.83213,                0.93483,                0.86311,                0.18508,                0.43028,                0.04197,             0.00091115,             0.00091115,             0.00091115
                    232,                0.17232,                0.41955,                0.03737,                0.84039,                0.85203,                0.89658,                0.82898,                0.15713,                0.46881,                0.03516,             0.00090785,             0.00090785,             0.00090785
                    233,                0.16297,                0.37649,                0.03556,                0.90925,                0.86396,                 0.9523,                0.88958,                 0.1559,                0.40176,                0.03868,             0.00090455,             0.00090455,             0.00090455
                    234,                0.15187,                0.33969,                0.03228,                0.89714,                 0.8943,                  0.959,                0.89801,                0.15737,                0.39911,                0.03756,             0.00090125,             0.00090125,             0.00090125
                    235,                0.15636,                0.32667,                0.03321,                0.89868,                0.88001,                0.95633,                0.90138,                0.14062,                0.37335,                0.03172,             0.00089795,             0.00089795,             0.00089795
                    236,                0.14465,                0.32382,                0.02897,                0.89927,                0.88419,                0.95983,                0.90797,                 0.1468,                0.37669,                0.03147,             0.00089465,             0.00089465,             0.00089465
                    237,                0.14024,                0.32301,                  0.028,                0.90839,                0.87516,                0.95988,                0.90783,                0.13789,                0.37213,                0.02953,             0.00089134,             0.00089134,             0.00089134
                    238,                0.14345,                0.32234,                0.02889,                0.87754,                0.89696,                0.96267,                0.91323,                0.12814,                0.37266,                0.02761,             0.00088804,             0.00088804,             0.00088804
                    239,                0.13079,                0.30541,                0.02691,                0.89885,                0.87663,                0.96057,                0.91398,                0.12801,                0.36001,                0.02694,             0.00088474,             0.00088474,             0.00088474
                    240,                0.13853,                0.31749,                0.02845,                 0.8886,                0.89285,                0.96267,                0.91358,                 0.1349,                0.38783,                 0.0282,             0.00088144,             0.00088144,             0.00088144
                    241,                0.14187,                0.32035,                0.02667,                0.90021,                0.88122,                0.96185,                0.91612,                0.13027,                0.36112,                0.02759,             0.00087814,             0.00087814,             0.00087814
                    242,                0.13328,                0.31154,                0.02646,                0.88711,                0.88574,                0.96173,                0.91139,                0.13402,                0.37259,                0.02799,             0.00087484,             0.00087484,             0.00087484
                    243,                0.13299,                0.30861,                0.02596,                0.88666,                0.88481,                0.96149,                0.91405,                0.13067,                0.37588,                 0.0288,             0.00087154,             0.00087154,             0.00087154
                    244,                0.13124,                 0.3023,                 0.0261,                0.88149,                0.89023,                0.96137,                 0.9127,                0.13582,                0.40087,                0.02986,             0.00086824,             0.00086824,             0.00086824
                    245,                0.13111,                0.30505,                0.02583,                0.89817,                0.87718,                0.96222,                0.91204,                0.13158,                0.37849,                0.02825,             0.00086494,             0.00086494,             0.00086494
                    246,                  0.133,                0.30768,                0.02565,                0.87562,                0.89993,                 0.9613,                0.91044,                0.13325,                0.37842,                0.02894,             0.00086164,             0.00086164,             0.00086164
                    247,                0.13072,                0.30358,                0.02558,                0.87208,                0.90271,                0.96131,                0.91084,                0.13846,                0.39947,                0.03046,             0.00085834,             0.00085834,             0.00085834
                    248,                 0.1268,                0.30341,                0.02441,                0.90323,                0.86844,                0.96114,                0.91065,                0.13354,                0.37409,                0.02916,             0.00085504,             0.00085504,             0.00085504
                    249,                0.12647,                0.30434,                0.02419,                0.91558,                0.86685,                0.96201,                0.91326,                0.13017,                0.37437,                0.02891,             0.00085174,             0.00085174,             0.00085174
                    250,                0.12574,                0.29815,                0.02426,                0.91612,                0.86705,                0.96168,                0.91669,                0.12638,                0.37951,                0.02729,             0.00084844,             0.00084844,             0.00084844
                    251,                0.13071,                0.30418,                 0.0245,                0.89392,                0.88805,                0.96302,                0.91515,                0.13244,                0.37378,                 0.0293,             0.00084514,             0.00084514,             0.00084514
                    252,                0.13153,                0.30444,                0.02638,                0.89911,                 0.8825,                0.96298,                0.90939,                0.13929,                0.38776,                0.02961,             0.00084184,             0.00084184,             0.00084184
                    253,                0.12967,                0.29624,                0.02521,                0.92534,                0.85765,                0.96186,                0.90632,                0.14204,                 0.3847,                0.02871,             0.00083853,             0.00083853,             0.00083853
                    254,                0.12486,                  0.292,                0.02385,                0.91702,                0.86999,                0.96264,                0.91154,                0.13401,                0.37908,                0.02752,             0.00083523,             0.00083523,             0.00083523
                    255,                 0.1249,                 0.2936,                0.02437,                0.90923,                0.86259,                0.96211,                 0.9162,                0.12916,                0.39756,                 0.0285,             0.00083193,             0.00083193,             0.00083193
