                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.63379,                0.82236,                0.43606,                0.84769,                0.92129,                0.90743,                0.96436,                0.86853,                0.91914,                 0.9054,                0.96206,                0.79967,                 0.5419,                0.68475,                0.46402,                 0.8119,              0.0015944,              0.0015944,              0.0015944
                     25,                0.62159,                0.80564,                0.42685,                0.84248,                0.92591,                0.89892,                0.96314,                0.85241,                0.92569,                0.89874,                0.96075,                0.77901,                0.56916,                0.66274,                 0.4955,                0.82029,              0.0015911,              0.0015911,              0.0015911
                     26,                0.61843,                0.81282,                0.43344,                0.84432,                0.91174,                0.88681,                0.96067,                 0.8768,                0.90959,                 0.8864,                0.95804,                0.80152,                0.51265,                 0.6603,                0.48763,                0.81166,              0.0015878,              0.0015878,              0.0015878
                     27,                0.60885,                0.79385,                0.42905,                0.84028,                0.90865,                 0.9097,                0.96205,                0.85965,                0.90744,                0.90888,                0.96032,                0.76891,                0.55102,                 0.6847,                0.43394,                0.81796,              0.0015845,              0.0015845,              0.0015845
                     28,                0.60202,                0.78427,                0.42381,                0.83889,                0.91349,                0.88667,                0.95669,                0.85881,                0.91251,                0.88524,                0.95261,                0.76156,                0.55832,                0.74336,                0.50782,                0.81931,              0.0015812,              0.0015812,              0.0015812
                     29,                0.62172,                0.81521,                0.43414,                0.84496,                0.89424,                0.90325,                0.95444,                0.85059,                0.89385,                0.90285,                0.95345,                0.79045,                0.55508,                0.68249,                 0.4917,                0.81798,              0.0015779,              0.0015779,              0.0015779
                     30,                0.62603,                0.80477,                0.42525,                0.84511,                0.92312,                 0.9049,                 0.9651,                0.85771,                0.92271,                 0.9045,                0.96301,                0.79931,                0.57012,                0.68985,                0.45284,                0.81846,              0.0015746,              0.0015746,              0.0015746
                     31,                0.64326,                0.82583,                0.42988,                0.84943,                0.93555,                0.89507,                0.96574,                0.86528,                0.93379,                0.89344,                0.96464,                0.81945,                 0.5461,                0.63593,                0.44507,                0.81517,              0.0015713,              0.0015713,              0.0015713
                     32,                0.62149,                0.78557,                0.42689,                0.84329,                0.93895,                0.89078,                0.96553,                0.87216,                0.92381,                0.90123,                0.96481,                0.82142,                 0.5264,                0.61887,                0.42619,                0.81085,               0.001568,               0.001568,               0.001568
                     33,                0.59852,                0.77202,                0.41131,                0.83808,                 0.9284,                0.87694,                0.95934,                0.86064,                0.92751,                0.87612,                0.95763,                0.80495,                 0.5575,                0.65386,                0.47368,                0.81658,              0.0015647,              0.0015647,              0.0015647
                     34,                  0.618,                0.80054,                0.41594,                0.84189,                0.92849,                0.89843,                0.96366,                0.84681,                0.92801,                0.89696,                0.96137,                0.77737,                0.61789,                0.69959,                0.47426,                0.82594,              0.0015614,              0.0015614,              0.0015614
                     35,                0.61698,                0.77873,                0.42169,                0.84138,                0.92383,                0.90551,                0.96416,                0.87057,                0.92298,                 0.9047,                0.96279,                 0.8048,                0.53491,                0.63799,                0.43263,                0.81689,              0.0015581,              0.0015581,              0.0015581
                     36,                0.62196,                0.79942,                 0.4229,                0.84214,                0.92369,                0.91401,                0.96593,                0.86778,                0.92352,                0.91332,                0.96462,                0.80458,                0.54757,                0.65283,                0.44128,                0.81319,              0.0015548,              0.0015548,              0.0015548
                     37,                0.59263,                0.76874,                0.40656,                0.83977,                0.92772,                0.90326,                0.96626,                0.87061,                0.92513,                0.90406,                 0.9652,                0.79929,                0.54224,                0.64549,                0.43403,                0.81355,              0.0015515,              0.0015515,              0.0015515
                     38,                0.59421,                0.76309,                0.41436,                0.84019,                 0.9366,                0.89284,                0.96283,                0.88154,                0.93525,                0.89202,                  0.962,                 0.8168,                0.48799,                0.63103,                0.42022,                0.80813,              0.0015482,              0.0015482,              0.0015482
                     39,                0.61883,                0.78193,                0.41346,                 0.8402,                0.93673,                0.87861,                0.95773,                0.87344,                0.93566,                0.87757,                0.95694,                0.79695,                 0.5022,                0.62597,                0.44061,                0.80836,              0.0015449,              0.0015449,              0.0015449
                     40,                0.60106,                0.77262,                0.40572,                0.83748,                0.94228,                0.88658,                0.96476,                0.86066,                0.94299,                 0.8853,                0.96362,                0.77968,                0.58609,                0.67918,                0.44791,                0.81684,              0.0015416,              0.0015416,              0.0015416
                     41,                0.60185,                0.78386,                 0.4046,                0.83794,                0.93471,                0.89132,                0.96459,                 0.8675,                0.93411,                0.89114,                0.96304,                0.79864,                0.56239,                0.69862,                 0.4266,                0.81549,              0.0015383,              0.0015383,              0.0015383
                     42,                0.59277,                0.76918,                0.40169,                0.83801,                0.93418,                  0.881,                0.96049,                0.87039,                0.93373,                 0.8806,                0.96025,                0.81694,                0.54006,                0.64642,                0.43619,                0.81312,               0.001535,               0.001535,               0.001535
                     43,                 0.6125,                0.79612,                0.41132,                 0.8368,                0.92681,                 0.9064,                 0.9656,                0.87346,                0.92655,                0.90718,                0.96489,                0.81232,                0.52321,                0.64544,                0.42047,                0.81163,              0.0015317,              0.0015317,              0.0015317
                     44,                0.61511,                 0.7838,                  0.405,                0.84068,                0.93007,                0.90981,                0.96673,                0.85886,                 0.9307,                0.91044,                0.96502,                0.80067,                0.58573,                 0.6459,                0.43786,                0.82119,              0.0015284,              0.0015284,              0.0015284
                     45,                0.60033,                0.76297,                0.40538,                0.83888,                0.93202,                0.89765,                0.96562,                0.86896,                0.93202,                0.89765,                0.96387,                0.80652,                0.53642,                0.61278,                 0.4095,                0.81555,              0.0015251,              0.0015251,              0.0015251
                     46,                0.58996,                0.76516,                0.39447,                0.83587,                 0.9053,                0.92356,                0.96367,                0.85926,                0.90225,                0.91865,                0.95971,                0.77445,                0.58983,                0.66033,                 0.4325,                0.82029,              0.0015218,              0.0015218,              0.0015218
                     47,                0.60897,                 0.7874,                0.40579,                0.83854,                0.92052,                0.90643,                0.96404,                0.86242,                0.91841,                0.90713,                0.96272,                0.79052,                0.54461,                0.67213,                 0.4067,                 0.8177,              0.0015185,              0.0015185,              0.0015185
                     48,                0.59385,                 0.7784,                 0.3978,                0.83569,                0.92194,                0.89564,                0.96313,                0.87873,                0.92308,                0.89456,                0.96231,                0.81458,                0.50121,                0.65152,                 0.4463,                0.80977,              0.0015152,              0.0015152,              0.0015152
                     49,                0.58624,                0.76667,                0.39683,                0.83803,                0.92166,                0.90985,                0.96595,                0.88437,                0.91622,                0.91529,                0.96486,                0.81536,                0.52129,                0.68824,                0.41303,                0.81348,              0.0015119,              0.0015119,              0.0015119
                     50,                0.59241,                0.76659,                0.40061,                0.83559,                0.92861,                0.89772,                0.96482,                0.87943,                0.92564,                 0.8976,                0.96355,                0.80968,                0.52513,                0.63873,                 0.4175,                0.81342,              0.0015086,              0.0015086,              0.0015086
                     51,                0.58529,                0.75128,                0.39762,                0.83519,                0.90454,                0.91049,                0.96178,                0.86692,                0.90558,                0.91153,                0.96065,                0.79912,                0.53132,                0.64537,                0.43681,                0.81561,              0.0015053,              0.0015053,              0.0015053
                     52,                0.56736,                0.73634,                0.39358,                 0.8338,                0.92842,                0.90495,                0.96702,                0.87055,                0.92534,                0.90645,                0.96507,                0.80696,                0.54109,                0.66975,                 0.4161,                0.81403,               0.001502,               0.001502,               0.001502
                     53,                0.59549,                0.78828,                0.39517,                  0.837,                0.92226,                0.90371,                0.96592,                0.88048,                0.92155,                 0.9056,                0.96433,                0.80717,                0.48162,                0.63251,                0.42143,                0.80687,              0.0014987,              0.0014987,              0.0014987
                     54,                0.59854,                0.76452,                0.39416,                 0.8377,                0.92578,                0.88844,                0.95981,                0.87864,                0.92455,                0.88722,                0.96009,                0.81112,                0.50011,                0.63232,                0.42941,                0.80794,              0.0014954,              0.0014954,              0.0014954
                     55,                0.61046,                0.79989,                0.40077,                0.83843,                0.94418,                0.85159,                 0.9539,                0.86427,                0.94369,                0.85118,                0.95301,                0.80117,                0.53301,                0.63449,                 0.4746,                0.81387,              0.0014921,              0.0014921,              0.0014921
                     56,                0.59176,                0.77069,                0.39065,                0.83639,                0.93837,                0.88252,                0.96203,                0.86991,                0.94127,                0.87555,                0.96073,                0.80374,                0.54267,                0.61569,                0.41738,                0.81086,              0.0014888,              0.0014888,              0.0014888
                     57,                0.57939,                0.75847,                0.40326,                0.83294,                0.92976,                0.89203,                0.96421,                0.87999,                0.92845,                0.89081,                0.96242,                0.81208,                0.48994,                0.61854,                0.41128,                0.80862,              0.0014855,              0.0014855,              0.0014855
                     58,                 0.5851,                0.76289,                0.39561,                0.83181,                0.93614,                0.89539,                0.96408,                0.87983,                0.93484,                0.89417,                0.96288,                0.80849,                0.51853,                0.64148,                 0.4105,                0.81617,              0.0014822,              0.0014822,              0.0014822
                     59,                0.60943,                0.79283,                0.40709,                0.83736,                0.93028,                0.89435,                0.96462,                0.88667,                0.92858,                0.89476,                0.96372,                0.81404,                0.48821,                0.60334,                0.42051,                0.80908,              0.0014789,              0.0014789,              0.0014789
                     60,                0.58909,                 0.7568,                0.39406,                0.83614,                0.92504,                0.90024,                0.96465,                0.87155,                0.92337,                0.89964,                0.96313,                 0.8044,                0.54335,                 0.6242,                0.41359,                0.81706,              0.0014756,              0.0014756,              0.0014756
                     61,                0.59158,                 0.7599,                0.39714,                0.83526,                0.93909,                  0.883,                0.96655,                0.88313,                0.93823,                0.88218,                0.96542,                0.79881,                0.51049,                 0.6493,                 0.4275,                0.81116,              0.0014723,              0.0014723,              0.0014723
                     62,                0.57146,                0.73931,                0.38458,                0.83365,                0.93899,                0.89974,                0.96809,                0.88875,                0.93727,                0.89811,                0.96481,                0.81176,                0.49115,                0.60004,                0.40305,                0.80732,               0.001469,               0.001469,               0.001469
                     63,                0.57198,                0.73687,                0.38377,                0.83481,                0.93916,                0.89649,                0.96793,                0.89674,                0.93788,                0.89527,                0.96539,                0.82833,                0.46768,                0.62914,                0.38028,                0.80703,              0.0014657,              0.0014657,              0.0014657
                     64,                 0.5687,                0.72329,                0.39535,                0.83165,                0.93117,                0.89515,                0.96643,                0.87268,                0.93027,                0.89272,                0.96369,                0.80122,                0.54644,                  0.632,                0.43575,                 0.8135,              0.0014624,              0.0014624,              0.0014624
                     65,                 0.5931,                 0.7625,                0.39401,                 0.8363,                0.92712,                0.90363,                0.96628,                0.88141,                0.92586,                 0.9024,                0.96468,                0.80263,                0.49208,                0.62441,                0.39712,                0.80764,              0.0014591,              0.0014591,              0.0014591
                     66,                0.61109,                0.76654,                0.39557,                0.83895,                0.92882,                0.90061,                0.96659,                0.86987,                0.92779,                0.89957,                 0.9656,                0.80762,                0.54297,                0.63281,                0.40075,                 0.8137,              0.0014558,              0.0014558,              0.0014558
                     67,                0.58879,                0.73806,                0.38855,                0.83531,                 0.9256,                0.90156,                0.96564,                0.88254,                 0.9299,                0.89942,                0.96485,                 0.8039,                0.49774,                0.60235,                0.40635,                0.80991,              0.0014525,              0.0014525,              0.0014525
                     68,                0.58179,                0.73399,                0.39108,                0.83541,                0.91632,                0.92093,                0.96689,                0.89229,                0.92054,                0.91899,                0.96495,                0.80913,                0.48443,                0.59185,                 0.3811,                0.81132,              0.0014492,              0.0014492,              0.0014492
                     69,                0.59026,                 0.7499,                0.39198,                0.83408,                0.91763,                0.91699,                0.96689,                0.89503,                0.91813,                0.91598,                0.96437,                0.82277,                 0.4609,                0.58583,                0.38658,                0.80563,              0.0014459,              0.0014459,              0.0014459
                     70,                0.61086,                0.77189,                0.39647,                0.83699,                0.92599,                0.90465,                0.96748,                0.89277,                0.92517,                0.90384,                 0.9659,                0.81734,                0.46826,                0.60008,                0.40483,                0.80548,              0.0014426,              0.0014426,              0.0014426
                     71,                0.56895,                0.72937,                0.38125,                0.83195,                0.93941,                0.89956,                0.96632,                0.88377,                0.93903,                 0.9006,                0.96627,                0.82864,                0.49908,                0.58497,                0.40686,                0.80567,              0.0014393,              0.0014393,              0.0014393
                     72,                0.59609,                0.76968,                0.38575,                0.83393,                 0.9318,                0.90295,                0.96833,                0.89177,                0.91459,                0.91923,                0.96712,                0.84217,                0.48641,                0.59274,                0.39639,                0.80649,               0.001436,               0.001436,               0.001436
                     73,                0.58884,                0.74362,                0.38373,                0.83483,                0.92981,                0.90579,                0.96843,                0.89078,                0.92814,                0.90416,                0.96517,                0.81616,                0.47922,                 0.6159,                0.41156,                0.80737,              0.0014327,              0.0014327,              0.0014327
                     74,                 0.5806,                0.73308,                0.38232,                0.83236,                0.91428,                0.90467,                0.96468,                0.88776,                0.91386,                0.90427,                0.96245,                0.81894,                0.46958,                0.59119,                0.39272,                0.80394,              0.0014294,              0.0014294,              0.0014294
                     75,                 0.5767,                0.73578,                0.37592,                0.83264,                0.91612,                0.91866,                0.96662,                0.88212,                0.91935,                0.91777,                0.96608,                0.81308,                0.50599,                0.59789,                0.39106,                0.80742,              0.0014261,              0.0014261,              0.0014261
                     76,                0.59397,                0.75256,                 0.3832,                 0.8371,                0.94367,                0.88354,                0.95906,                0.86926,                0.94322,                0.88314,                0.95847,                0.78842,                0.52384,                0.63471,                0.40253,                0.81073,              0.0014228,              0.0014228,              0.0014228
                     77,                0.59685,                0.74587,                0.38743,                0.83539,                0.92483,                0.90782,                0.96535,                0.87691,                0.92483,                0.90782,                0.96371,                0.80019,                0.51298,                 0.6242,                0.39058,                0.81157,              0.0014195,              0.0014195,              0.0014195
                     78,                0.57867,                0.73445,                0.38266,                0.83342,                0.94209,                0.89662,                0.96797,                0.89484,                0.92729,                0.90507,                0.96793,                0.83589,                0.47348,                0.57595,                0.38802,                0.80356,              0.0014161,              0.0014161,              0.0014161
                     79,                0.58195,                0.72774,                0.38811,                0.83309,                0.93272,                0.89842,                0.96705,                0.89569,                 0.9323,                0.89801,                0.96668,                0.83564,                0.46163,                0.56039,                0.41036,                0.80368,              0.0014128,              0.0014128,              0.0014128
                     80,                0.57844,                0.73796,                0.38237,                0.83241,                0.92867,                0.90344,                0.96762,                0.87693,                0.92904,                0.90439,                0.96659,                0.79992,                0.53655,                0.62124,                  0.408,                0.81121,              0.0014095,              0.0014095,              0.0014095
                     81,                0.56335,                0.71403,                0.38154,                0.82834,                0.93911,                0.89214,                0.96704,                0.88372,                0.93825,                0.89132,                0.96546,                0.80839,                0.49388,                0.58492,                0.38519,                0.80834,              0.0014062,              0.0014062,              0.0014062
                     82,                0.57329,                0.72909,                0.37219,                0.83219,                0.93583,                0.89979,                0.96695,                 0.8898,                0.93335,                0.90009,                0.96592,                0.81416,                0.46074,                0.58826,                0.40692,                0.80346,              0.0014029,              0.0014029,              0.0014029
                     83,                0.58396,                0.74978,                0.37964,                0.83182,                0.93618,                0.90177,                 0.9679,                0.88786,                0.93724,                0.90281,                0.96726,                0.84093,                0.48447,                0.57745,                0.37882,                0.80638,              0.0013996,              0.0013996,              0.0013996
                     84,                0.58908,                0.73946,                0.38229,                0.83453,                0.92758,                0.90159,                0.96345,                0.86397,                0.92923,                0.90085,                0.96016,                0.77137,                0.53802,                0.64083,                0.41885,                0.81449,              0.0013963,              0.0013963,              0.0013963
                     85,                0.60035,                0.75993,                0.38489,                0.83511,                0.93001,                0.90106,                0.96685,                0.88571,                0.92918,                0.90025,                 0.9636,                0.80677,                0.48348,                0.62471,                0.39823,                0.80738,               0.001393,               0.001393,               0.001393
                     86,                0.58656,                0.75649,                  0.378,                0.83114,                0.94133,                0.86066,                0.95573,                0.87845,                0.93999,                0.85944,                0.95393,                0.81111,                0.46785,                0.61219,                0.44208,                0.80464,              0.0013897,              0.0013897,              0.0013897
                     87,                0.56872,                0.73018,                0.37152,                0.83114,                0.91406,                0.92227,                0.96693,                0.87981,                0.91406,                0.92227,                0.96636,                0.82307,                0.52475,                0.60734,                0.39121,                0.81091,              0.0013864,              0.0013864,              0.0013864
                     88,                0.58827,                0.74393,                0.38047,                0.83112,                0.93688,                0.90709,                0.96916,                0.89735,                0.93604,                0.90627,                 0.9674,                0.81665,                0.45413,                0.59155,                0.36982,                0.80462,              0.0013831,              0.0013831,              0.0013831
                     89,                0.57302,                0.72208,                0.37829,                0.83028,                0.93409,                0.90507,                0.96746,                0.89325,                0.93204,                0.90399,                0.96502,                 0.8242,                0.45669,                 0.5753,                0.37291,                 0.8022,              0.0013798,              0.0013798,              0.0013798
                     90,                 0.5875,                0.73304,                0.38382,                0.83143,                0.94611,                0.87807,                0.96033,                0.88224,                0.94486,                0.87671,                0.95752,                0.80304,                 0.4634,                0.59354,                0.38962,                0.80501,              0.0013765,              0.0013765,              0.0013765
                     91,                0.56857,                0.72137,                 0.3757,                0.83114,                0.93228,                0.91162,                0.96775,                0.89743,                0.93181,                0.91062,                0.96549,                0.82655,                0.45198,                0.58592,                0.36608,                0.80287,              0.0013732,              0.0013732,              0.0013732
                     92,                0.58207,                0.73673,                0.37522,                0.83338,                0.93704,                0.90159,                0.96682,                0.87967,                 0.9362,                0.90077,                 0.9657,                0.80252,                0.51262,                0.62093,                0.41647,                0.80935,              0.0013699,              0.0013699,              0.0013699
                     93,                0.58864,                0.74688,                 0.3811,                0.83317,                0.92616,                0.91009,                0.96747,                0.87631,                0.92495,                0.90771,                0.96497,                0.80406,                0.53807,                0.62226,                0.38914,                0.81214,              0.0013666,              0.0013666,              0.0013666
                     94,                0.58484,                0.73633,                0.38663,                0.82787,                0.92776,                0.90579,                0.96869,                0.88735,                0.92696,                0.90498,                0.96871,                 0.8099,                0.51035,                0.61106,                0.39468,                0.80984,              0.0013633,              0.0013633,              0.0013633
                     95,                0.57654,                0.73503,                0.37548,                0.83089,                0.93347,                0.90624,                 0.9697,                  0.885,                0.93269,                0.90358,                0.96839,                0.81693,                0.50021,                0.60675,                0.38435,                0.80977,                0.00136,                0.00136,                0.00136
                     96,                0.56451,                0.72686,                0.37233,                0.82828,                0.93523,                0.90665,                0.96851,                0.88314,                0.93332,                 0.9048,                 0.9674,                0.80737,                0.50936,                0.59801,                0.38584,                0.80913,              0.0013567,              0.0013567,              0.0013567
                     97,                 0.5702,                0.71878,                0.37319,                0.83069,                0.93582,                0.89834,                0.96749,                0.88162,                0.93537,                0.89877,                0.96512,                0.81611,                0.51208,                0.60636,                0.41936,                0.81008,              0.0013534,              0.0013534,              0.0013534
                     98,                0.56295,                0.72506,                0.37597,                0.82842,                0.92576,                0.89897,                0.96622,                0.87918,                0.92274,                0.90388,                0.96634,                0.82054,                0.53003,                0.62135,                0.41393,                0.80971,              0.0013501,              0.0013501,              0.0013501
                     99,                0.57526,                0.72597,                0.38107,                0.82802,                0.93315,                0.89763,                0.96549,                0.86507,                0.93441,                0.89663,                0.96364,                0.79373,                0.57958,                0.66568,                 0.4239,                0.81825,              0.0013468,              0.0013468,              0.0013468
                    100,                 0.5731,                0.73763,                0.37325,                0.83066,                 0.9335,                0.90132,                0.96823,                0.87014,                0.93316,                0.90066,                0.96645,                0.80226,                0.57401,                0.64827,                 0.4192,                0.81746,              0.0013435,              0.0013435,              0.0013435
                    101,                0.56779,                 0.7298,                0.37439,                0.82989,                0.92956,                0.90634,                0.96761,                0.87569,                0.92773,                0.90675,                0.96686,                0.80722,                0.55991,                0.63607,                0.42691,                0.81708,              0.0013402,              0.0013402,              0.0013402
                    102,                0.59379,                0.74434,                0.38329,                0.83207,                0.92736,                0.91099,                0.96569,                0.88393,                0.92695,                0.91059,                0.96462,                 0.8158,                0.48748,                0.62326,                0.42244,                0.80713,              0.0013369,              0.0013369,              0.0013369
                    103,                0.58375,                0.74374,                 0.3767,                0.83291,                0.92106,                0.91473,                 0.9688,                0.89852,                0.92024,                0.91392,                 0.9669,                0.82226,                0.44814,                0.57434,                0.37457,                0.80295,              0.0013336,              0.0013336,              0.0013336
                    104,                0.58152,                0.73108,                0.37443,                0.83046,                0.93786,                0.88867,                0.96526,                0.88935,                0.93939,                0.89012,                0.96395,                0.80537,                0.49222,                0.58071,                0.39277,                0.80867,              0.0013303,              0.0013303,              0.0013303
                    105,                0.57921,                0.72151,                0.37663,                0.83073,                0.91882,                0.90779,                0.96623,                0.88633,                0.91902,                0.90802,                0.96531,                 0.8046,                0.50453,                0.59222,                0.37307,                0.80711,               0.001327,               0.001327,               0.001327
                    106,                0.57598,                 0.7064,                0.37202,                0.82769,                0.92786,                0.90086,                0.96639,                0.89257,                0.91046,                0.91717,                0.96493,                0.81872,                0.47746,                0.58322,                0.37442,                0.80675,              0.0013237,              0.0013237,              0.0013237
                    107,                0.55432,                 0.7067,                 0.3643,                0.82712,                0.92799,                0.90984,                  0.967,                0.89743,                0.92574,                0.91017,                0.96535,                0.83113,                0.45221,                 0.5818,                0.37871,                0.80316,              0.0013204,              0.0013204,              0.0013204
                    108,                 0.5736,                0.72437,                0.37727,                0.82756,                0.92368,                0.91173,                 0.9672,                0.89015,                0.92296,                0.91353,                 0.9653,                0.83088,                0.47801,                0.56459,                0.40686,                0.80543,              0.0013171,              0.0013171,              0.0013171
                    109,                0.57098,                0.71966,                0.37258,                0.82914,                0.91836,                0.91508,                0.96626,                0.89347,                0.91599,                0.91594,                0.96521,                0.80429,                0.45521,                0.58061,                0.37642,                0.80127,              0.0013138,              0.0013138,              0.0013138
                    110,                0.57903,                0.72141,                0.37508,                0.82744,                 0.9416,                0.89807,                 0.9683,                0.89712,                0.94073,                0.89726,                0.96576,                0.81311,                0.44274,                0.59765,                0.36603,                0.80142,              0.0013105,              0.0013105,              0.0013105
                    111,                0.56827,                0.71684,                0.37189,                0.82814,                0.94251,                0.89089,                0.96361,                0.89302,                0.94239,                0.89036,                0.96178,                0.81187,                0.45685,                0.58548,                0.38354,                0.80059,              0.0013072,              0.0013072,              0.0013072
