                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                0.57118,                0.73388,                0.37472,                0.84718,                0.93662,                 0.9082,                0.96793,                0.89452,                0.93561,                0.90779,                0.96593,                 0.8206,                0.45776,                0.56412,                0.37393,                 0.8079,              0.0014822,              0.0014822,              0.0014822
                     59,                0.56989,                0.74101,                0.37662,                0.84702,                0.92289,                0.89341,                0.96499,                0.88907,                0.92147,                0.89178,                0.96145,                0.81134,                 0.4684,                0.56411,                0.38408,                0.81134,              0.0014789,              0.0014789,              0.0014789
                     60,                0.57113,                0.73471,                0.37385,                0.85247,                0.93863,                0.89648,                0.96744,                0.89644,                0.93437,                0.89197,                0.96154,                0.80702,                0.43849,                 0.5648,                0.36776,                0.80982,              0.0014756,              0.0014756,              0.0014756
                     61,                0.56643,                0.73095,                0.36643,                0.84905,                0.94243,                0.89513,                0.96494,                0.88612,                0.93919,                0.89056,                0.95934,                 0.7845,                 0.4767,                0.58052,                0.36631,                0.81203,              0.0014723,              0.0014723,              0.0014723
                     62,                0.57232,                0.73901,                  0.369,                0.85554,                0.94908,                0.86161,                0.95736,                 0.8635,                0.94752,                0.86016,                0.95471,                0.79173,                0.52944,                0.61299,                0.43865,                0.82444,               0.001469,               0.001469,               0.001469
                     63,                0.59449,                0.75981,                0.38322,                0.85351,                0.94457,                0.87612,                0.95759,                0.87688,                0.94351,                 0.8763,                0.95575,                0.79472,                0.49525,                0.62114,                0.40242,                0.81929,              0.0014657,              0.0014657,              0.0014657
                     64,                0.60652,                0.78342,                0.38055,                0.86024,                0.92939,                0.89031,                0.96312,                0.84866,                0.92894,                 0.8899,                 0.9604,                0.75779,                0.60888,                 0.7042,                0.42251,                0.83565,              0.0014624,              0.0014624,              0.0014624
                     65,                0.59534,                 0.7556,                0.38334,                0.85612,                0.94784,                0.87975,                 0.9615,                0.86847,                0.94646,                0.87876,                0.95814,                0.80751,                  0.523,                0.61576,                0.39156,                0.82363,              0.0014591,              0.0014591,              0.0014591
                     66,                0.58402,                0.73726,                0.37669,                0.85395,                0.93015,                0.90449,                0.96563,                0.88428,                0.93038,                0.90367,                0.96435,                0.84116,                0.47198,                0.57173,                0.39512,                0.81396,              0.0014558,              0.0014558,              0.0014558
                     67,                0.56078,                 0.7156,                0.36708,                 0.8474,                0.93196,                0.88834,                0.96362,                0.89125,                0.93111,                0.88752,                0.96206,                0.81804,                0.44175,                0.57694,                0.38913,                0.81087,              0.0014525,              0.0014525,              0.0014525
                     68,                0.56651,                0.71892,                0.37192,                0.85069,                  0.937,                0.88069,                0.96194,                0.88922,                0.93608,                0.87988,                0.95965,                0.81906,                0.45906,                0.57597,                0.38227,                0.81305,              0.0014492,              0.0014492,              0.0014492
                     69,                0.58726,                0.74936,                0.37468,                0.85086,                0.93849,                 0.8946,                0.96669,                0.89161,                0.93807,                 0.8942,                0.96414,                0.81746,                0.46788,                  0.574,                0.37561,                0.81473,              0.0014459,              0.0014459,              0.0014459
                     70,                0.57232,                0.73774,                0.36743,                0.84862,                0.90433,                0.87657,                0.95815,                0.88283,                0.90272,                0.87407,                0.95448,                0.81224,                0.47678,                0.60054,                0.42077,                0.81447,              0.0014426,              0.0014426,              0.0014426
                     71,                0.57162,                0.74567,                0.36845,                0.85181,                0.92291,                0.89108,                0.95944,                0.86564,                 0.9227,                0.88898,                0.95623,                0.78259,                0.52995,                0.60963,                0.41811,                0.82532,              0.0014393,              0.0014393,              0.0014393
                     72,                0.60123,                 0.7704,                0.37643,                0.85502,                0.93728,                0.89807,                0.96419,                0.86645,                0.93685,                0.89766,                0.96181,                0.78656,                0.55868,                0.64643,                0.39388,                0.82806,               0.001436,               0.001436,               0.001436
                     73,                0.57258,                  0.724,                0.36801,                0.85225,                 0.9291,                0.90745,                0.96839,                0.89204,                 0.9325,                0.90431,                0.96591,                0.80974,                 0.4706,                0.56099,                0.37676,                0.81539,              0.0014327,              0.0014327,              0.0014327
                     74,                0.57977,                 0.7191,                0.37232,                0.85007,                0.90712,                0.90115,                0.96407,                0.89226,                0.90567,                0.89767,                0.95978,                0.80508,                0.44246,                0.58197,                0.37906,                0.80915,              0.0014294,              0.0014294,              0.0014294
                     75,                0.59522,                0.74718,                0.37705,                0.85159,                0.96289,                0.85714,                0.95293,                0.84167,                0.96349,                0.85387,                 0.9486,                0.75101,                0.60184,                0.66652,                0.49128,                0.83419,              0.0014261,              0.0014261,              0.0014261
