                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.56281,                0.33561,                0.85048,                0.92996,                0.91068,                0.96796,                0.88849,                0.50524,                0.35514,                0.81374,              0.0011554,              0.0011554,              0.0011554
                    158,                0.53052,                0.31654,                0.84734,                0.92357,                0.91494,                0.96798,                0.90517,                 0.4379,                0.34428,                0.80595,              0.0011521,              0.0011521,              0.0011521
                    159,                0.54548,                  0.324,                0.84623,                0.94332,                0.90332,                0.96896,                0.90866,                0.41361,                0.33829,                0.80024,              0.0011488,              0.0011488,              0.0011488
                    160,                0.53708,                 0.3207,                 0.8417,                 0.9407,                0.90398,                0.96973,                0.90921,                0.42424,                 0.3283,                0.80105,              0.0011455,              0.0011455,              0.0011455
                    161,                0.53854,                0.31652,                0.84348,                0.92662,                0.91372,                0.96759,                0.90502,                  0.441,                0.33085,                0.80301,              0.0011422,              0.0011422,              0.0011422
                    162,                0.55376,                0.32471,                0.84675,                0.94048,                0.89694,                0.96773,                0.90361,                0.44432,                0.34056,                0.80644,              0.0011389,              0.0011389,              0.0011389
                    163,                0.53867,                0.31596,                 0.8423,                0.93964,                0.90377,                  0.967,                0.89941,                0.45639,                0.33992,                0.80308,              0.0011356,              0.0011356,              0.0011356
                    164,                 0.5407,                 0.3155,                0.84593,                0.94506,                0.89748,                0.96706,                0.89268,                0.48884,                0.34752,                0.80896,              0.0011323,              0.0011323,              0.0011323
                    165,                0.52981,                0.31444,                0.84249,                 0.9338,                0.90425,                0.96842,                0.90751,                0.42014,                0.33323,                0.79965,               0.001129,               0.001129,               0.001129
                    166,                0.54005,                 0.3157,                0.84323,                0.93094,                0.90453,                0.96551,                0.90723,                0.40781,                0.32649,                0.79728,              0.0011257,              0.0011257,              0.0011257
                    167,                0.53682,                0.31256,                0.84368,                0.93125,                0.90454,                0.96821,                0.89745,                0.46563,                0.33793,                0.80596,              0.0011224,              0.0011224,              0.0011224
                    168,                0.56137,                0.32224,                0.84971,                0.92495,                0.91064,                0.96742,                0.89257,                0.49173,                0.34497,                0.81074,              0.0011191,              0.0011191,              0.0011191
                    169,                0.56566,                0.32201,                0.84921,                 0.9336,                0.90061,                0.96846,                0.90857,                 0.4114,                0.33307,                0.79776,              0.0011158,              0.0011158,              0.0011158
                    170,                0.54256,                0.31991,                0.84347,                0.93476,                0.89632,                 0.9678,                0.90587,                0.43274,                0.33923,                0.80238,              0.0011125,              0.0011125,              0.0011125
                    171,                0.52636,                0.31412,                0.84315,                0.92956,                0.90876,                0.96974,                0.90019,                0.46263,                0.34316,                 0.8042,              0.0011092,              0.0011092,              0.0011092
                    172,                0.54073,                0.31692,                0.84243,                0.93891,                0.90332,                0.96758,                 0.8989,                 0.4583,                0.35001,                0.80302,              0.0011059,              0.0011059,              0.0011059
                    173,                0.53149,                0.31533,                0.83904,                0.93637,                0.91286,                0.96913,                0.90403,                0.43417,                0.33123,                0.80063,              0.0011026,              0.0011026,              0.0011026
                    174,                0.52493,                0.31364,                0.83967,                0.94623,                0.89969,                0.96862,                0.89794,                0.45762,                0.33435,                0.80765,              0.0010993,              0.0010993,              0.0010993
                    175,                0.54243,                0.31547,                0.84531,                0.92936,                0.91364,                 0.9692,                 0.9006,                 0.4553,                0.33326,                0.80311,               0.001096,               0.001096,               0.001096
                    176,                 0.5464,                0.31745,                0.84294,                0.92539,                0.91868,                0.96921,                0.91312,                 0.4088,                0.34016,                0.79821,              0.0010927,              0.0010927,              0.0010927
                    177,                0.52052,                 0.3129,                0.84365,                0.93181,                0.90024,                0.96808,                0.91034,                 0.4235,                0.32995,                0.80233,              0.0010894,              0.0010894,              0.0010894
                    178,                0.53274,                0.31259,                0.84235,                0.94341,                 0.8983,                0.96667,                0.90575,                0.41889,                0.32871,                0.79907,              0.0010861,              0.0010861,              0.0010861
                    179,                0.52635,                0.30775,                0.84076,                0.92124,                0.90926,                0.96684,                0.89679,                0.46079,                0.33267,                0.80546,              0.0010828,              0.0010828,              0.0010828
                    180,                0.51817,                0.31342,                 0.8371,                0.93165,                0.90507,                  0.969,                0.91122,                0.41883,                0.32358,                0.79778,              0.0010795,              0.0010795,              0.0010795
                    181,                0.51979,                0.30528,                0.83984,                0.94121,                0.89843,                0.96662,                0.90491,                0.43717,                0.33729,                0.80238,              0.0010762,              0.0010762,              0.0010762
                    182,                0.54373,                0.32083,                0.84223,                0.93681,                0.90551,                0.96821,                0.90065,                0.45468,                0.34607,                0.80548,              0.0010729,              0.0010729,              0.0010729
                    183,                0.54759,                 0.3194,                 0.8389,                0.92804,                0.90559,                0.96877,                0.90332,                0.44815,                0.34735,                0.80269,              0.0010696,              0.0010696,              0.0010696
                    184,                0.54067,                0.31915,                0.83994,                0.93363,                0.90708,                0.96908,                0.91073,                0.41215,                 0.3338,                0.79844,              0.0010663,              0.0010663,              0.0010663
                    185,                0.53425,                0.31154,                0.84532,                0.93716,                0.90486,                0.96886,                0.89566,                0.48594,                0.35029,                0.80867,               0.001063,               0.001063,               0.001063
                    186,                0.54216,                0.31521,                0.84528,                0.92879,                0.90615,                0.96828,                0.90237,                0.45319,                 0.3373,                0.80206,              0.0010597,              0.0010597,              0.0010597
                    187,                0.51608,                 0.3122,                0.83957,                0.94067,                0.90454,                0.96826,                0.90976,                 0.4152,                0.32099,                0.79914,              0.0010564,              0.0010564,              0.0010564
                    188,                0.53357,                0.31073,                0.84052,                0.93271,                  0.905,                0.96598,                0.90689,                 0.4227,                0.32236,                0.79784,              0.0010531,              0.0010531,              0.0010531
                    189,                0.53431,                  0.314,                0.83994,                0.93097,                0.90754,                 0.9685,                0.90597,                0.45029,                0.33215,                0.80476,              0.0010498,              0.0010498,              0.0010498
                    190,                0.53971,                0.31798,                0.84006,                0.94137,                0.89244,                0.96373,                0.90161,                 0.4574,                0.35141,                0.80808,              0.0010465,              0.0010465,              0.0010465
                    191,                0.54141,                0.32169,                0.84373,                0.94423,                0.90298,                0.96827,                0.90444,                0.45403,                0.34148,                0.80605,              0.0010432,              0.0010432,              0.0010432
                    192,                0.54626,                0.32425,                0.84229,                0.93424,                0.90955,                0.96842,                0.90737,                0.44603,                0.33945,                0.80513,              0.0010399,              0.0010399,              0.0010399
                    193,                0.53433,                 0.3175,                0.84196,                0.94952,                0.88433,                0.96376,                0.89851,                0.45645,                0.35015,                0.80539,              0.0010366,              0.0010366,              0.0010366
                    194,                0.53668,                0.31392,                0.83781,                0.93263,                0.89959,                0.96899,                0.90846,                0.43041,                0.33485,                0.79856,              0.0010333,              0.0010333,              0.0010333
                    195,                0.53843,                0.31884,                 0.8384,                0.93399,                0.90783,                 0.9696,                0.90345,                0.46213,                 0.3359,                0.80359,                0.00103,                0.00103,                0.00103
                    196,                0.53107,                0.31483,                 0.8396,                0.92819,                0.89927,                0.96416,                0.89906,                0.44186,                0.33614,                0.80461,              0.0010267,              0.0010267,              0.0010267
                    197,                0.51004,                0.30618,                0.83425,                 0.9476,                0.87986,                0.95909,                0.89538,                0.42638,                0.34408,                0.79967,              0.0010234,              0.0010234,              0.0010234
                    198,                 0.5251,                0.30831,                0.83776,                0.93611,                0.90561,                0.96898,                0.90815,                0.42031,                0.33152,                0.79883,              0.0010201,              0.0010201,              0.0010201
                    199,                0.53714,                0.31219,                0.84072,                0.93889,                0.90705,                0.96898,                0.91213,                 0.4033,                0.32816,                0.79732,              0.0010168,              0.0010168,              0.0010168
                    200,                 0.5322,                0.31348,                0.84287,                0.94361,                0.89602,                0.96903,                0.90293,                0.44899,                0.34096,                0.80119,              0.0010135,              0.0010135,              0.0010135
                    201,                0.53516,                0.31951,                0.84083,                0.94183,                0.89005,                0.96052,                0.89246,                0.45344,                  0.356,                0.80643,              0.0010102,              0.0010102,              0.0010102
                    202,                0.54418,                0.31777,                0.84701,                0.90944,                0.86362,                0.95112,                0.88195,                0.45709,                 0.3918,                0.80551,              0.0010069,              0.0010069,              0.0010069
                    203,                0.53556,                0.32473,                0.84417,                0.90949,                0.87876,                0.95769,                0.89638,                 0.4409,                0.34735,                0.80949,              0.0010036,              0.0010036,              0.0010036
                    204,                0.52296,                0.31299,                0.83862,                0.92285,                0.90252,                0.96121,                0.88819,                0.47998,                0.34982,                0.80762,              0.0010003,              0.0010003,              0.0010003
                    205,                0.51284,                 0.3062,                 0.8363,                0.93838,                0.90073,                0.96797,                0.90974,                0.40997,                0.32387,                0.80044,             0.00099697,             0.00099697,             0.00099697
                    206,                0.52769,                0.30915,                0.83723,                0.93852,                0.89752,                0.96848,                0.90574,                0.42984,                0.32859,                0.80216,             0.00099367,             0.00099367,             0.00099367
                    207,                 0.5406,                0.31631,                0.83533,                0.94295,                 0.8921,                0.96767,                 0.9033,                0.44338,                 0.3438,                0.80413,             0.00099036,             0.00099036,             0.00099036
                    208,                0.53772,                0.31306,                0.83815,                0.93864,                0.90585,                0.96828,                0.90258,                0.45358,                0.32816,                0.80596,             0.00098706,             0.00098706,             0.00098706
                    209,                0.51498,                0.30739,                0.84139,                0.93943,                0.89766,                0.96918,                0.91145,                0.41872,                0.33267,                0.79892,             0.00098376,             0.00098376,             0.00098376
                    210,                 0.5519,                0.31799,                0.84111,                0.92095,                0.91392,                0.97047,                0.91183,                0.42679,                0.34085,                0.79796,             0.00098046,             0.00098046,             0.00098046
                    211,                0.52465,                0.31078,                0.83986,                0.93466,                0.90429,                0.97008,                0.90391,                0.45912,                0.33376,                0.80415,             0.00097716,             0.00097716,             0.00097716
                    212,                0.51774,                0.30099,                0.83914,                0.93105,                0.91049,                 0.9683,                0.91611,                0.38807,                0.32441,                0.79303,             0.00097386,             0.00097386,             0.00097386
                    213,                0.54393,                0.30875,                0.84047,                0.93237,                 0.9025,                0.96667,                0.89517,                0.47481,                0.33841,                0.80549,             0.00097056,             0.00097056,             0.00097056
                    214,                0.55805,                0.31424,                 0.8483,                0.93186,                0.90865,                0.96914,                 0.9095,                0.42192,                0.32812,                  0.798,             0.00096726,             0.00096726,             0.00096726
                    215,                0.52094,                0.31582,                0.84054,                0.94066,                0.90014,                0.96911,                0.91339,                0.40817,                0.32014,                0.79681,             0.00096396,             0.00096396,             0.00096396
                    216,                0.53099,                0.30517,                0.83922,                0.93946,                   0.91,                   0.97,                0.89798,                0.49759,                 0.3321,                0.80826,             0.00096066,             0.00096066,             0.00096066
                    217,                0.51197,                0.29713,                 0.8361,                0.94315,                0.90312,                0.96961,                0.90771,                0.44111,                0.32274,                0.80196,             0.00095736,             0.00095736,             0.00095736
                    218,                0.50956,                0.29552,                0.83745,                0.94254,                0.90634,                0.96926,                0.90631,                0.42531,                0.32141,                0.79571,             0.00095406,             0.00095406,             0.00095406
                    219,                0.50774,                0.29246,                0.83337,                0.94158,                0.90131,                 0.9687,                 0.9082,                0.42648,                0.32687,                0.80024,             0.00095076,             0.00095076,             0.00095076
                    220,                0.54008,                0.30677,                 0.8401,                0.93938,                0.89456,                0.96841,                0.91045,                 0.4129,                 0.3216,                0.80001,             0.00094746,             0.00094746,             0.00094746
                    221,                0.53089,                0.30796,                0.83961,                0.93237,                0.90195,                0.96794,                0.89957,                0.46051,                0.32839,                0.80465,             0.00094416,             0.00094416,             0.00094416
                    222,                0.52687,                0.32978,                 0.8406,                0.93477,                0.90372,                0.96651,                0.90949,                0.40119,                0.32753,                0.79704,             0.00094085,             0.00094085,             0.00094085
                    223,                0.54054,                0.30551,                0.84037,                0.93846,                0.90299,                0.96616,                0.88676,                 0.5133,                0.34823,                0.80959,             0.00093755,             0.00093755,             0.00093755
                    224,                0.51597,                0.29834,                0.83717,                0.94257,                0.89836,                0.96211,                0.90016,                0.43104,                0.33465,                0.80132,             0.00093425,             0.00093425,             0.00093425
                    225,                0.52064,                 0.3045,                0.83835,                0.93479,                0.90281,                0.96218,                0.89608,                0.45473,                0.34195,                0.80568,             0.00093095,             0.00093095,             0.00093095
                    226,                 0.5297,                0.30691,                0.84116,                0.94792,                0.88301,                0.95868,                0.89739,                 0.4277,                0.35754,                0.79983,             0.00092765,             0.00092765,             0.00092765
                    227,                0.52551,                0.30728,                0.83945,                0.94168,                0.90675,                0.96623,                0.89333,                0.47504,                0.34112,                0.80721,             0.00092435,             0.00092435,             0.00092435
                    228,                0.51259,                0.29806,                0.83627,                0.94132,                0.89543,                0.96508,                0.89809,                0.45993,                 0.3486,                0.80563,             0.00092105,             0.00092105,             0.00092105
                    229,                 0.5192,                0.30865,                0.83809,                0.94424,                0.87096,                0.95425,                0.88939,                0.45477,                0.36233,                0.80508,             0.00091775,             0.00091775,             0.00091775
                    230,                0.52214,                0.30775,                0.83807,                0.92476,                0.89245,                0.96388,                0.90529,                0.42999,                0.34612,                0.80398,             0.00091445,             0.00091445,             0.00091445
                    231,                0.52737,                0.30715,                0.83497,                0.93587,                 0.8988,                0.96858,                0.91455,                0.40496,                 0.3229,                0.79724,             0.00091115,             0.00091115,             0.00091115
                    232,                0.52611,                0.30359,                0.83934,                0.93077,                0.90822,                0.96789,                 0.9087,                0.43056,                0.32182,                0.80036,             0.00090785,             0.00090785,             0.00090785
                    233,                0.51473,                0.29978,                0.83526,                0.92725,                0.90215,                0.96809,                0.91132,                0.41177,                0.32093,                0.79689,             0.00090455,             0.00090455,             0.00090455
                    234,                0.51538,                0.29697,                0.83328,                0.92621,                0.90317,                0.96661,                0.90967,                0.40978,                 0.3229,                0.79609,             0.00090125,             0.00090125,             0.00090125
                    235,                  0.519,                0.29919,                0.83577,                0.92799,                 0.9077,                0.96733,                0.90006,                0.46625,                0.33377,                0.80473,             0.00089795,             0.00089795,             0.00089795
                    236,                0.50661,                 0.3023,                0.83577,                0.93844,                0.90013,                0.96655,                0.90338,                0.43097,                0.32455,                0.80048,             0.00089465,             0.00089465,             0.00089465
                    237,                0.50906,                0.29299,                0.83556,                0.94288,                 0.8981,                0.96612,                0.90414,                0.43688,                0.32949,                0.80199,             0.00089134,             0.00089134,             0.00089134
                    238,                0.52895,                0.30351,                0.83798,                0.93934,                 0.9012,                0.96741,                0.91303,                 0.4171,                0.32488,                0.79674,             0.00088804,             0.00088804,             0.00088804
                    239,                0.52455,                0.29868,                0.83521,                0.93709,                0.89534,                0.96799,                0.90723,                0.44677,                0.33184,                0.79998,             0.00088474,             0.00088474,             0.00088474
                    240,                0.51483,                0.29859,                0.83831,                0.93035,                0.90396,                0.96778,                0.90984,                0.42677,                0.32526,                0.79632,             0.00088144,             0.00088144,             0.00088144
                    241,                0.53969,                0.30384,                0.84628,                0.93322,                0.89788,                0.96798,                0.91503,                0.39719,                0.32212,                0.79594,             0.00087814,             0.00087814,             0.00087814
                    242,                0.51814,                0.29708,                0.83655,                0.93966,                0.89391,                0.96838,                0.89846,                0.48139,                0.33946,                0.80485,             0.00087484,             0.00087484,             0.00087484
                    243,                0.53802,                0.30496,                0.83781,                  0.924,                0.90382,                0.96607,                0.91169,                0.41318,                0.32327,                0.79678,             0.00087154,             0.00087154,             0.00087154
                    244,                0.51692,                0.29725,                 0.8328,                0.93391,                 0.9074,                0.96859,                0.89651,                0.49327,                0.34441,                0.80604,             0.00086824,             0.00086824,             0.00086824
                    245,                0.52968,                0.29974,                0.83567,                0.94425,                0.89608,                0.96897,                0.90675,                0.43941,                0.32359,                 0.7997,             0.00086494,             0.00086494,             0.00086494
                    246,                0.53822,                0.29911,                0.84143,                0.93397,                0.89964,                0.96379,                0.90485,                0.43143,                0.32997,                0.80032,             0.00086164,             0.00086164,             0.00086164
                    247,                0.53358,                0.29963,                0.83947,                0.94331,                0.89557,                0.96393,                0.90398,                0.42349,                0.33983,                0.79968,             0.00085834,             0.00085834,             0.00085834
                    248,                0.51263,                0.29527,                0.83388,                0.93251,                0.90679,                0.96823,                0.91123,                0.41215,                0.33121,                0.79819,             0.00085504,             0.00085504,             0.00085504
                    249,                0.49948,                0.28744,                 0.8333,                0.93418,                0.90813,                0.96963,                0.91188,                0.41329,                 0.3202,                0.79639,             0.00085174,             0.00085174,             0.00085174
                    250,                 0.5125,                0.28883,                0.83433,                0.94105,                0.89408,                0.96651,                0.90043,                0.44843,                0.33366,                0.80291,             0.00084844,             0.00084844,             0.00084844
                    251,                0.51885,                0.30866,                0.83342,                0.94065,                0.89786,                0.96722,                0.90648,                0.43345,                0.33372,                0.80134,             0.00084514,             0.00084514,             0.00084514
                    252,                0.52184,                0.29771,                0.83526,                0.94066,                0.89762,                0.96767,                0.90673,                0.42321,                0.32162,                0.80134,             0.00084184,             0.00084184,             0.00084184
                    253,                  0.515,                0.29412,                0.83903,                 0.9371,                0.90327,                0.96622,                0.89606,                0.46802,                 0.3383,                0.80944,             0.00083853,             0.00083853,             0.00083853
                    254,                0.51922,                0.29704,                0.83799,                0.93341,                0.90526,                 0.9686,                0.90327,                0.44227,                0.33941,                0.80143,             0.00083523,             0.00083523,             0.00083523
                    255,                0.52634,                0.29465,                0.83512,                 0.9338,                0.90126,                0.96761,                0.91011,                0.42334,                  0.332,                0.79779,             0.00083193,             0.00083193,             0.00083193
                    256,                0.52855,                0.29591,                0.83581,                0.93576,                0.90111,                0.96814,                0.90869,                 0.4168,                0.32895,                0.79689,             0.00082863,             0.00082863,             0.00082863
                    257,                0.51432,                0.29361,                0.83157,                0.93303,                0.90314,                0.96827,                0.90834,                0.42273,                0.33183,                0.79962,             0.00082533,             0.00082533,             0.00082533
                    258,                0.51269,                0.29044,                 0.8355,                0.93674,                0.89394,                0.96721,                0.90024,                0.45803,                0.33416,                0.80128,             0.00082203,             0.00082203,             0.00082203
                    259,                0.52264,                0.29729,                0.83589,                0.93566,                0.90293,                0.96832,                0.91317,                0.40417,                0.33437,                0.79634,             0.00081873,             0.00081873,             0.00081873
                    260,                 0.5197,                0.30138,                 0.8355,                 0.9396,                0.90434,                0.96594,                0.90595,                0.42233,                0.32773,                0.79977,             0.00081543,             0.00081543,             0.00081543
                    261,                0.51644,                0.29514,                 0.8353,                0.92374,                0.91376,                0.96693,                 0.9068,                0.43574,                0.33408,                0.80407,             0.00081213,             0.00081213,             0.00081213
                    262,                 0.5282,                 0.2973,                0.84012,                0.92706,                0.90558,                0.96776,                0.90956,                0.41972,                0.32919,                0.79749,             0.00080883,             0.00080883,             0.00080883
                    263,                0.52236,                0.29612,                0.83793,                0.93653,                0.89783,                0.96518,                0.90264,                0.43488,                0.34424,                0.80379,             0.00080553,             0.00080553,             0.00080553
                    264,                0.53601,                0.30147,                0.84173,                0.93307,                0.90788,                 0.9659,                0.91198,                0.38568,                0.32333,                0.79443,             0.00080223,             0.00080223,             0.00080223
                    265,                 0.5247,                0.29738,                0.83632,                0.93487,                0.90421,                0.96521,                0.89933,                0.44086,                0.33492,                0.80219,             0.00079893,             0.00079893,             0.00079893
                    266,                0.50354,                0.29197,                0.83382,                 0.9363,                0.90432,                0.96573,                0.90015,                0.44987,                0.34697,                0.79977,             0.00079563,             0.00079563,             0.00079563
                    267,                0.53075,                0.29841,                0.83433,                0.93717,                0.89558,                 0.9641,                0.90818,                0.40488,                  0.334,                0.79508,             0.00079233,             0.00079233,             0.00079233
                    268,                0.51737,                0.28935,                0.83158,                0.93504,                0.89754,                0.96485,                0.90309,                0.44841,                0.33528,                0.79989,             0.00078902,             0.00078902,             0.00078902
                    269,                0.51353,                0.28868,                0.83302,                 0.9315,                0.90743,                0.96683,                0.90848,                0.42564,                0.32927,                0.79914,             0.00078572,             0.00078572,             0.00078572
                    270,                0.51738,                0.29243,                0.83411,                 0.9401,                0.89303,                0.96321,                0.90335,                0.43495,                0.33656,                0.79981,             0.00078242,             0.00078242,             0.00078242
                    271,                0.53725,                    0.3,                0.83322,                0.94276,                0.89913,                0.96375,                0.90671,                0.41696,                0.33292,                0.79517,             0.00077912,             0.00077912,             0.00077912
                    272,                0.52431,                0.29984,                0.83351,                0.94182,                0.90005,                 0.9596,                0.90487,                0.39996,                0.32581,                0.79395,             0.00077582,             0.00077582,             0.00077582
                    273,                   0.52,                0.29712,                0.83114,                0.93378,                0.90467,                0.96313,                0.89992,                0.44709,                0.33447,                0.80223,             0.00077252,             0.00077252,             0.00077252
                    274,                 0.5165,                 0.2914,                0.83623,                0.94641,                0.88918,                0.96106,                0.89735,                0.44814,                0.33851,                0.80253,             0.00076922,             0.00076922,             0.00076922
                    275,                0.52947,                0.29743,                0.83728,                0.92438,                0.91068,                0.96601,                0.90586,                0.43058,                 0.3359,                0.79836,             0.00076592,             0.00076592,             0.00076592
                    276,                0.51432,                0.29549,                0.83072,                0.91956,                0.91035,                0.96625,                0.91107,                0.39456,                0.33451,                0.79293,             0.00076262,             0.00076262,             0.00076262
                    277,                0.50509,                 0.2892,                0.83316,                0.92248,                0.91471,                0.96682,                 0.8972,                0.45692,                0.33216,                0.79941,             0.00075932,             0.00075932,             0.00075932
                    278,                0.51759,                0.28946,                0.83301,                0.93314,                0.90057,                0.96433,                0.91366,                0.37402,                0.33088,                0.79073,             0.00075602,             0.00075602,             0.00075602
                    279,                0.51837,                0.29246,                0.83392,                0.94103,                0.90188,                0.96594,                0.90462,                0.41956,                0.32151,                0.79698,             0.00075272,             0.00075272,             0.00075272
                    280,                0.50514,                0.28992,                 0.8299,                 0.9189,                0.91435,                0.96607,                0.90338,                0.43543,                0.33352,                0.80047,             0.00074942,             0.00074942,             0.00074942
                    281,                 0.5441,                0.29889,                   0.84,                 0.9315,                0.90924,                0.96441,                0.91094,                0.39584,                0.32297,                0.79522,             0.00074612,             0.00074612,             0.00074612
                    282,                0.51974,                0.29874,                0.83541,                0.93284,                0.90866,                0.96685,                0.90368,                0.43256,                0.33224,                0.79789,             0.00074282,             0.00074282,             0.00074282
                    283,                0.50887,                0.29008,                0.83165,                0.93205,                0.90904,                0.96769,                0.91158,                0.39967,                0.33837,                0.79426,             0.00073951,             0.00073951,             0.00073951
                    284,                0.51565,                0.29148,                0.82954,                0.93212,                0.90159,                0.96528,                0.89901,                0.45727,                 0.3422,                0.80193,             0.00073621,             0.00073621,             0.00073621
                    285,                0.52196,                0.28641,                0.83317,                0.93932,                0.89989,                0.96363,                0.90998,                0.38692,                0.33256,                0.79151,             0.00073291,             0.00073291,             0.00073291
                    286,                0.51677,                0.29272,                0.83035,                0.93395,                0.89916,                0.96798,                0.90292,                0.45167,                0.33227,                 0.7997,             0.00072961,             0.00072961,             0.00072961
                    287,                 0.5091,                0.28872,                0.83229,                0.92453,                0.90429,                0.96566,                0.90387,                0.42701,                0.32288,                0.79833,             0.00072631,             0.00072631,             0.00072631
                    288,                0.52067,                0.29136,                 0.8352,                0.94571,                0.88683,                0.96535,                0.91377,                0.39037,                0.31435,                0.79422,             0.00072301,             0.00072301,             0.00072301
                    289,                0.51074,                0.28697,                0.83342,                0.92155,                 0.9122,                 0.9669,                0.90717,                0.43029,                0.32421,                0.79946,             0.00071971,             0.00071971,             0.00071971
                    290,                0.50255,                0.28081,                0.83224,                0.92686,                0.91192,                  0.967,                0.90788,                0.43068,                 0.3282,                0.79956,             0.00071641,             0.00071641,             0.00071641
                    291,                 0.5099,                0.28471,                 0.8344,                0.91507,                0.91543,                0.96624,                0.90121,                0.46033,                0.33385,                0.80214,             0.00071311,             0.00071311,             0.00071311
                    292,                0.51367,                0.28925,                0.83085,                0.92869,                0.90216,                0.96378,                0.91117,                0.40607,                0.32722,                0.79895,             0.00070981,             0.00070981,             0.00070981
                    293,                0.52432,                0.29576,                 0.8353,                 0.9392,                0.89044,                0.96245,                 0.8922,                0.49236,                0.35141,                0.80968,             0.00070651,             0.00070651,             0.00070651
                    294,                0.50662,                 0.2845,                0.83474,                0.93433,                0.90392,                0.96502,                0.91271,                0.39891,                0.32259,                0.79715,             0.00070321,             0.00070321,             0.00070321
                    295,                 0.5199,                0.29678,                0.83678,                0.92926,                0.90922,                0.96674,                0.90109,                0.46262,                 0.3405,                0.80551,             0.00069991,             0.00069991,             0.00069991
                    296,                0.50436,                0.29263,                0.83049,                0.93646,                0.90807,                0.96807,                0.91207,                0.40732,                0.32611,                0.79728,             0.00069661,             0.00069661,             0.00069661
                    297,                 0.5215,                0.29556,                0.83214,                0.93613,                0.90955,                0.96812,                0.91201,                0.41489,                0.32275,                0.79936,             0.00069331,             0.00069331,             0.00069331
                    298,                0.50663,                0.28977,                0.83132,                0.93495,                0.90592,                0.96763,                0.90899,                 0.4161,                0.33054,                 0.7979,                0.00069,                0.00069,                0.00069
                    299,                0.50931,                0.28408,                0.83095,                0.93023,                0.90237,                0.96402,                0.90918,                0.39645,                0.32388,                0.79791,              0.0006867,              0.0006867,              0.0006867
                    300,                0.51398,                0.28605,                 0.8303,                0.93214,                0.90078,                0.96696,                0.91044,                0.41681,                0.32691,                0.79942,              0.0006834,              0.0006834,              0.0006834
                    301,                0.50908,                0.28693,                0.83116,                0.93438,                 0.9039,                0.96777,                0.90981,                0.43063,                0.33214,                0.80125,              0.0006801,              0.0006801,              0.0006801
                    302,                0.50586,                0.28755,                0.83232,                0.92863,                0.90647,                0.96574,                0.90964,                0.41726,                0.33441,                 0.7996,              0.0006768,              0.0006768,              0.0006768
                    303,                 0.5197,                0.28917,                0.83213,                0.93518,                 0.8977,                0.96506,                0.88931,                 0.5086,                0.34531,                0.81154,              0.0006735,              0.0006735,              0.0006735
                    304,                0.52989,                0.29133,                0.83363,                0.93736,                 0.8944,                0.96474,                0.90964,                0.39292,                0.32695,                0.79403,              0.0006702,              0.0006702,              0.0006702
                    305,                0.50532,                0.27897,                0.82984,                0.93165,                0.90367,                0.96529,                 0.8933,                0.47378,                 0.3469,                0.80535,              0.0006669,              0.0006669,              0.0006669
                    306,                0.50566,                0.28084,                0.83033,                0.93064,                0.90029,                0.96572,                0.90959,                0.39825,                0.32759,                0.79542,              0.0006636,              0.0006636,              0.0006636
                    307,                0.50775,                0.28992,                0.83203,                0.93832,                0.89902,                0.96528,                0.90771,                0.42281,                0.33082,                0.79914,              0.0006603,              0.0006603,              0.0006603
                    308,                0.50923,                0.28055,                0.83163,                0.94101,                0.88856,                0.96485,                0.90901,                0.41406,                0.32876,                0.79715,               0.000657,               0.000657,               0.000657
                    309,                0.50129,                0.27653,                0.83032,                0.93159,                0.90055,                0.96496,                0.90747,                0.42204,                  0.329,                 0.7995,              0.0006537,              0.0006537,              0.0006537
                    310,                0.49174,                0.27599,                0.83256,                0.94234,                0.89666,                0.96567,                 0.9079,                0.42469,                0.33562,                 0.7978,              0.0006504,              0.0006504,              0.0006504
                    311,                0.49657,                0.27633,                0.82979,                0.92076,                0.90385,                0.96559,                0.91207,                0.40676,                0.32611,                0.79448,              0.0006471,              0.0006471,              0.0006471
                    312,                0.50618,                0.28087,                 0.8347,                0.92914,                0.89633,                0.96511,                0.89508,                 0.4851,                0.34395,                 0.8045,              0.0006438,              0.0006438,              0.0006438
