                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                0.19531,                0.35058,                0.03672,                    nan,                0.69402,                0.68682,                0.65134,                    nan,                    nan,                    nan,              0.0014723,              0.0014723,              0.0014723
                     62,                0.20463,                0.36029,                 0.0367,                    nan,                0.93882,                0.89481,                0.81595,                    nan,                    nan,                    nan,               0.001469,               0.001469,               0.001469
                     63,                0.19625,                0.34673,                0.03636,                0.88722,                0.88938,                0.95706,                0.86991,                0.19193,                0.41361,                0.03692,              0.0014657,              0.0014657,              0.0014657
                     64,                0.19444,                0.34649,                  0.035,                0.89516,                 0.8956,                0.96346,                0.86535,                0.19245,                0.44726,                0.03689,              0.0014624,              0.0014624,              0.0014624
                     65,                0.19249,                0.34575,                0.03519,                    nan,                0.91028,                0.88667,                0.81927,                    nan,                    nan,                    nan,              0.0014591,              0.0014591,              0.0014591
                     66,                0.18708,                0.34395,                0.03469,                    nan,                0.86553,                0.84785,                0.79173,                    nan,                    nan,                    nan,              0.0014558,              0.0014558,              0.0014558
                     67,                0.18351,                0.34079,                0.03407,                    nan,                 0.8757,                0.85791,                0.81247,                    nan,                    nan,                    nan,              0.0014525,              0.0014525,              0.0014525
                     68,                0.19071,                0.35269,                0.03481,                    nan,                0.62737,                0.62547,                0.57557,                    nan,                    nan,                    nan,              0.0014492,              0.0014492,              0.0014492
                     69,                0.19099,                 0.3482,                 0.0341,                    nan,                 0.7486,                 0.7351,                0.67366,                    nan,                    nan,                    nan,              0.0014459,              0.0014459,              0.0014459
                     70,                0.19817,                0.36389,                0.03628,                    nan,                0.98026,                0.94637,                 0.8871,                    nan,                    nan,                    nan,              0.0014426,              0.0014426,              0.0014426
                     71,                0.18349,                 0.3523,                0.03319,                0.89395,                0.89148,                0.96183,                 0.8901,                0.15814,                0.39237,                0.02984,              0.0014393,              0.0014393,              0.0014393
                     72,                0.18723,                0.34882,                0.03436,                0.90185,                0.86297,                0.94467,                0.87438,                0.15203,                0.41229,                0.02705,               0.001436,               0.001436,               0.001436
                     73,                0.18937,                0.34952,                0.03405,                0.89819,                0.89344,                0.96279,                0.89232,                0.15324,                0.38177,                0.02985,              0.0014327,              0.0014327,              0.0014327
                     74,                   0.19,                0.35133,                0.03335,                    nan,                0.95884,                0.92981,                0.86732,                    nan,                    nan,                    nan,              0.0014294,              0.0014294,              0.0014294
                     75,                0.18958,                0.34703,                0.03466,                    nan,                0.69225,                0.68462,                0.64769,                    nan,                    nan,                    nan,              0.0014261,              0.0014261,              0.0014261
                     76,                0.19245,                0.35786,                0.03545,                    nan,                0.74444,                0.73181,                0.69443,                    nan,                    nan,                    nan,              0.0014228,              0.0014228,              0.0014228
                     77,                0.18863,                0.34765,                0.03491,                    nan,                0.77642,                0.76615,                0.72449,                    nan,                    nan,                    nan,              0.0014195,              0.0014195,              0.0014195
                     78,                0.19042,                0.37332,                0.03541,                    nan,                0.93287,                0.90836,                0.85332,                    nan,                    nan,                    nan,              0.0014161,              0.0014161,              0.0014161
                     79,                0.18643,                0.35788,                0.03589,                0.88941,                0.88617,                0.95275,                0.88145,                  0.159,                0.39897,                0.03441,              0.0014128,              0.0014128,              0.0014128
                     80,                0.19093,                0.35656,                0.03563,                0.91153,                0.88677,                0.96202,                0.89977,                0.14914,                0.36977,                0.02918,              0.0014095,              0.0014095,              0.0014095
                     81,                0.18974,                0.34689,                0.03628,                0.88251,                0.90306,                0.96085,                 0.9004,                0.14739,                0.38111,                0.02991,              0.0014062,              0.0014062,              0.0014062
                     82,                0.18565,                0.34556,                0.03461,                0.88838,                0.89585,                0.96233,                0.89921,                0.14629,                0.37874,                0.02973,              0.0014029,              0.0014029,              0.0014029
                     83,                0.18713,                0.34745,                 0.0329,                0.89343,                0.89126,                0.96334,                0.90285,                0.14275,                0.38826,                0.02801,              0.0013996,              0.0013996,              0.0013996
                     84,                0.19442,                 0.3488,                0.03558,                    nan,                0.90399,                0.88073,                0.82185,                    nan,                    nan,                    nan,              0.0013963,              0.0013963,              0.0013963
                     85,                0.19146,                0.34052,                 0.0345,                0.92229,                0.87454,                0.96272,                0.89505,                0.15493,                  0.402,                0.03257,               0.001393,               0.001393,               0.001393
                     86,                0.18535,                0.34425,                0.03265,                0.89029,                 0.8912,                0.95919,                0.88585,                0.16927,                0.40718,                0.03446,              0.0013897,              0.0013897,              0.0013897
                     87,                0.18313,                0.33783,                0.03412,                0.89458,                0.86506,                0.94862,                0.88291,                0.17372,                 0.4244,                0.03763,              0.0013864,              0.0013864,              0.0013864
                     88,                0.18767,                0.34828,                0.03506,                0.89871,                0.88061,                0.95841,                0.89356,                0.15619,                0.40972,                0.03411,              0.0013831,              0.0013831,              0.0013831
                     89,                0.19232,                0.34705,                0.03435,                0.87977,                0.90312,                0.95797,                0.88171,                0.17375,                0.40304,                0.03367,              0.0013798,              0.0013798,              0.0013798
                     90,                0.18586,                0.34548,                0.03472,                0.87913,                0.91174,                0.96253,                0.90493,                0.14244,                0.36877,                0.02864,              0.0013765,              0.0013765,              0.0013765
                     91,                0.18252,                 0.3433,                0.03323,                0.88618,                0.90188,                0.96018,                0.90299,                0.14425,                0.37508,                0.02949,              0.0013732,              0.0013732,              0.0013732
                     92,                0.18576,                0.35101,                0.03327,                0.91083,                0.88725,                0.95681,                0.89614,                0.17518,                0.38927,                0.03883,              0.0013699,              0.0013699,              0.0013699
                     93,                0.18132,                0.33915,                0.03334,                0.88408,                0.88649,                0.95411,                0.89469,                 0.1635,                0.40757,                0.03399,              0.0013666,              0.0013666,              0.0013666
                     94,                0.17977,                0.34033,                0.03251,                0.90256,                 0.8852,                0.95898,                0.89177,                 0.1618,                0.40061,                0.03333,              0.0013633,              0.0013633,              0.0013633
                     95,                0.18263,                 0.3481,                0.03375,                0.89455,                0.89064,                0.96182,                0.88792,                0.16223,                0.41073,                0.02904,                0.00136,                0.00136,                0.00136
                     96,                0.18605,                0.34417,                0.03374,                    nan,                 0.8199,                0.80087,                0.74598,                    nan,                    nan,                    nan,              0.0013567,              0.0013567,              0.0013567
                     97,                0.18068,                0.33235,                0.03282,                    nan,                0.64047,                0.63474,                0.60747,                    nan,                    nan,                    nan,              0.0013534,              0.0013534,              0.0013534
                     98,                 0.1804,                0.33586,                0.03245,                    nan,                0.98268,                0.95147,                0.88571,                    nan,                    nan,                    nan,              0.0013501,              0.0013501,              0.0013501
                     99,                0.17688,                0.33408,                0.03361,                    nan,                0.98332,                0.94532,                0.88492,                    nan,                    nan,                    nan,              0.0013468,              0.0013468,              0.0013468
                    100,                0.18692,                0.35308,                 0.0356,                    nan,                0.98442,                0.95245,                0.89183,                    nan,                    nan,                    nan,              0.0013435,              0.0013435,              0.0013435
                    101,                 0.1816,                0.34425,                0.03407,                0.88577,                0.89051,                0.95946,                 0.8918,                0.15649,                0.39675,                0.03236,              0.0013402,              0.0013402,              0.0013402
                    102,                0.19023,                0.34593,                 0.0356,                0.89576,                0.88692,                0.95602,                0.88256,                0.15827,                0.42131,                0.03184,              0.0013369,              0.0013369,              0.0013369
                    103,                0.18973,                0.35013,                0.03594,                0.90333,                0.88229,                0.95942,                0.89089,                0.15976,                0.41021,                0.03146,              0.0013336,              0.0013336,              0.0013336
                    104,                0.18363,                0.35174,                0.03405,                    nan,                0.98216,                0.94293,                0.87164,                    nan,                    nan,                    nan,              0.0013303,              0.0013303,              0.0013303
                    105,                0.18254,                0.35534,                0.03369,                0.89027,                0.89311,                0.96068,                0.89467,                0.15274,                0.39097,                0.02903,               0.001327,               0.001327,               0.001327
                    106,                0.18046,                0.35571,                0.03246,                 0.8801,                0.89793,                0.95932,                0.89474,                0.14766,                0.39963,                0.03073,              0.0013237,              0.0013237,              0.0013237
                    107,                0.18213,                0.35059,                0.03254,                0.89082,                0.89526,                0.96015,                0.90158,                0.14914,                0.40712,                0.03121,              0.0013204,              0.0013204,              0.0013204
                    108,                 0.1906,                 0.3417,                0.03612,                0.88607,                0.90575,                 0.9632,                0.89528,                0.15301,                0.40596,                0.02961,              0.0013171,              0.0013171,              0.0013171
                    109,                0.19341,                0.34416,                0.03512,                0.88886,                0.90402,                0.96226,                0.88604,                0.16209,                0.39928,                0.03206,              0.0013138,              0.0013138,              0.0013138
                    110,                 0.1846,                0.34407,                0.03385,                0.91226,                0.87637,                0.96365,                0.90356,                0.14372,                0.37652,                0.02826,              0.0013105,              0.0013105,              0.0013105
                    111,                0.18208,                0.34354,                  0.033,                0.89831,                0.89648,                0.96443,                0.90769,                0.13857,                 0.3974,                0.02771,              0.0013072,              0.0013072,              0.0013072
                    112,                0.17984,                0.33512,                0.03346,                0.89981,                0.89033,                0.96257,                0.90448,                0.13952,                 0.3747,                0.02909,              0.0013039,              0.0013039,              0.0013039
                    113,                0.17509,                0.33252,                0.03215,                0.90236,                0.88712,                0.96387,                0.90589,                0.14108,                0.37693,                0.02888,              0.0013006,              0.0013006,              0.0013006
                    114,                0.17134,                0.32588,                0.03094,                0.89346,                0.90444,                0.96325,                0.90162,                0.14838,                0.39278,                0.02955,              0.0012973,              0.0012973,              0.0012973
                    115,                0.17245,                 0.3311,                0.03068,                0.89964,                0.88748,                0.96356,                 0.9008,                0.14801,                0.41085,                0.02883,               0.001294,               0.001294,               0.001294
                    116,                0.17584,                 0.3316,                0.03153,                0.90497,                 0.8861,                0.96399,                0.90653,                0.14131,                0.41444,                0.02791,              0.0012907,              0.0012907,              0.0012907
                    117,                0.17047,                0.33407,                0.02967,                0.89374,                0.90236,                0.96377,                0.90139,                0.14864,                 0.3862,                0.03051,              0.0012874,              0.0012874,              0.0012874
                    118,                0.17381,                0.32836,                0.03071,                 0.8871,                0.90118,                0.96432,                0.88292,                0.18004,                0.45966,                0.03596,              0.0012841,              0.0012841,              0.0012841
                    119,                0.17817,                0.35012,                0.03074,                0.88274,                 0.9022,                0.96197,                0.90713,                0.14226,                0.36688,                0.02858,              0.0012808,              0.0012808,              0.0012808
                    120,                0.19541,                0.37493,                0.03303,                0.89545,                0.89869,                0.96473,                0.91053,                0.14117,                0.39589,                 0.0286,              0.0012775,              0.0012775,              0.0012775
                    121,                0.22768,                0.41523,                 0.0366,                0.90926,                0.89142,                0.96284,                 0.8256,                0.24651,                0.57567,                 0.0424,              0.0012742,              0.0012742,              0.0012742
                    122,                0.21037,                0.41757,                0.03595,                0.90635,                0.87705,                0.96079,                0.89684,                0.14807,                0.40154,                0.03228,              0.0012709,              0.0012709,              0.0012709
                    123,                0.18942,                0.36037,                0.03509,                0.90325,                0.89562,                0.96162,                0.89843,                0.14854,                0.41963,                0.02988,              0.0012676,              0.0012676,              0.0012676
                    124,                0.18592,                0.34475,                0.03291,                0.88875,                0.89333,                0.95648,                0.89274,                0.14958,                0.38733,                0.03191,              0.0012643,              0.0012643,              0.0012643
                    125,                0.18415,                0.35798,                 0.0318,                0.89317,                0.89556,                 0.9614,                0.89725,                0.14838,                0.39509,                0.02924,               0.001261,               0.001261,               0.001261
                    126,                0.17982,                0.34334,                0.03369,                0.88829,                0.90405,                 0.9623,                0.89224,                0.16473,                0.38859,                0.03353,              0.0012577,              0.0012577,              0.0012577
                    127,                0.17503,                  0.342,                0.03039,                0.88674,                0.89559,                0.96184,                0.89282,                0.15946,                 0.3922,                0.03373,              0.0012544,              0.0012544,              0.0012544
                    128,                0.17565,                0.33487,                0.03096,                0.91153,                0.88565,                0.96225,                0.90352,                0.14562,                0.43917,                0.02958,              0.0012511,              0.0012511,              0.0012511
                    129,                0.17512,                0.34225,                0.03007,                0.89006,                 0.9006,                0.96226,                 0.8953,                0.15398,                 0.4415,                0.02865,              0.0012478,              0.0012478,              0.0012478
                    130,                0.18031,                0.34005,                0.03225,                0.89149,                0.90304,                0.96434,                0.89852,                0.15402,                0.38379,                0.03058,              0.0012445,              0.0012445,              0.0012445
                    131,                0.18288,                0.34088,                0.03228,                0.89019,                0.90118,                0.96291,                0.89253,                0.16111,                0.39855,                0.02924,              0.0012412,              0.0012412,              0.0012412
                    132,                0.17876,                0.34252,                0.03182,                0.88805,                0.90915,                0.96357,                0.88781,                0.16803,                0.41326,                0.03072,              0.0012379,              0.0012379,              0.0012379
                    133,                0.17434,                0.33038,                0.03055,                 0.8817,                0.90632,                 0.9618,                0.89584,                0.15596,                0.39197,                0.03025,              0.0012346,              0.0012346,              0.0012346
                    134,                0.17754,                0.33929,                0.03086,                0.89027,                0.90182,                0.96328,                0.89575,                0.15661,                0.40457,                0.02998,              0.0012313,              0.0012313,              0.0012313
                    135,                0.17779,                0.33698,                0.03147,                0.89681,                0.90149,                0.96373,                0.89543,                0.15893,                0.39432,                0.03138,               0.001228,               0.001228,               0.001228
                    136,                0.17971,                0.33001,                0.03121,                 0.8928,                0.89968,                0.96272,                0.87585,                  0.181,                0.42145,                0.03191,              0.0012247,              0.0012247,              0.0012247
                    137,                0.17717,                0.32904,                0.03128,                0.89724,                0.89328,                0.96393,                0.89735,                0.15024,                0.39402,                0.02859,              0.0012214,              0.0012214,              0.0012214
                    138,                0.18038,                0.33453,                0.03185,                0.88973,                0.90816,                 0.9633,                0.90775,                 0.1362,                0.38384,                0.02786,              0.0012181,              0.0012181,              0.0012181
                    139,                0.17157,                0.32893,                0.02907,                0.88552,                0.89092,                0.96237,                0.89813,                0.14542,                0.40366,                0.02728,              0.0012148,              0.0012148,              0.0012148
                    140,                0.17302,                0.33051,                0.03148,                0.89785,                0.89541,                0.96264,                0.89338,                0.15635,                0.39498,                0.02872,              0.0012115,              0.0012115,              0.0012115
                    141,                0.17595,                 0.3301,                0.03101,                0.89093,                0.89149,                0.96407,                0.89956,                0.14524,                0.38253,                0.02718,              0.0012082,              0.0012082,              0.0012082
                    142,                0.16821,                0.32433,                0.03065,                0.89317,                0.89404,                0.96394,                0.89991,                0.14904,                0.39141,                0.02725,              0.0012049,              0.0012049,              0.0012049
                    143,                 0.1669,                0.32708,                0.02872,                0.89832,                0.88177,                0.96294,                0.90532,                0.14252,                0.39045,                0.02931,              0.0012016,              0.0012016,              0.0012016
                    144,                0.17393,                0.32961,                0.03078,                0.89605,                0.90136,                0.96297,                0.88827,                 0.1658,                0.39734,                0.03371,              0.0011983,              0.0011983,              0.0011983
                    145,                0.16668,                0.32498,                0.02862,                0.89205,                0.89936,                 0.9638,                0.88569,                0.16604,                0.41972,                0.03304,               0.001195,               0.001195,               0.001195
                    146,                0.17029,                0.32739,                0.03093,                0.89915,                0.88275,                0.96361,                0.89363,                0.15966,                0.40932,                 0.0306,              0.0011917,              0.0011917,              0.0011917
                    147,                0.17168,                0.33219,                0.03054,                0.89293,                0.89968,                0.96346,                0.89691,                 0.1514,                0.39432,                0.02947,              0.0011884,              0.0011884,              0.0011884
                    148,                0.18307,                0.34172,                0.03121,                0.90755,                0.86641,                0.96122,                0.89523,                0.15153,                0.39367,                0.02879,              0.0011851,              0.0011851,              0.0011851
                    149,                0.17894,                0.33805,                0.03153,                0.90297,                0.87992,                0.96337,                0.88873,                0.16417,                0.41685,                0.03171,              0.0011818,              0.0011818,              0.0011818
                    150,                0.17309,                0.33572,                0.02939,                0.88383,                0.88662,                0.95666,                0.89214,                0.15042,                0.40966,                 0.0356,              0.0011785,              0.0011785,              0.0011785
                    151,                0.16913,                0.31876,                0.02958,                    nan,                0.98402,                0.95314,                0.89134,                    nan,                    nan,                    nan,              0.0011752,              0.0011752,              0.0011752
                    152,                0.17736,                0.32823,                0.03063,                 0.8942,                  0.903,                0.96506,                0.90853,                0.13867,                0.39124,                0.02752,              0.0011719,              0.0011719,              0.0011719
                    153,                0.17307,                0.32818,                0.02925,                0.88593,                 0.9025,                0.95909,                0.89444,                0.14683,                0.39926,                0.02757,              0.0011686,              0.0011686,              0.0011686
                    154,                 0.1756,                0.33091,                 0.0306,                0.89355,                0.89716,                0.96328,                0.90175,                0.14718,                0.39316,                0.02976,              0.0011653,              0.0011653,              0.0011653
                    155,                0.16969,                0.32531,                0.02902,                0.89662,                0.89359,                0.96441,                0.90518,                0.14044,                0.38155,                0.02724,               0.001162,               0.001162,               0.001162
                    156,                0.18785,                 0.3361,                0.03067,                0.88511,                 0.9042,                0.96322,                0.89815,                0.15003,                0.39417,                0.02985,              0.0011587,              0.0011587,              0.0011587
                    157,                  0.175,                0.33032,                0.03035,                0.89826,                0.90652,                0.96467,                0.91001,                 0.1375,                0.39482,                0.02697,              0.0011554,              0.0011554,              0.0011554
                    158,                0.16743,                0.31734,                0.03023,                0.89906,                0.90571,                 0.9653,                0.90128,                0.15166,                0.40935,                0.03068,              0.0011521,              0.0011521,              0.0011521
                    159,                0.17141,                0.31915,                0.03024,                0.88939,                0.89475,                0.96324,                0.90467,                0.14102,                0.38572,                 0.0281,              0.0011488,              0.0011488,              0.0011488
                    160,                0.17022,                0.32145,                   0.03,                0.88971,                0.89241,                0.96296,                0.90361,                0.14382,                0.38911,                0.02972,              0.0011455,              0.0011455,              0.0011455
                    161,                0.17488,                0.32504,                 0.0301,                0.90355,                 0.8838,                0.96286,                0.89841,                0.14778,                0.41199,                0.02764,              0.0011422,              0.0011422,              0.0011422
                    162,                0.17135,                 0.3227,                0.03041,                0.88231,                0.91131,                0.96337,                0.89788,                  0.151,                0.41171,                0.02944,              0.0011389,              0.0011389,              0.0011389
